Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2016.0004597,EDITORIAL PRENSA VALENCIANA SA,06/07/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA AYUNTAMIENTO EN DIARIO LEVANTE.,13/09/2016,"1.210,00 €",1,92070,22602
2016.0004820,PROMOCIONES Y EDICIONES CULTURALES SA,31/08/16. ANUNCIO PERIÓDICO MEDITERRÁNEO AY.CS-ACTIVIDADES PLAYA,10/10/2016,"3.492,06 €",1,92070,22602
2016.0004821,PROMOCIONES Y EDICIONES CULTURALES SA,10/08/16 ANUNCIO MEDITERRÁNEO INFORMACIÓN PÚBLICA DEL PYTO COLECTOR AGUAS RESIDUALES DESDE BORRIOL HASTA LA ESTACIÓN DEPURADORA DE CS,16/11/2016,"358,16 €",5,15112,22602
2016.0004864,PROMOCIONES Y EDICIONES CULTURALES SA,15/07/16. INSERCIÓN PUBLICITARIA DE LA AGENDA CULTURAL EN DIARIO MEDITERRANEO.,03/11/2016,"1.210,00 €",1,92070,22602
2016.0004865,PROMOCIONES Y EDICIONES CULTURALES SA,1 Y 8 DE JULIO/2016. INSERCIÓN PUBLICITARIA DE LA AGENDA CULTURAL EN DIARIO MEDITERRANEO. S/DEC. 23/03/16,25/10/2016,"2.420,00 €",1,92070,22602
2016.0004934,EDITORIAL DIGITAL 2014 SLU,15/09/16. PUBLICIDAD S/765 ANIVERSARIO FUNDACIÓN DE LA CIUDAD DE CASTELLÓN EN EL PERIODIC.COM.,03/11/2016,"363,00 €",1,92070,22602
2016.0004949,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AGOSTO/16. PRENSA PARA ALCALDIA.,10/10/2016,"53,72 €",1,91201,22001
2016.0004950,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,12/06/16. ADAPTACIONES PUBLICIDAD CARTEL 765 ANIVERSARI DE LA FUNDACIO DE CASTELLO,10/10/2016,"502,15 €",1,91201,226990
2016.0005063,ASOC ESPAÑOLA TECNICOS CERAMICOS,2016. INSERCION DE UN BANNER PUBLICITARIO EN LA PAGINA WEB DE LA ASOCIACION DE TECNICOS CERAMICOS,03/11/2016,"300,00 €",1,92070,22602
2016.0005072,"IDEA PUBLICIDAD CASTELLON, S.L",DEL 3 AL 11/09/16. BANNER PUBLICITARIO EN VIVECASTELLON.COM.,03/11/2016,"242,00 €",1,92070,22602
2016.0005073,"IDEA PUBLICIDAD CASTELLON, S.L",SEPTIEMBRE/16. REPORTAJES FOTOGRÁFICOS EVENTOS MUNICIPALES.,03/11/2016,"217,80 €",1,92070,22602
2016.0005078,RADIO CASTELLON SA,JULIO/16. CUÑAS PUBLICITARIAS EN HOY X HOY CASTELLON EN CADENA SER.,03/11/2016,"2.964,50 €",1,92070,22602
2016.0005079,RADIO CASTELLON SA,30/07/16. CUÑAS PUBLICITARIAS S/AGENDA CULTURAL EN CADENA SER.S/DEC 23/03/2016.,04/11/2016,"2.439,36 €",1,92070,22602
2016.0005080,RADIO CASTELLON SA,AGOSTO/16. CUÑAS PUBLICITARIAS S/ACTIVIDADES EN PLAYAS EN CADENA SER.,03/11/2016,"2.994,99 €",1,92070,22602
2016.0005267,MEDIOS DE AZAHAR SA,05/09/16. INSERCIÓN PUBLICITARIA S/ANIVERSARIO CASTELLON CIUDAD EN DIARIO EL MUNDO.,08/11/2016,"771,38 €",1,92070,22602
2016.0005268,MEDIOS DE AZAHAR SA,26/09/16. INSERCIÓN PUBLICITARIA S/CERSAIE 2016 EN DIARIO EL MUNDO.,08/11/2016,"770,77 €",1,92070,22602
2016.0005284,COPE- RADIO POPULAR SA,JULIO/16. CUÑAS PUBLICITARIAS S/AGENDA CULTURAL EN CADENA COPE.,08/11/2016,"1.210,00 €",1,92070,22602
2016.0005285,COPE- RADIO POPULAR SA,OCTUBRE/15. CUÑAS PUBLICITARIAS CAMPAÑAS SOBRE MOSTRA DE ARTS ESCENIQUES,22/12/2016,"700,00 €",1,92070,22602
2016.0005286,COPE- RADIO POPULAR SA,OCTUBRE/15. CUÑAS PUBLICITARIAS CAMPAÑA ESPECIAL SPORT 2015,22/12/2016,"726,00 €",1,92070,22602
2016.0005287,COPE- RADIO POPULAR SA,SEPTIEMBRE/15. CUÑAS PUBLICITARIAS CAMPAÑAS ESPECIAL SPORT 2015,22/12/2016,"726,00 €",1,92070,22602
2016.0005288,COPE- RADIO POPULAR SA,JUNIO/15. CUÑAS PUBLICITARIAS CAMPAÑA ESPECIAL SPORT 2015,22/12/2016,"726,00 €",1,92070,22602
2016.0005293,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA",OCTUBRE/16. INSERCIÓN PUBLICITARIA CERSAIE EN EL PERIODICO DEL AZULEJO,08/11/2016,"1.210,59 €",1,92070,22602
2016.0005296,PROMOCIONES Y EDICIONES CULTURALES SA,30/09/16. INSERCIÓN PUBLICITARIA S/ANIVERSARIO CIUDAD EN DIARIO MEDITERRÁNEO.,08/11/2016,"2.499,99 €",1,92070,22602
2016.0005298,PROMOCIONES Y EDICIONES CULTURALES SA,13/09/16. INSERCIÓN PUBLICITARIA S/EXPLOTACION BARRAS PALAU FESTA EN DIARIO MEDITERRÁNEO.,08/11/2016,"179,08 €",1,92070,22602
2016.0005300,PROMOCIONES Y EDICIONES CULTURALES SA,15/09/16. INSERCIÓN PUBLICITARIA S/SETMANA MOBILITAT-ECO RALLYE EN DIARIO MEDITERRÁNEO.,08/11/2016,"1.210,59 €",1,92070,22602
2016.0005305,PROMOCIONES Y EDICIONES CULTURALES SA,30/09/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA SENTIM ELS PARCS EN DIARIO MEDITERRÁNEO.,16/11/2016,"4.896,87 €",1,92070,22602
2016.0005306,PROMOCIONES Y EDICIONES CULTURALES SA,26/09/16. INSERCIÓN PUBLICITARIA S/CERSAIE EN DIARIO MEDITERRÁNEO.,08/11/2016,"1.210,59 €",1,92070,22602
2016.0005307,PROMOCIONES Y EDICIONES CULTURALES SA,22/09/16. INSERCIÓN PUBLICITARIA S/SETMANA MOBILITAT EN DIARIO MEDITERRÁNEO.,08/11/2016,"3.711,68 €",1,92070,22602
2016.0005364,TV CS RETRANSMISIONES SL,30/09/16. RETRANSMISIÓN IMPOSICIÓN DE BANDAS REINAS 2017,08/11/2016,"4.235,00 €",1,92070,22602
2016.0005365,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,04/10/16. IMPRESIÓN CARTELERÍA CON MOTIVO DE LA FESTIVIDAD DEL 9 D'OCTUBRE,08/11/2016,"242,00 €",1,92070,22602
2016.0005470,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 24 AL 30/09/16. REPORTAJES FOTOGRÁFICOS ACTOS PROTOCOLARIOS.,12/12/2016,"217,80 €",1,92070,22602
2016.0005471,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 26/07 AL 06/08/16. REPORTAJES FOTOGRÁFICOS ACTOS PROTOCOLARIOS.,08/11/2016,"254,10 €",1,92070,22602
2016.0005515,EDITORIAL PRENSA VALENCIANA SA,06/09/16. INSERCIÓN PUBLICITARIA S/ANIVERSARIO FUNDACIÓN VILA DE CASTELLO EN DIARIO LEVANTE.,08/11/2016,"696,96 €",1,92070,22602
2016.0005516,EDITORIAL PRENSA VALENCIANA SA,26/09/16. INSERCIÓN PUBLICITARIA S/CERSAIE EN DIARIO LEVANTE.,08/11/2016,"756,25 €",1,92070,22602
2016.0005609,"IDEA PUBLICIDAD CASTELLON, S.L",DEL 4 AL 11/10/16. BANNER PUBLICITARIO S/CAMPAÑA 9 D'OCTUBRE EN VIVECASTELLON.COM.,08/11/2016,"363,00 €",1,92070,22602
2016.0005610,"IDEA PUBLICIDAD CASTELLON, S.L",DEL 7 AL 16/10/16. BANNER PUBLICITARIO S/MOSTRA D'ARTS ESCÈNIQUES EN VIVECASTELLON.COM.,08/11/2016,"484,00 €",1,92070,22602
2016.0005617,COPE- RADIO POPULAR SA,SEPTIEMBRE/16. CUÑAS PUBLICITARIAS S/CAMPAÑAS AYUNTAMIENTO DE CASTELLÓN EN CADENA 100.,08/11/2016,"726,00 €",1,92070,22602
2016.0005618,COPE- RADIO POPULAR SA,SEPTIEMBRE/16. CUÑAS PUBLICITARIAS S/CAMPAÑA LA MAÑANA EN....CASTELLON.,08/11/2016,"1.210,00 €",1,92070,22602
2016.0005637,"DIARIO DIGITAL DE CASTELLON, S.L.",17/10/16. BANNER PUBLICITARIO S/MOSTRA D'ARTS ESCÉNIQUES.,08/11/2016,"363,00 €",1,92070,22602
2016.0005651,EDITORIAL DIGITAL 2014 SLU,19/10/16. INSERCIÓN PUBLICITARIA S/MOSTRA D'ARTS ESCÈNIQUES EN ELPERIODIC.COM,08/11/2016,"484,00 €",1,92070,22602
2016.0005782,RADIO CASTELLON SA,SEPTIEMBRE/16. CUÑAS PUBLICITARIAS S/AGENDA CULTURAL.,15/11/2016,"2.439,36 €",1,92070,22602
2016.0005783,RADIO CASTELLON SA,SEPTIEMBRE/16. CUÑAS PUBLICITARIAS S/ANIVERSARIO DE LA CIUDAD.,08/11/2016,"2.527,02 €",1,92070,22602
2016.0005784,RADIO CASTELLON SA,SEPTIEMBRE/16. CUÑAS PUBLICITARIAS S/SEMANA DE LA MOBILIDAD EN CADENA SER.,16/11/2016,"2.678,03 €",1,92070,22602
2016.0005794,EDITORIAL PRENSA VALENCIANA SA,05/07/16. INSERCIÓN PUBLICITARIA S/ANIVERSARIO CASTELLON EN DIARIO LEVANTE.,12/12/2016,"3.630,00 €",1,92070,22602
2016.0013215,MEDIOS DE AZAHAR SA,31/10/16. INSERCIÓN PUBLICITARIA S/ACTOS DIA COMUNIDAD,20/12/2016,"771,38 €",1,92070,22602
2016.0013280,MEDIOS DE AZAHAR SA,OCTUBRE/16. INSERCIÓN PUBLICITARIA S/ACTIVIDADES AYUNTAMIENTO EN DIARIO EL MUNDO.,20/12/2016,"2.320,78 €",1,92070,22602
2016.0013304,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,07/11/16. BANNER PUBLICITARIO S/CAMPAÑA CASTELLOOH! EN WWW.LAPLANAALDIA.COM.,05/12/2016,"363,00 €",1,92070,22602
2016.0013305,PROMOCIONES Y EDICIONES CULTURALES SA,OCTUBRE/16. INSERCIÓN PUBLICITARIA S/RESTAURACION SERVICIO DE AUTOBUS EN ELPERIODICO.COM.,20/12/2016,"3.049,20 €",1,92070,22602
2016.0013306,PROMOCIONES Y EDICIONES CULTURALES SA,26/10/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA ATLETISMO EN DIARIO MEDITERRÁNEO.,20/12/2016,"2.501,07 €",1,92070,22602
2016.0013307,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 25 AL 31/10/16. INSERCIÓN PUBLICITARIA S/REESTRUCTURACION SERVICIO DE AUTOBUS EN DIARIO MEDITERRÁNEO.,22/12/2016,"7.503,21 €",1,92070,22602
2016.0013308,PROMOCIONES Y EDICIONES CULTURALES SA,OCTUBRE/16. INSERCIÓN PUBLICITARIA S/AGENDA CULTURAL EN DIARIO MEDITERRÁNEO.,20/12/2016,"4.840,00 €",1,92070,22602
2016.0013309,PROMOCIONES Y EDICIONES CULTURALES SA,08/10/16. INSERCIÓN PUBLICITARIA S/ CELEBRACIÓN ACTOS 9 OCTUBRE EN DIARIO MEDITERRÁNEO.,20/12/2016,"3.107,28 €",1,92070,22602
2016.0013338,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,OCTUBRE/16. REPORTAJES FOTOGRÁFICOS ACTOS PROTOCOLARIOS.,05/12/2016,"762,30 €",1,92070,22602
2016.0013436,ASOCIACION PARA EL DESARROLLO DE LA COMUNICACION,03/11/16. ORGANIZACION DE LOS PREMIOS RAFAEL LOPEZ LITA 2016,20/12/2016,"726,00 €",1,92070,22602
2016.0013451,"DIARIO DIGITAL DE CASTELLON, S.L.",06/11/16. BANNER PUBLICITARIO PARA PROMOCIONAR LA REESTRUCTURACIÓN DE LAS LINEAS DE AUTOBUSES EN CASTELLÓN.,20/12/2016,"500,00 €",1,92070,22602
2016.0013459,"MOTORPRESS RODALE, S.L",31/10/16. INSERCIÓN PUBLICITARIA S/RUNNER'S WORLD.,20/12/2016,"665,50 €",1,92070,22602
2016.0013471,"IDEA PUBLICIDAD CASTELLON, S.L",20/10/16. BANNER PUBLICITARIO S/CAMPAÑA ESTRUCTURACIÓN LINEAS AUTOBUS EN VIVECASTELLON.COM,20/12/2016,"500,00 €",1,92070,22602
2016.0013585,EDITORIAL PRENSA VALENCIANA SA,07/10/16. INSERCIÓN PUBLICITARIA S/AGENDA CULTURAL EN  DIARIO LEVANTE.  S/DEC 23/11/2016.,22/12/2016,"605,00 €",1,92070,22602
2016.0013586,EDITORIAL PRENSA VALENCIANA SA,14/10/16. INSERCIÓN PUBLICITARIA S/AGENDA CULTURAL EN DIARIO LEVANTE.,22/12/2016,"605,00 €",1,92070,22602
2016.0013587,EDITORIAL PRENSA VALENCIANA SA,21/10/16. INSERCIÓN PUBLICITARIA S/AGENDA CULTURAL EN DIARIO LEVANTE.,22/12/2016,"605,00 €",1,92070,22602
2016.0013588,EDITORIAL PRENSA VALENCIANA SA,28/10/16. INSERCIÓN PUBLICITARIA S/AGENDA CULTURAL EN DIARIO LEVANTE.,22/12/2016,"605,00 €",1,92070,22602
2016.0013589,EDITORIAL PRENSA VALENCIANA SA,31/10/16. INSERCIÓN PUBLICITARIA S/RESSETRUCTURACION SERVICIO AUTOBUSES EN DIARIO LEVANTE.,29/12/2016,"1.559,45 €",1,92070,22602
2016.0013590,EDITORIAL PRENSA VALENCIANA SA,09/10/16. INSERCIÓN PUBLICITARIA S/FESTIVIDAD DEL 9 DE OCTUBRE EN DIARIO LEVANTE.,22/12/2016,"726,00 €",1,92070,22602
2016.0013667,RADIO CASTELLON SA,"DEL 11 AL 13/11/16. CUÑAS PUBLICITARIAS S/CAMPAÑA MUJER, ENERGÍA Y DEPORTE EN CADENA SER.",22/12/2016,"3.047,69 €",1,92070,22602
2016.0013668,RADIO CASTELLON SA,14/11/16. CUÑAS PUBLICITARIAS S/AMPLIACIÓN MEJORAS LÍNEAS BUS EN CADENA SER.,22/12/2016,"2.924,80 €",1,92070,22602
2016.0013669,RADIO CASTELLON SA,14/11/16. CUÑAS PUBLICITARIAS S/CAMPAÑA COSA DE DOS EN CADENA SER.,29/12/2016,"3.444,87 €",5,31100,226021
2016.0013670,RADIO CASTELLON SA,14/11/16. CUÑAS PUBLICITARIAS S/AGENDA CULTURAL AYUNTAMIENTO EN CADENA SER.,20/12/2016,"1.951,49 €",1,92070,22602
2016.0013671,RADIO CASTELLON SA,DEL 24 AL 31/10/16. CUÑAS PUBLICITARIAS S/MEJORAS LÍNEAS DE BUS EN CADENA SER.,22/12/2016,"2.924,80 €",1,92070,22602
2016.0013672,RADIO CASTELLON SA,DEL 6 AL 9/10/16. CUÑAS PUBLICITARIAS S/FESTIVIDAD 9 D'OCTUBRE Y MEJORAS LÍNEAS BUS EN CADENA SER.,29/12/2016,"2.978,87 €",1,92070,22602
2016.0013673,RADIO CASTELLON SA,OCTUBRE/16. CUÑAS PUBLICITARIAS S/AGENDA AYUNTAMIENTO DE CASTELLÓN EN CADENA SER. S/DEC 23/03/2016.,20/12/2016,"1.951,49 €",1,92070,22602
2016.0013675,"GESTION DE MEDIOS DE COMUNICACION DE CASTELLON, S.L.",14/11/16. REVISTA MODIFICACIÓN,22/12/2016,"1.815,00 €",1,92070,22602
2016.0013676,"GESTION DE MEDIOS DE COMUNICACION DE CASTELLON, S.L.",14/11/16. WEB RADIO CASTELLON.,22/12/2016,"803,44 €",1,92070,22602
2016.0013677,"GESTION DE MEDIOS DE COMUNICACION DE CASTELLON, S.L.",14/11/16. ANUAL CONTRAPORTADA,22/12/2016,"1.815,00 €",1,92070,22602
2016.0013678,"GESTION DE MEDIOS DE COMUNICACION DE CASTELLON, S.L.",30/10/16. ANUAL CONTRAPORTADA,22/12/2016,"1.815,00 €",1,92070,22602
2016.0013684,COPE- RADIO POPULAR SA,31/10/16. CUÑAS PUBLICITARIAS EN LA MAÑANA EN....CASTELLON,29/12/2016,"968,00 €",1,92070,22602
2016.0013685,COPE- RADIO POPULAR SA,31/10/16. CUÑAS PUBLICITARIAS PARA DIFUNDIR ACTOS CELEBRACIÓN DEL 9 DE OCTUBRE.,29/12/2016,"1.210,00 €",1,92070,22602
2016.0013713,EDITORIAL DIGITAL 2014 SLU,23/11/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA FIRA DE LA TARONJA EN ELPERIODIC.COM.,29/12/2016,"1.210,00 €",1,92070,22602
2016.0013714,EDITORIAL DIGITAL 2014 SLU,23/11/16. INSERCIÓN PUBLICITARIA S/REUNIONES PARTICIPACIÓN CIUDADANA EN PLAN GENERAL EN ELPERIODIC.COM.,22/12/2016,"1.210,00 €",5,15111,22602
2016.0013732,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,17/11/16. DISEÑO Y MAQUETACIÓN GUIA PROCEDIMIENTOS,22/12/2016,"665,50 €",1,92070,22602
2016.0013741,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"20/11/16. CAMPAÑA PRESENTACIÓN ""PLAN GENERAL"".",22/12/2016,"4.210,80 €",5,15111,22602
2016.0013742,"FOTO VIDEO LLEDO, S.L.",21/09/16. REPUESTOS FOTOGRÁFICOS PARA GABINETE DE PRENSA.,22/12/2016,"1.239,00 €",1,92070,221990
2016.0013751,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"21/11/16. DISEÑO, IMPRESIÓN Y MATERIAL PARA CAMAPÑA ""AULA DIDÁCTICA PLAN URBANISMO"".",22/12/2016,"3.751,00 €",5,15111,226990
2016.0013758,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,16/11/16. GRABACIÓN Y EDICIÓN VIDEO PLAYAS DE CASTELLÓN.,22/12/2016,"1.512,50 €",1,92070,22602
2016.0013777,"SOLUCIONES CUATROOCHENTA, S.L.",24/11/16. AUDITORÍA DE MEDIOS DIGITALES DE CASTELLÓN,22/12/2016,"4.356,00 €",1,92070,22602
2016.0013808,"FLORE, ADELA MARIA",22/11/16. DISEÑO E IMPRESIÓN ROLL UP DE URBANISMO.,29/12/2016,"290,40 €",5,15111,22602
2016.0013831,"AND MAGAZINE, S.L",22/11/16. INSERCIÓN PUBLICITARIA.,22/12/2016,"726,00 €",5,15112,22602
2016.0013836,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/CAMPAÑA PARTICIPACIÓN CIUDADANA EN EL PLAN GENERAL DE ORDENACIÓN URBANA EN ONDA CERO.,22/12/2016,"1.749,96 €",5,15111,22602
2016.0013837,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/CAMPAÑA PARTICIPACIÓN CIUDADANA EN CASTELLON CV.,29/12/2016,"1.749,96 €",1,92070,22602
2016.0013838,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/PROGRAMA ESPECIAL COMERCIO EN CASTELLON CV,20/12/2016,"2.178,00 €",1,92070,22602
2016.0013839,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/CAMPAÑA PROGRAMA ESPECIAL SEGURIDAD CIUDADANA EN CASTELLON CV,20/12/2016,"2.178,00 €",1,92070,22602
2016.0013840,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/PROGRAMA ESPECIAL MEDIOAMBIENTE EN CASTELLON CV,20/12/2016,"2.178,00 €",1,92070,22602
2016.0013841,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/PROGRAMA ESPECIAL VIOLENCIA MACHISTA EN CASTELLON CV.,20/12/2016,"2.178,00 €",1,92070,22602
2016.0013842,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/PROGRAMA ESPECIAL DEPORTES EN CASTELLON CV.,20/12/2016,"2.178,00 €",1,92070,22602
2016.0013843,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/CAMPAÑA FIESTA DE LA TARONJA EN CASTELLON EFM,29/12/2016,"1.749,96 €",5,17000,22602
2016.0013844,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/CAMPAÑA FIESTA DE LA TARONJA EN CASTELLON CV.,29/12/2016,"1.749,96 €",5,17000,22602
2016.0013845,UNIPREX SAU, 24/11/16. CUÑAS PUBLICITARIAS S/CAMPAÑA CULTURAL TEATRO MUT EN CASTELLON EFM.,29/12/2016,"974,05 €",1,92070,22602
2016.0013846,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/CAMPAÑA CULTURAL  TEATRO MUT EN CASTELLON CV.,29/12/2016,"1.025,95 €",1,92070,22602
2016.0013847,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/CAMPAÑA INFORMACIÓN TRANSPORTE EN CASTELLON EFM.,29/12/2016,"3.000,00 €",1,92070,22602
2016.0013848,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/PROGRAMA REGIONAL,29/12/2016,"3.025,00 €",1,92070,22602
2016.0013850,UNIPREX SAU,24/11/16. CUÑAS PUBLICITARIAS S/AGENDA MUNICIPAL EN CASTELLON C.V.,29/12/2016,"1.127,72 €",1,92070,22602
2016.0013870,EUROPROSER SERVICIOS AUXILIARES SL,20/11/16. SERVICIO CONSERJERÍA POR LIMPIEZA EN PALAU DE LA FESTA EN HORARIO EXTRAORDINARIO CELEBRACIÓN DEL EVENTO COCEMFE.,29/12/2016,"82,28 €",5,92031,227000
2016.0013879,MEDIOS DE AZAHAR SA,DEL 4 AL 25/11/16. INSERCIÓN PUBLICITARIA S/ACTIVIDADES AYUNTAMIENTO EN DIARIO EL MUNDO.,29/12/2016,"2.320,78 €",1,92070,22602
2016.0013881,MEDIOS DE AZAHAR SA,14/11/16. INSERCIÓN PUBLICITARIA S/REESTRUCTURACION SERVICIO DE AUTOBUS EN DIARIO EL MUNDO.,29/12/2016,"1.409,05 €",1,92070,22602
2016.0013883,MEDIOS DE AZAHAR SA,25/11/16. INSERCIÓN PUBLICITARIA S/DIFUSION PLAN GENERAL EN DIARIO EL MUNDO.,29/12/2016,"1.409,05 €",5,15111,22602
2016.0013884,MEDIOS DE AZAHAR SA,18/11/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA FIRA TARONJA EN DIARIO EL MUNDO,29/12/2016,"1.409,05 €",1,92070,22602
2016.0013896,TEKNOMEDIA CB,09/11/16. ALQUILER E INSTALACIÓN MICROFONO Y PROYECCIÓN DEL PROYECTO URBANISTICO CASTELLON.,29/12/2016,"4.011,15 €",5,15111,22602
2016.0013925,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 1 AL 26/11/16. REPORTAJES FOTOGRÁFICOS ACTOS PROTOCOLARIOS.,22/12/2016,"435,60 €",1,92070,22602
2016.0013968,SPY CENTER SLL,29/11/16. SUMINISTRO GRABADORA DIGITAL PARA POLICIA LOCAL,29/12/2016,"199,55 €",5,13230,221990
2016.0013990,PROMOCIONES Y EDICIONES CULTURALES SA,9 Y 23/11/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA CASTELLON-ATLETISMO EN DIARIO MEDITERRÁNEO,29/12/2016,"5.002,14 €",1,92070,22602
2016.0013991,PROMOCIONES Y EDICIONES CULTURALES SA,30/11/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA MERCADO MEDIEVAL EN DIARIO MEDITERRÁNEO,29/12/2016,"2.417,58 €",1,92070,22602
2016.0013992,PROMOCIONES Y EDICIONES CULTURALES SA,10 Y 14/11/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA TRANSPORTE EN DIARIO MEDITERRÁNEO.,29/12/2016,"4.997,30 €",1,92070,22602
2016.0013993,PROMOCIONES Y EDICIONES CULTURALES SA,04/11/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA SENTIM ELS PARCS EN DIARIO MEDITERRÁNEO.,29/12/2016,"4.896,87 €",1,92070,22602
2016.0013994,PROMOCIONES Y EDICIONES CULTURALES SA,NOVIEMBRE/16. INSERCIÓN PUBLICITARIA S/AGENDA CULTURAL EN DIARIO MEDITERRÁNEO.,29/12/2016,"4.840,00 €",1,92070,22602
2016.0013995,PROMOCIONES Y EDICIONES CULTURALES SA,08/11/16. INSERCIÓN PUBLICITARIA S/MODIFICACIONES ORDENANZAS FISCALES AÑO 2017 EN DIARIO MEDITERRÁNEO.,29/12/2016,"1.074,48 €",1,92070,22602
2016.0014000,PROMOCIONES Y EDICIONES CULTURALES SA,30/11/16. INSERCIÓN PUBLICITARIA S/DIFUSION CARRERAS POPULARES EN DIARIO MEDITERRÁNEO.,29/12/2016,"4.997,30 €",1,92070,22602
2016.0014001,PROMOCIONES Y EDICIONES CULTURALES SA,13/11/16. INSERCIÓN PUBLICITARIA S/JORNADA SALUD COMIENZA EN TI EN DIARIO MEDITERRÁNEO.,29/12/2016,"2.916,71 €",1,92070,22602
2016.0014002,PROMOCIONES Y EDICIONES CULTURALES SA,15/11/16. INSERCIÓN PUBLICITARIA S/JORANDAS PRESUPUESTOS PARCITICIPATIVOS EN DIARIO MEDITERRÁNEO.,29/12/2016,"2.417,58 €",1,92070,22602
2016.0014003,PROMOCIONES Y EDICIONES CULTURALES SA,"11 Y 12/11/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA MUJER, ENERGIA Y DEPORTE EN DIARIO MEDITERRÁNEO.",29/12/2016,"4.997,30 €",1,92070,22602
2016.0014004,PROMOCIONES Y EDICIONES CULTURALES SA,16/11/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA CASTELLO + SOSTENIBLE EN DIARIO MEDITERRÁNEO,29/12/2016,"4.896,87 €",5,17000,22602
2016.0014005,PROMOCIONES Y EDICIONES CULTURALES SA,17 Y 18/11/16. INSERCIÓN PUBLICITARIA S/CAMAPAÑA CULTURAL FESTIVAL MUT,29/12/2016,"4.997,30 €",1,92070,22602
2016.0014006,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 19 AL 27/11/16. INSERCIÓN PUBLICITARIA S/CAMPAÑA FERIA NARANJA EN DIARIO MEDITERRÁNEO.,22/12/2016,"11.666,82 €",1,92070,22602
2016.0014007,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 21 AL 28/11/16. INSERCIÓN PUBLICITARIA S/MANTENIMIENTO CIUDAD EN DIARIO MEDITERRÁNEO,29/12/2016,"14.690,61 €",1,92070,22602
2016.0014008,PROMOCIONES Y EDICIONES CULTURALES SA,"27/11/16. INSERCIÓN PUBLICITARIA S/GUIA CONSUMO RESPONSABLE EN DIARIO MEDITERRÁNEO, DEC. 23/11/16",29/12/2016,"571,73 €",4,49320,227061
2016.0014010,UNIPREX SAU, 30/09/15. CUÑAS PUBLICITARIAS S/SEMANA MOVILIDAD EN CASTELLON CV.,22/12/2016,"800,00 €",1,92070,22602
2016.0014011,PROMOCIONES Y EDICIONES CULTURALES SA,30/11/16. INSERCIÓN PUBLICITARIA S/SERVICIO MANTENIMIENTO EN DIARIO MEDITERRÁNEO.,29/12/2016,"3.267,00 €",1,92070,22602
