Número registro,Nombre tercero,Descripción,Fecha contable,Importe factura,Orgánica,Programa,Económica
2018.0002202,"SAGALS,CB",25/03/18. TALLER LUDICO-CIENTIFICOS CELEBRADO EN EL PLANETARIO,31/05/18,"195,00 €",4,33300,22609
2018.0001590,AMBULANCIAS CSA SL,"25/03/2018.SERVICIO AMBULANCIA Y PERSONAL ENFERMERÍA CON MOTIVO DE LA CELEBRACIÓN DE LA ""CURSA DE LA DONA""",26/04/18,"379,32 €",5,13500,227991
2018.0002278,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"25/04/18. ACTUACIÓN DE MARÍA IGUAL TRÍO DENTRO DE LA CAMPAÑA ""LOS LUNES CONCIERTO"".",31/05/18,"665,50 €",4,33400,226090
2018.0002871,BUREAU VERITAS IBERIA SL,25/04/18. AUDITORÍAS DE CERTIFICACIÓN ISO 9001:2015 INTERVENCIÓN.,18/06/18,"907,50 €",3,92056,227061
2018.0002367,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"25/04/18. CREATIVIDAD CAMPAÑA Y VIDEO AUDIOVISULA DEL PROYECTO ""TOPÒNIM CASTELLÓ"".",09/06/18,"5.566,00 €",3,33410,22699
2018.0002280,IMPRENTA ROSELL SL,"25/04/18. EDICION DEL LIBRO ""ENTRE LA MARSELLESA I LA INTERNACIONAL"" - 34º PREMIO CIUDAD DE CASTELLON DE HUMANIDADES.",31/05/18,"3.224,00 €",4,33400,227063
2018.0002368,INNOVACIO DIGITAL CASTELLO SL,"25/04/18. EDICION DEL LIBRO ""LA FESTA GROSSA DE LA PROCESSO DEL CORPUS CHRISTI"" - PREMIO VICENT PAU SERRA I FORTUÑO DE INVESTIGACION SOBRE EL PATRIMONIO ETNOGRAFICO DE CASTELLON.",31/05/18,"2.314,40 €",4,33400,227063
2018.0002364,INNOVACIO DIGITAL CASTELLO SL,"25/04/18. EDICION E IMPRESIÓN DEL LIBRO ""L'ARNAU TE UN PESOL A LA PANXA"" - 28º PREMIO DE LITERATURA INFANTIL ILUSTRADA TOMBATOSSALS.",31/05/18,"2.917,20 €",4,33400,227063
2018.0002372,CASTELLANO ACTIVA SL,"25/04/18. INSPECCIÓN TÉCNICA VEHICULOS MATRICULAS (CS-3681-W, CS-8979-U) DE BRIGADAS.",09/06/18,"172,13 €",5,92040,21400
2018.0002365,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,25/04/18. MAQUETACIÓN Y DIPTICOS CAMPAÑAS PARTICIPACIÓN CIUDADANA.,09/06/18,"108,90 €",3,92400,226991
2018.0002402,QUIMICA INDUSTRIAL MEDITERRANEA SLU,25/04/18. MATERIAL PARA SU USO POR BRIGADAS.,09/06/18,"3.639,92 €",5,15350,221990
2018.0002925,DRAGER SAFETY HISPANIA SA,25/05/18. REVISIONES DRUGTEST Y ALCOHOLEMIA DE POLICIA LOCAL.,22/06/18,"244,66 €",5,13250,21300
2018.0001537,AUTOCAS SAU,25/09/17. REPUESTOS PARA EL VEHICULO MATRICULA (CS-1551-AM) PARA TALLER MECANICO.,21/06/18,"8,47 €",5,15350,221990
2018.0001033,BRILLANT BLUE SL,"25/11/17. MATERIAL PARA LA REALIZACIÓN DE LA EXPOSICIÓN DE ""MATALÀS""",26/04/18,"536,01 €",4,33400,227061
2018.0000909,LEVANTE ESPECTACULOS SL,26/01/18. ALQUILER Y TRANSPORTE DE 100 SILLAS Y 20 MESAS PARA ACTO DE BOMBEROS.,16/03/18,"181,50 €",5,13600,20500
2018.0000640,ADHESIUS CASTELLO SL,26/01/18. IMPRESIÓN CARTELES Y VINILOS PARA SU USO EN LA EXPOSICION 7º CONVOCATORIA BEQUES HABITAT ARTISTIC.,11/03/18,"308,66 €",4,33400,227061
2018.0001143,VETERINARIA MARTA MARTIN SLP,26/01/18. MEDICAMENTOS Y SUMINISTRO DE PIENSO PARA EL CAN DE LA POLICIA LOCAL.,29/03/18,"83,12 €",5,13230,221990
2018.0000859,FLORENTINO BARRACHINA SL,26/01/18. REPARACIÓN VEHICULO MATRICULA CS-4750-AN DE BRIGADAS.,16/03/18,"471,10 €",5,92040,21400
2018.0000769,SUVIMA SA,26/01/18. REPUESTOS VEHICULOS PARA TALLER MECANICO.,16/03/18,"166,11 €",5,15350,221990
2018.0001066,AMBULANCIAS CSA SL,26/02 Y 27/02/18. GALA DEL DEPORTE Y CASTELLONADA,29/03/18,"360,40 €",5,13500,227991
2018.0001376,ASOCIACION PARA EL ESTUDIO CULTURA CATARA,"26/02/18. ACTUACIÓN DEL GRUPO ""AMOR FINO"" DENTRO DE LA CAMPAÑA LOS LUNES CONCIERTO.",15/04/18,"907,50 €",4,33400,226090
2018.0002175,MARCAPRINT INNOVA SL,"26/02/18. IMPRESIÓN LONA, CARTELERIA, PEGATINAS CON MOTIVO DE LA CELEBRACIÓN DEL  DIA INTERNACIONAL DE LA MUJER.",15/05/18,"1.627,45 €",5,23102,226992
2018.0001097,CASTELLANO ACTIVA SL,26/02/18. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-7431-AG DE BRIGADAS.,29/03/18,"34,04 €",5,92040,21400
2018.0001715,FULVIO NAVARRO E HIJOS SL,"26/02/18. MATERIAL DE OFICINA PARA LOS ALUMNOS DEL PROYECTO ET-FORMEM, PARA LA CORRECTA IMPARTICION DE LAS CLASES TANTO TEORICAS COMO PRACTICAS. DEC 15/02/2018",20/04/18,"442,82 €",4,24123,22000
2018.0002256,VETERINARIA MARTA MARTIN SLP,26/02/18. MEDICAMENTOS PARA EL CAN DE LA POLICIA LOCAL.,15/05/18,"22,00 €",5,13230,226991
2018.0000960,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"26/02/18. REALIZACIÓN VÍDEO PROMOCIONAL CAMPAÑA ""DECIDIM CASTELLÓ""",15/04/18,"2.420,00 €",3,92056,22602
2018.0001593,GRABADOS MOLINA 99 SL,26/02/18. SUMINISTRO DE PLACAS METACRILATO JUBILACION BOMBEROS,06/05/18,"264,17 €",5,13600,226990
2018.0000958,"ABUC MANAGEMENT, S.L.",26/02/18. VERIFICACIÓN PERIODICA ETILOMETRO POLICIA LOCAL.,29/03/18,"621,59 €",5,13250,21300
2018.0001245,ITINERANTUR-RUTAS CULTURA NATURA SL,26/02/18. VISITAS EDUCATIVAS A LA MARJAL DE CASTELLÓN.,20/04/18,"1.975,00 €",5,17000,226990
2018.0001547,PLACIDO GOMEZ SL,"26/03/18. ADQUISICION DE 21 EJEMPLARES ""QUERIDA LJEAWELE. COMO EDUCAR EN EL FEMINISMO"" PARA LA CELEBRACIÓN DE UN CLUB DE LECTURA PARA MUJERES EN ESPACIOS DE LECTURA.",09/06/18,"41,30 €",4,33210,220012
2018.0001597,TELECSO SL,"26/03/18. MONTAJE CUADROS DE LUZ PARA CAMPAÑA ""DIA INTERNACIONAL DE LAS MUJERES"".",31/05/18,"110,74 €",5,23102,226992
2018.0001800,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"26/03/18. RECITAL DE PIANO DENTRO DE LA CAMPAÑA ""LOS LUNES CONCIERTO"".",31/05/18,"684,91 €",4,33400,226090
2018.0002062,INDUSTRIAL AUTO PITARCH SL,26/03/18. REPUESTOS VEHICULOS PARA TALLER MECANICO.,09/06/18,"10,32 €",5,15350,221990
2018.0001717,"PAMIMAR, S.L.","26/03/18. SERVICIO DE MEGAFONIA PARA LA CURSA DE LES DONES, CARRERA NO COMPETITIVA PARA LA IGUALDAD DE OPORTUNIDADES DE MUJERES Y HOMBRES.",31/05/18,"393,25 €",5,23102,226992
2018.0001787,TALLERES AGROXIMO SL,"26/03/18. TRABAJOS DE REPARACION Y CONSERVACION DIVERSOS DE LA MAQUINARIA ADSCRITA AL NEGOCIADO DE GESTION MEDIOAMBIENAL (TRACTOR, MAQUINAS DESBROZADORAS, MOTOSIERRAS,ETC).",09/06/18,"3.055,77 €",5,17000,21300
2018.0002290,OZONA CONSULTING SL,26/04/18. ADQUISICIÓN DE 44 LICENCIAS DE CITRIX,09/06/18,"5.962,88 €",3,92053,64100
2018.0002423,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,26/04/18. MAQUETACIÓN E IMPRESIÓN PROGRAMAS DE MANO CAMPAÑA LOS LUNES CONCIERTO.,31/05/18,"363,00 €",4,33400,226090
2018.0002330,PLACIDO GOMEZ SL,26/04/18. PREMIOS CON MOTIVO DEL CONCURSO DE DIBUJO VEN A PINTAR A LLEDO.,09/06/18,"760,00 €",4,32000,48101
2018.0002771,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"26/04/18. REALIZACIÓN ""ANIMACONTES"" DENTRO DE LA CAMPAÑA DE ANIMACION A LA LECTURA EN LAS BIBLIOTECAS Y ESPAIS DE LECTURA PUBLICS MUNICIPALS 2018.",18/06/18,"132,00 €",4,33210,226990
2018.0002612,SOCIEDAD ANONIMA DE TRACCION,26/04/18. REPUESTOS VEHICULOS PARA TALLER MECANICO.,09/06/18,"59,90 €",5,15350,221990
2018.0002880,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,26/04/18. SERVICIO DE IMPARTICION DE UN CURSO DE PODA DE ARBOLES Y PALMERAS PARA LOS ALUMNOS DEL MODULO DE JARDINERIA DE T'AVALEM CASTELLO ENCLAU JOVE - APORTACION MUNICIPA S/DEC 25/04/2018,12/06/18,"1.200,00 €",4,24120,22799
2018.0002701,"ENVIDEA MULTIMEDIA, S.L.",26/04/18. SERVICIO DE PRODUCCIÓN LIVE DEL PLENO,09/06/18,"484,00 €",3,92053,227060
2018.0002915,TEKNOMEDIA CB,26/04/18. SONIDO E ILUMINACIÓN CON MOTIVO DE LA CELEBRACIÓN DE LA GALA PREMIS DE LA MAR 2018.,18/06/18,"580,80 €",4,33400,226990
2018.0002773,"CONTENEDORES RENAU, S.L.",26/04/18.SUMINISTRO CONTENEDOR 35 M3. PARA RESIDUOS DE NEUMÁTICOS EN DEPENDENCIAS DEL ANTIGUO REGIMIENTO TETUAN XIV .,09/06/18,"4.416,50 €",5,92031,62300
2018.0002926,GRUPO MAESTRAT CARPAS ESPECTACULOS Y EVENTOS SL,26/05/18. ADQUISICION DE 9 CARPAS DE ALUMINIO PARA LA REALIZACION DE ACTIVIDADES DE CARACTER SOCIAL Y DE SOLIDARIDAD. DEC 2/05/2018,12/06/18,"6.158,90 €",5,23106,22199
2018.0000367,"ENVIDEA MULTIMEDIA, S.L.",26/10/17. SERVICIO PRODUCCION LIVE STREAM PLENO  AYUNTAMIENTO,26/04/18,"484,00 €",3,92053,227060
2018.0000012,INSTITUTO VALENCIANO DE FINANZAS,26/12/17. 2 TARJETAS CERTIFICADO EMPLEADO PÚBLICO.,06/02/18,"49,32 €",3,92052,21610
2018.0000013,L'ORFEU MUSICAL,26/12/17. CONCIERTO DENTRO DEL IV FESTIVAL INTERNACIONAL DE MUSICA DE CÁMARA DE CASTELLON CELEBRADO EN EL TEATRO DEL RAVAL.,06/02/18,"1.700,00 €",4,33400,226090
2018.0000335,HIERROS Y METALES CASTELLON SL,26/12/17. MATERIAL PARA SU USO POR BRIGADAS.,26/02/18,"315,81 €",5,15350,221990
2018.0000360,"DASSEGUR SEGURIDAD, S.L",26/12/17. SERVICIO DE VIGILANCIA Y CONSERJERIA EN EL PALAU DE LA FESTA CON MOTIVO DE LA CELEBRACIÓN DE LA DOLSAINADAL 2017.,16/02/18,"87,42 €",5,92031,21200
2018.0002326,"BECSA, S.A.U.",26/4/18. SERVICIO DE REPAVIMENTACION DE CALZADAS DE VIAS PUBLICAS A CARGO DEL AYUNTAMIENTO DE CASTELLON DE LA PLANA. JGL 27/9/13 (FORMALIZADO 24/10/13) JGL 08/09/17. REVISION PRECIOS JGL 20/4/18 (DEL 25/10/16 HASTA NOV. 17),18/05/18,"19.335,66 €",5,15320,21000
2018.0002268,TEKNOSERVICE SL,"27 Y 28 FEBRERO 18. ARRENDAMIENTO INSTAL.Y MANT. 48 ORDENADORES PERSONALES Y MAT.PROYECCION AULA FORM.CTRO.SOCIAL GRAO, AULA FORM.INTERNA, BIBLIOTECAS Y SALAS LECTURA. DEC 27/11/17 (FORM.13/12/17) ACTA RECEP. 26/02/18.(1ª OP.CONTABLE S/ BASE 6ª)",15/05/18,"66,01 €",3,92053,20604
2018.0000686,ASOC CULTURAL AMIGOS DEL TEATRO,"27 Y 28/01/18. REPRESENTACIÓN TEATRAL ""LO QUE DEJA VER EL FICUS CUANDO SE PODA"" DENTRO DE LA CAMPAÑA CASTELLÓ A ESCENA.",11/03/18,"960,00 €",4,33400,226090
2018.0001987,PINTURAS ALFONSO CADROY SL,27 Y 28/03/18. MATERIAL DE PINTURA PARA SU USO POR BRIGADAS.,09/06/18,"417,70 €",5,15350,221990
2018.0000971,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"27/01/18. REALIZACIÓN CHARLA DIDÁCTICA ""METEORITOS"" CELEBRADA EN EL PLANETARIO.",16/03/18,"182,80 €",4,33300,22609
2018.0001274,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/02/18. ADQUISICIÓN UNIFORMIDAD DE GALA POLICIA LOCAL.,15/04/18,"688,49 €",5,13230,221041
2018.0001304,EDITORIAL PRENSA VALENCIANA SA,27/02/18. ANUNCIO S/AMPLIACIÓN DE HORARIO DURANTE EL PERIODO DE LAS FIESTAS PATRONALES DE LA MAGDALENA 2018 (CASTELLANO) EN DIARIO LEVANTE.,25/04/18,"392,04 €",1,92070,22602
2018.0001305,EDITORIAL PRENSA VALENCIANA SA,27/02/18. ANUNCIO S/AMPLIACIÓN DE HORARIO DURANTE EL PERIODO DE LAS FIESTAS PATRONALES DE LA MAGDALENA 2018 (VALENCIANO) EN DIARIO LEVANTE.,25/04/18,"392,04 €",1,92070,22602
2018.0001119,PROMOCIONES Y EDICIONES CULTURALES SA,27/02/18. ANUNCIO S/AMPLIACION HORARIO DURANTE LAS FIESTAS DE LA MAGDALENA EN DIARIO MEDITERRÁNEO.,25/04/18,"745,36 €",1,92070,22602
2018.0001118,PROMOCIONES Y EDICIONES CULTURALES SA,27/02/18. ANUNCIO S/MODIFICACIÓN HORARIO EXPOSICIÓN AL PUBLICO DEL PLAN GRAL DURANTE LAS FIESTAS DE LA MAGDALENA EN DIARIO MEDITERRÁNEO.,23/04/18,"745,36 €",1,92070,22602
2018.0001076,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"27/02/18. CREACIÓN, COORDINACIÓN Y DINAMIZACIÓN DEL FÓRUM VIRTUAL Y UNA FLASHMOB CAMPAÑA CASTELLONADA",15/04/18,"3.025,00 €",4,32000,226992
2018.0001526,SYCO CASTELLON SL,"27/02/18. MATERIAL ESCOLAR FUNGIBLE PARA REALIZACIÓN GAIATAS DENTRO DEL PROYECTO ""LA TAULA"" DE DINAMIZACIÓN COMUNITARIA.",20/04/18,"99,82 €",5,23110,226992
2018.0001450,"FLEXIBLES LA PLANA, S.L",27/02/18. MATERIAL PARA SU USO POR BRIGADAS.,25/04/18,"33,35 €",5,15350,221990
2018.0001231,QUIMICA INDUSTRIAL MEDITERRANEA SLU,27/02/18. MATERIAL PARA SU USO POR BRIGADAS.,20/04/18,"3.607,38 €",5,15350,221990
2018.0002257,VETERINARIA MARTA MARTIN SLP,27/02/18. MEDICAMENTOS PARA EL CAN DE LA POLICIA LOCAL.,15/05/18,"19,00 €",5,13230,226991
2018.0001581,"E3 SOLUCIONES ENERGETICAS INTEGRALES, S.L",27/02/18. MEDICIÓN Y CERTIFICADO ACÚSTICO CELEBRACIÓN ACTIVIDAD CASTELLONADA '18 CELEBRADA EN PLAZA HUERTO SOGUEROS.,25/04/18,"121,00 €",4,32000,226992
2018.0001458,SERVICIOS RAMBLA PARES SL,"27/02/18. MODIFICACIÓN CARTELES CAMPAÑA ""SENTIM ELS PARCS""",23/04/18,"99,22 €",4,33400,226090
2018.0001319,VICENTE MIRAVETE SL,27/02/18. SERVICIO CATERING JORNADA PRESENTACION PLAN ACCIONPROYECTO CS: CIUDAD AMIGABLES CON LAS PERSONAS MAYORES,15/04/18,"415,80 €",5,23105,226993
2018.0002043,ARGOT CULTURAL S L,"27/03/18. ADQUISICION DE EJEMPLARES DEL ENSAYO ""QUERIDA LJEAWELE. COMO EDUCAR EN EL FEMINISMO"" PARA LA CELEBRACIÓN DE UN CLUB DE LECTURA PARA MUJERES EN ESPACIOS DE LECTURA.",09/06/18,"35,11 €",4,33210,220012
2018.0001856,LLIBRERIA CASTELLO SL,"27/03/18. ADQUISICION DE EJEMPLARES DEL ENSAYO ""QUERIDA LJEAWELE. COMO EDUCAR EN EL FEMINISMO"" PARA LA CELEBRACION DE UN CLUB DE LECTURA PARA MUJERES EN LOS ESPACIOS DE LECTURA.",09/06/18,"35,11 €",4,33400,226090
2018.0001598,"TALLER GRÀFIC SARGANTANA, S.L.","27/03/18. IMPRESION DORSAL PECHO CAMISETAS CON MOTIVO DE LA CELEBRACIÓN DE LA ""CURSA DE LA DONA""",06/05/18,"1.280,18 €",5,23102,226992
2018.0001722,"INGENIO, GESTION Y TECNICA SL","27/03/18. REDACCIÓN DE UNA LA MEMORIA TÉCNICA DE MEJORA, MODERNIZACIÓN Y DOTACIÓN DE INFRAESTRUCTURAS DE LA ZONA INDUSTRIAL SITA POLÍGONO PULLMAN.",31/05/18,"4.598,00 €",5,15300,227060
2018.0001595,"BASE 10 INFORMATICA, S.L.",27/03/18. RENOVACIÓN LICENCIAS ADOBE,09/06/18,"2.904,90 €",3,92053,21610
2018.0002111,GARAJE CASTELLON SL,27/03/18. REPARACIÓN VEHICULO MATRICULA 3603-GPC DE BOMBEROS.,31/05/18,"2.674,61 €",5,13600,21400
2018.0002750,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/03/18. SUMINISTRO MATERIAL Y PIENSO PARA EL CAN DE LA POLICIA LOCAL.,09/06/18,"147,21 €",5,13230,226991
2018.0002836,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/03/18. SUMINISTRO PIENSO PARA EL CAN DE LA POLICIA LOCAL.,09/06/18,"84,28 €",5,13230,226991
2018.0001701,"INGENIERIA DE GESTION INDUSTRIAL, S.L.",27/03/18. VERIFICACION DE DOS SONOMETROS Y UN CALIBRADOR PARA MEDICIONES ACUSTICAS PARA DAR RESPUESTA A LAS RECLAMACIONES VECINALES VINCULADAS A MOLESTIAS POR RUIDOS GENERADOS POR LAS ACTIVIDADES.,31/05/18,"691,97 €",5,17210,21300
2018.0002176,"WEBPOINT SISTEMAS, SL","27/03/187. SUMINISTRO BANDERAS 5 UNIDADES MODELO CASTELLON , 4 UNIDADES MODELO COMUNIDAD VALENCIANA, 5 UNIDADES MODELO ESPAÑA PARA EDIFICIOS MUNICIPALES.",09/06/18,"948,64 €",3,92065,22199
2018.0002597,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"27/04/18. ACTUACIÓN SOPRANO SANDRA FERRÓ Y JAIME GIMENO DENTRO DE LA CAMPAÑA ""SONS DE PRIMAVERA""",09/06/18,"1.815,00 €",4,33400,226090
2018.0003079,ESCENOART CULTURA SLU,"27/04/18. DESARROLLO DE LA CAMPAÑA DE EDUCACION SOSTENIBLE EN COLEGIOS ""AIGUAJOCS, EL CICLO DEL AGUA"".",21/06/18,"3.950,00 €",5,17000,226993
2018.0002432,COMUNICA MES C.B.,"27/04/18. DISEÑO CARTEL ""HORTS A LA CIUTAT"" PARA LA PROMOCIÓN DE TALLERES Y CHARLAS EN LOS HUERTOS URBANOS.",09/06/18,"181,50 €",5,17000,22602
2018.0002881,"ESTUDI SERRADAL, S.L.L.","27/04/18. ENSEÑANZA MEDIOAMBIENTAL CAMPAÑA ""EL PARQUE RIBALTA, VEN Y CONÓCELO""",09/06/18,"2.500,00 €",5,17000,226990
2018.0002408,PRODUCTOS Y MANGUERAS ESPECIALES SA,27/04/18. MANTENIMIENTO Y REPARACIÓN TRAJES DE INTERVENCIÓN BOMBEROS.,31/05/18,"4.134,33 €",5,13600,221041
2018.0002387,LA HISPANO DEL CID SA,27/04/18. SERVICIO DISCRECIONAL DE AUTOBUS CON MOTIVO DE LA VISITA AL PARC MERIDIA.,09/06/18,"70,00 €",5,17000,227993
2018.0002746,"ARQUEOLOGIA I PATRIMONI, S.L.U.",27/04/18. VISITA VINAMARGO.,18/06/18,"121,00 €",4,33400,226090
2018.0000529,ASOCIACION CULTURAL MAREA DANZA,27/12/17. ACTUACIÓN DE MAREA DANZA EN EL TEATRO DEL RAVAL.,26/02/18,"2.420,00 €",4,33400,226090
2018.0000833,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"27/12/17. REPRESENTACIÓN ""DEAMBULANTES O LA VERDADERA HISTORIA DE LA POETA ERRANTE"" EN EL TEATRO DEL RAVAL.",26/04/18,"2.178,00 €",4,33400,226090
2018.0000216,AUTOCARES MESEGUER SL,28 Y 29/12/17. SERVICIO DISCRECIONAL DE VALENCIA A CASTELLÓN CON MOTIVO DEL CONCIERTO DE FEDERACIÓN DE CORALES.,05/02/18,"220,00 €",4,33400,226090
2018.0000969,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/01/18. REALIZACIÓN TALLERES LUDICO-CIENTIFICOS EN EL PLANETARIO.,16/03/18,"544,50 €",4,33300,22609
2018.0001103,ARMERIA RAUL SL,"28/02/18. ADQUISICIÓN ESTUCHE LIMPIEZA, ACEITE Y BAYETA LIMPIEZA ARMAS PARA POLICIA LOCAL.",15/04/18,"29,50 €",5,13230,221991
2018.0001102,ARMERIA RAUL SL,28/02/18. ADQUISICIÓN LIBRO REGISTRO RIFLE ANESTESIANTE.,15/04/18,"26,00 €",5,13230,221991
2018.0001106,METALCO SA,28/02/18. ADQUISICIÓN VESTUARIO PARA SU USO POR JORNALS DE VILA.,20/04/18,"64,64 €",4,24130,221990
2018.0002054,"SERVEIS HOSTALERS DE CASTELLO, S.L.",28/02/18. ALMUERZO CON PERSONAL TÉCNICO DEL IMSERSO.,11/05/18,"108,04 €",5,23105,226991
2018.0001252,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/02/18. COPIAS LLAVES PARA POLICIA LOCAL.,15/04/18,"31,94 €",5,13230,221990
2018.0001251,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/02/18. COPIAS LLAVES PARA VARIOS NEGOCIADOS.,29/03/18,"8,71 €",3,92065,22199
2018.0001466,COPE- RADIO POPULAR SA,28/02/18. CUÑAS PUBLICITARIAS S/CAMPAÑA DE DINAMIZACION COMERCIAL PARA EL DIA DE LOS ENAMORADOS.DEC 31/01/2018,09/04/18,"3.630,00 €",4,43100,2269912
2018.0001465,COPE- RADIO POPULAR SA,28/02/18. CUÑAS PUBLICITARIAS S/CAMPAÑA MARATON CASTELLÓN EN CADENA COPE.,25/04/18,"1.573,00 €",1,92070,22602
2018.0001464,COPE- RADIO POPULAR SA,28/02/18. CUÑAS PUBLICITARIAS S/CAMPAÑA PLAN GENERAL EN CADENA COPE.,25/04/18,"1.815,00 €",1,92070,22602
2018.0001255,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/02/18. DISEÑO DE CARTEL E IMPRESION Y REPARTO DE 100 CARTELES TAMAÑO A3 PARA LA DIFUSION DE LOS ITINERARIOS CASTELLO EDUCA.,29/03/18,"181,50 €",4,32000,22606
2018.0001222,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/02/18. DISEÑO E IMPRESION DE VINILOS PROGRAMACIÓN FEBRERO Y MARZO DEL TEATRO DEL RAVAL. DEC 31/01/2018,05/04/18,"96,80 €",4,33400,226021
2018.0001067,IMPRENTA ROSELL SL,28/02/18. IMPRESIÓN 300 TRIPTICOS CAMPAÑA EXPOSICION 7º CONVOCATORIA BEQUES HABITAT ARTISTIC,29/03/18,"121,00 €",4,33400,227061
2018.0001074,IMPRENTA ROSELL SL,28/02/18. IMPRESIÓN 350 REVISTAS CAMPAÑA FLOR NATURAL,29/03/18,"361,92 €",4,33400,226090
2018.0001071,IMPRENTA ROSELL SL,28/02/18. IMPRESIÓN 5700 REVISTAS CLUB MILLARET,15/04/18,"1.336,40 €",3,33410,22699
2018.0001072,IMPRENTA ROSELL SL,28/02/18. IMPRESIÓN 6.000 FLYERS CAMPAÑA CONCIERTO PARA ESCOLARES DE LA BANDA MUNICIPAL.,15/04/18,"338,80 €",4,33400,226090
2018.0001073,IMPRENTA ROSELL SL,28/02/18. IMPRESIÓN 9 TALONARIOS ENTRADAS TEATRE DEL RAVAL FEBRER,29/03/18,"326,70 €",4,33400,227994
2018.0001070,IMPRENTA ROSELL SL,28/02/18. IMPRESIÓN 9 TALONARIOS TEATRE DEL RAVAL ENERO,29/03/18,"326,70 €",4,33400,227994
2018.0001151,"GRAFICAS CASTAÑ, S.L.",28/02/18. IMPRESIÓN AGENDA CULTURAL. S/DEC 31/01/2018,05/04/18,"716,35 €",4,33400,226021
2018.0001068,IMPRENTA ROSELL SL,28/02/18. IMPRESIÓN CARTEL PARA SU COLOCACIÓN EN EL TRAM.,23/04/18,"48,40 €",1,92070,22199
2018.0001369,"CASTELLON DIGITAL, S.L.","28/02/18. IMPRESIÓN TARJETONES EXPOSICIÓN ""PAISAJES"" DE CARMEN CAPDEVILA CALVO.",15/04/18,"40,00 €",4,33400,227061
2018.0001069,IMPRENTA ROSELL SL,28/02/18. IMPRESIÓN TARJETONES Y CARTELES PARA LA CAMPAÑA PINCELS AL PORT,15/04/18,"133,10 €",4,33400,227061
2018.0001571,"GESTION DE MEDIOS DE COMUNICACION DE CASTELLON, S.L.",28/02/18. INSERCIÓN PUBLICITARIA EN WEB S/NOTICIAS AYUNTAMIENTO DE CASTELLÓN,25/04/18,"462,83 €",1,92070,22602
2018.0001152,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA",28/02/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA CD.CASTELLON,25/04/18,"726,00 €",1,92070,22602
2018.0001116,PROMOCIONES Y EDICIONES CULTURALES SA,28/02/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA MARATON 2018 EN DIARIO MEDITERRÁNEO.,23/04/18,"2.498,65 €",1,92070,22602
2018.0001307,FEDERICO DOMENECH SA,28/02/18. INSERCIÓN PUBLICITARIA S/CEVISAMA EN DIARIO LAS PROVINCIAS.,25/04/18,"719,95 €",1,92070,22602
2018.0001478,AUTOLAVADO MILLARS SL,28/02/18. LAVADO VEHICULOS MATRICULAS (1612-BSL Y 1618-DSL) DE BRIGADAS.,25/04/18,"42,00 €",5,92040,21400
2018.0001372,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/02/18. MATERIAL DE FERRETERIA PARA SU USO POR BRIGADAS.,25/04/18,"5.329,19 €",5,15350,221990
2018.0001155,LIMAC MATERIALES DE CONSTRUCCION SL,28/02/18. MATERIAL DE FONTANERIA PARA SU USO POR JORNALS DE VILA.,20/04/18,"98,11 €",4,24130,221990
