#ORG.,PROG.,ECON.,DESCRIPCION, CREDITOS             INICIALES,MODIFIC.,    CREDITOS             DEFINITIVOS, OBLIGACIONES       RECONOCIDAS
6.0,15101.0,151.0,NEG. TECN. PLANEAMIENTO.- GRATIFICACIONES,24.07,,24.07,
6.0,15101.0,16000.0,NEG.TECN.PLANE.- SEGURIDAD SOCIAL,43157.14,-7258.09,35899.05,35880.87
6.0,15102.0,12000.0,NEG.ADM.PLANEAM.- SUELDOS DEL GRUPO A1,29354.64,,29354.64,29692.66
6.0,15102.0,12003.0,NEG.ADM.PLANEAM.- SUELDOS DEL GRUPO C1,19769.68,,19769.68,20337.93
6.0,15102.0,12004.0,NEG.ADM.PLANEAM.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,8662.26
6.0,15102.0,12006.0,NEG.ADM.PLANEAM.- TRIENIOS,9202.26,,9202.26,9594.76
6.0,15102.0,12100.0,NEG.ADM.PLANEAM.- COMPLEMENTO DE DESTINO,31997.56,,31997.56,31997.56
6.0,15102.0,12101.0,NEG.ADM.PLANEAM.- COMPLEMENTO ESPECÍFICO,61551.22,,61551.22,60941.76
6.0,15102.0,150.0,NEG. ADM. PLANEAMIENTO.- PRODUCTIVIDAD,18.46,,18.46,
6.0,15102.0,151.0,NEG. ADM. PLANEAMIENTO.- GRATIFICACIONES,24.07,,24.07,
6.0,15102.0,16000.0,NEG.ADM.PLANEAM.- SEGURIDAD SOCIAL,49452.96,-5734.23,43718.73,43425.74
6.0,15102.0,22000.0,NEG.ADVO.PLANEAMIENTO.- MATERIAL DE OFICINA NO IN,1920.0,,1920.0,1732.37
,15102.0,2200012.0,NEG.ADVO.PLANEAMIENTO.- MAT.OFICINA (CTA.413),90.39,,90.39,
6.0,15102.0,22001.0,NEG.ADVO.PLANEAMIENTO.- LIBROS Y SUSCRIPCIONES,512.0,,512.0,
6.0,15102.0,22602.0,NEG.ADVO.PLANEAMIENTO.- PUBLICIDAD EN PRENSA,8400.0,,8400.0,718.74
6.0,15102.0,22604.0,NEG.ADVO.PLANEAMIENTO.- GASTOS JURÍDICOS,768.0,,768.0,447.26
,15102.0,2260412.0,NEG.ADVO.PLANEAMIENTO.- GASTOS JURIDICOS (CTA.413),782.9,,782.9,
,15102.0,60000.0,NEG.ADVO.PLANEAMIENTO.- EXPROPIACIONES (CTA.413),,169626.95,169626.95,169626.95
6.0,15102.0,60000.0,NEG.ADVO.PLANEAMIENTO.- EXPROPIACIONES,600000.0,,600000.0,
6.0,15102.0,6000013.0,NEG.ADVO.PLANEAMIENTO.- EXPROPIACIONES,,1430598.7,1430598.7,974648.56
6.0,15102.0,60106.0,NEG.ADVO.PLANEAMIENTO.- URBANIZACION 16 UE-R,1205685.97,,1205685.97,
6.0,15102.0,60107.0,NEG.ADVO.PLANEAMIENTO.-URBANIZACION LA GALERA,1757833.74,,1757833.74,
6.0,15102.0,60108.0,NEG.ADVO.PLANEAMIENTO.-URBANIZACIÓN 06-UE-R,1483679.93,,1483679.93,
6.0,15102.0,60109.0,NEG.ADVO.PLANEAMIENTO.-URBANIZ.COMP. U.E. 82-UE-R,,59954.14,59954.14,
6.0,15103.0,12000.0,REG.URBANISMO.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,15019.35
6.0,15103.0,12004.0,REG.URBANISMO.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,7124.35
6.0,15103.0,12006.0,REG.URBANISMO.- TRIENIOS,4393.66,,4393.66,4207.72
6.0,15103.0,12100.0,REG.URBANISMO.- COMPLEMENTO DE DESTINO,13176.8,,13176.8,12235.89
6.0,15103.0,12101.0,REG.URBANISMO.- COMPLEMENTO ESPECÍFICO,28220.0,,28220.0,26634.14
6.0,15103.0,150.0,REGISTRO URBANISMO.- PRODUCTIVIDAD,18.46,,18.46,
6.0,15103.0,151.0,REGISTRO URBANISMO.- GRATIFICACIONES,24.07,,24.07,
6.0,15103.0,16000.0,REG.URBANISMO.- SEGURIDAD SOCIAL,26273.14,-5736.63,20536.51,20444.57
6.0,15104.0,12001.0,CONT.OBRAS URBAN.- SUELDOS DEL GRUPO A2,38719.56,,38719.56,35571.96
6.0,15104.0,12004.0,CONT.OBRAS URBAN.-SUELDOS DEL GRUPO C2,8378.58,,8378.58,
6.0,15104.0,12006.0,CONT.OBRAS URBAN.-TRIENIOS,7487.48,,7487.48,5995.94
6.0,15104.0,12009.0,C.OBRAS URB.-OTRAS RETRIB.BÁSICAS (I.T.),,,,1520.7
6.0,15104.0,12100.0,CONT.OBRAS URBAN.-COMPLEMENTO DE DESTINO,24976.42,,24976.42,17573.31
6.0,15104.0,12101.0,CONT.OBRAS URBAN.-COMPLEMENTO ESPECÍFICO,62066.36,,62066.36,48112.98
6.0,15104.0,12103.0,C.OBRAS URBAN.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,3313.52
6.0,15104.0,150.0,CONTROL OBRAS URBAN.- PRODUCTIVIDAD,18.46,,18.46,
6.0,15104.0,151.0,CONTROL OBRAS URBAN.- GRATIFICACIONES,24.07,,24.07,
6.0,15104.0,16000.0,CONT.OBRAS URBAN.-SEGURIDAD SOCIAL,45933.07,-3808.73,42124.34,34319.68
6.0,15110.0,12000.0,S.ARQU.URBANA.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,15994.93
6.0,15110.0,12006.0,S.ARQU.URBANA.- TRIENIOS,4100.54,,4100.54,2971.61
6.0,15110.0,12100.0,S.ARQU.URBANA.- COMPLEMENTO DE DESTINO,8160.88,,8160.88,5829.2
6.0,15110.0,12101.0,S.ARQU.URBANA.- COMPLEMENTO ESPECÍFICO,33965.94,,33965.94,24261.4
6.0,15110.0,150.0,ARQ. URB.- PRODUCTIVIDAD,468.37,,468.37,3546.76
6.0,15110.0,151.0,ARQ. URB.- GRATIFICACIONES,24.07,,24.07,
6.0,15110.0,16000.0,S.ARQU.URBANA.- SEGURIDAD SOCIAL,18578.28,-5737.13,12841.15,10905.71
6.0,15111.0,12001.0,INFRAESTRUC.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,12906.52
6.0,15111.0,12003.0,INFRAESTRUC.-SUELDOS DEL GRUPO C1,9884.84,,9884.84,7867.96
6.0,15111.0,12004.0,INFRAESTRUC.-SUELDOS DEL GRUPO C2,8378.58,,8378.58,
6.0,15111.0,12006.0,INFRAESTRUC.-TRIENIOS,2346.75,,2346.75,473.58
6.0,15111.0,12100.0,INFRAESTRUC.-COMPLEMENTO DE DESTINO,18506.32,,18506.32,12513.94
6.0,15111.0,12101.0,INFRAESTRUC.-COMPLEMENTO ESPECÍFICO,36684.68,,36684.68,30857.8
6.0,15111.0,150.0,INFRAEST.OBRAS.- PRODUCTIVIDAD,18.46,,18.46,
6.0,15111.0,151.0,INFRAEST.OBRAS.- GRATIFICACIONES,24.07,,24.07,
6.0,15111.0,16000.0,INFRAESTRUC.-SEGURIDAD SOCIAL,24448.08,-6290.24,18157.84,18781.81
6.0,15112.0,12001.0,EJEC.OBRAS.- SUELDOS DEL GRUPO A2,25813.04,,25813.04,14768.39
6.0,15112.0,12005.0,EJEC.OBRAS.- SUELDOS DEL GRUPO E,7678.58,,7678.58,7732.46
6.0,15112.0,12006.0,EJEC.OBRAS.- TRIENIOS,5038.17,,5038.17,4779.28
6.0,15112.0,12100.0,EJEC.OBRAS.- COMPLEMENTO DE DESTINO,17743.46,,17743.46,16125.22
6.0,15112.0,12101.0,EJEC.OBRAS.- COMPLEMENTO ESPECÍFICO,42843.68,,42843.68,40787.42
6.0,15112.0,12103.0,EJEC.OBRAS.- O.COMPLEM.- (ATRIB.FUN.-I.T.),,,,684.98
6.0,15112.0,150.0,EJECUCION DE OBRAS.- PRODUCTIVIDAD,18.46,,18.46,665.0
6.0,15112.0,151.0,EJECUCION DE OBRAS.- GRATIFICACIONES,24.07,,24.07,681.69
6.0,15112.0,16000.0,EJEC.OBRAS.- SEGURIDAD SOCIAL,28662.24,2860.23,31522.47,26897.21
6.0,15112.0,22000.0,EJEC.OBRAS.- MATERIAL DE OFICINA (5.1),1500.0,,1500.0,48.52
6.0,15112.0,22500.0,EJEC.OBRAS.- TRIBUTOS Y OTROS CONCEPTOS,20000.0,-1244.31,18755.69,5579.44
,15112.0,6010012.0,EJEC.OBRAS.- RONDA NORTE A CASTELLON (CTA.413),288385.5,437399.68,725785.18,696907.38
6.0,15112.0,60104.0,ESTUDIOS Y ACCIONES PROTE.MEDIO AMBIENTE Y PAISAJE,,360000.0,360000.0,
6.0,15112.0,6010413.0,ASISTENCIAS TECNICAS,,40586.49,40586.49,
6.0,15112.0,6010913.0,ESTUDIOS ARQUEOLOGICOS,,33453.36,33453.36,13182.95
6.0,15112.0,6011013.0,RED.INST.PYTOS.URBANIZACION Y GEST.URB,,11010.93,11010.93,
6.0,15112.0,6011113.0,ACTUACIONES DESARROLLO DEL PGOU,,4159.46,4159.46,
6.0,15112.0,61100.0,ADECUACION URBANISTICA ENTORNO PARCELA CP BENADRES,,115000.0,115000.0,72210.67
6.0,15112.0,6110013.0,REPOS.INFRAESTRUCTURAS VIAS PUB.,,152367.58,152367.58,109438.03
,15112.0,61101.0,EJEC.OBRAS.-REM.URBANA Y AMPL.CTRA.ALCORA(CTA.413),,420957.11,420957.11,420957.11
6.0,15112.0,6250013.0,MOBILIARIO Y EQUIPAMIENTO URBANO,,26567.33,26567.33,
6.0,15112.0,63200.0,EJEC.OBRAS.- REHABILITACION DAVALOS,100000.0,,100000.0,
6.0,15112.0,6320013.0,EJEC.OBRAS.- REHABILITACION DAVALOS,,,,
6.0,15112.0,63201.0,EJEC.OBRAS.- REHABILITACION EDIFICIOS,480000.0,,480000.0,
6.0,15112.0,6320113.0,EJEC.OBRAS.- REHABILITACION EDIFICIOS,,100474.77,100474.77,97091.09
6.0,15112.0,63202.0,EJEC.OBRAS.- REHABILITACION EDIFIC.HUERTO SOGUEROS,2500000.0,,2500000.0,
6.0,15112.0,6330013.0,"REPOSICIÓN MAQUINARIA, INSTALACIONES Y UTILLAJE",,44091.58,44091.58,
6.0,15113.0,12000.0,PROY. EDIFIC.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,17919.89
6.0,15113.0,12003.0,PROY. EDIFIC.-SUELDOS DEL GRUPO C1,19769.68,,19769.68,22741.22
6.0,15113.0,12006.0,PROY. EDIFIC.-TRIENIOS,6449.25,,6449.25,7022.28
6.0,15113.0,12100.0,PROY. EDIFIC.-COMPLEMENTO DE DESTINO,18820.76,,18820.76,18820.76
6.0,15113.0,12101.0,PROY. EDIFIC.-COMPLEMENTO ESPECÍFICO,44913.45,,44913.45,44913.54
6.0,15113.0,150.0,PROYECTOS EDIFICACION.- PRODUCTIVIDAD,18.46,,18.46,
6.0,15113.0,151.0,PROYECTOS EDIFICACION.- GRATIFICACIONES,24.07,,24.07,
6.0,15113.0,16000.0,PROY. EDIFIC.-SEGURIDAD SOCIAL,33523.6,-5655.24,27868.36,27782.73
6.0,15113.0,22000.0,PROY. EDIFIC.- MATERIAL DE OFICINA (5.1),1500.0,,1500.0,
6.0,15120.0,12000.0,SEC.CONTROL URBAN.- SUELDOS DEL GRUPO A1,29354.64,,29354.64,16259.95
6.0,15120.0,12004.0,SEC.CONTROL URBAN.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,8544.66
6.0,15120.0,12006.0,SEC.CONTROL URBAN.- TRIENIOS,6447.03,,6447.03,5895.0
6.0,15120.0,12100.0,SEC.CONTROL URBAN.- COMPLEMENTO DE DESTINO,21848.82,,21848.82,13661.62
6.0,15120.0,12101.0,SEC.CONTROL URBAN.- COMPLEMENTO ESPECÍFICO,70903.77,,70903.77,43236.78
6.0,15120.0,150.0,SEC. CONTROL URBANISTICO.- PRODUCTIVIDAD,468.37,,468.37,717.5
6.0,15120.0,151.0,SEC. CONTROL URBANISTICO.- GRATIFICACIONES,24.07,,24.07,
6.0,15120.0,16000.0,SEC.CONTROL URBAN.- SEGURIDAD SOCIAL,35089.42,-15959.21,19130.21,19083.13
6.0,15121.0,12000.0,NEG.ADM.CONT.URBAN.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,17077.46
6.0,15121.0,12003.0,NEG.ADM.CONT.URBAN.- SUELDOS DEL GRUPO C1,9884.84,,9884.84,12501.35
6.0,15121.0,12004.0,NEG.ADM.CONT.URBAN.- SUELDOS DEL GRUPO C2,16757.16,,16757.16,16647.12
6.0,15121.0,12006.0,NEG.ADM.CONT.URBAN.- TRIENIOS,6608.71,,6608.71,6423.89
6.0,15121.0,12100.0,NEG.ADM.CONT.URBAN.- COMPLEMENTO DE DESTINO,24545.36,,24545.36,26476.96
6.0,15121.0,12101.0,NEG.ADM.CONT.URBAN.- COMPLEMENTO ESPECÍFICO,47815.93,,47815.93,51015.7
6.0,15121.0,12103.0,DES.CIUD.SOST.M.AMB.O.COM.(ATR.FUN.-I.T.),,,,1034.0
6.0,15121.0,150.0,NEG. ADMIN.CONTROL URBAN.- PRODUCTIVIDAD,234.18,,234.18,
6.0,15121.0,151.0,NEG. ADMIN.CONTROL URBAN.- GRATIFICACIONES,12.03,,12.03,
6.0,15121.0,16000.0,NEG.ADM.CONT.URBAN.- SEGURIDAD SOCIAL,38899.21,5.62,38904.83,38904.83
6.0,15121.0,22000.0,NEG.ADMVO.CONTROL URBAN. - MATERIAL DE OFICINA,,,,148.11
6.0,15121.0,22001.0,NEG.ADVO.CONT.URBAN.- LIBROS,2200.0,,2200.0,
,15121.0,227990.0,NEG.ADVO.CON.UR..-EJE.SUBSI.POR INFRA.UR.(CTA.413),,13108.27,13108.27,13108.27
6.0,15121.0,227990.0,NEG.ADVO.CONT.URBAN..-EJECU.SUBSID.POR INFRAC.URB.,60000.0,,60000.0,30152.64
6.0,15122.0,12000.0,NEG.LICENCIAS Y AUTOR.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,5323.44
6.0,15122.0,12003.0,NEG.LICENCIAS Y AUTOR.-SUELDOS DEL GRUPO C1,9884.84,,9884.84,7156.46
6.0,15122.0,12004.0,NEG.LICENCIAS Y AUTOR.-SUELDOS DEL GRUPO C2,25135.74,,25135.74,15511.22
6.0,15122.0,12006.0,NEG.LICENCIAS Y AUTOR.-TRIENIOS,8260.89,,8260.89,6339.33
6.0,15122.0,12009.0,LIC. Y AUTOR.-OTRAS RETRIB.BÁSICAS (I.T.),,,,1727.7
6.0,15122.0,12100.0,NEG.LICENCIAS Y AUTOR.-COMPLEMENTO DE DESTINO,30072.42,,30072.42,17887.34
6.0,15122.0,12101.0,NEG.LICENCIAS Y AUTOR.-COMPLEMENTO ESPECÍFICO,57131.12,,57131.12,34841.76
6.0,15122.0,12103.0,N.LIC.YAUTOR.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,5851.63
6.0,15122.0,150.0,NEG.LICENCIAS Y AUTOR.-PRODUCTIVIDAD,234.19,,234.19,332.5
6.0,15122.0,151.0,NEG.LICENCIAS Y AUTOR.-GRATIFICACIONES,12.04,,12.04,
6.0,15122.0,16000.0,NEG.LICENCIAS Y AUTOR.-SEGURIDAD SOCIAL,47049.21,-16300.99,30748.22,30748.22
6.0,15123.0,12000.0,NEG.TECN.CONTROL URBAN.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,14835.18
6.0,15123.0,12001.0,NEG.TECN.CONTROL URBAN.- SUELDOS DEL GRUPO A2,51626.08,,51626.08,52282.95
6.0,15123.0,12003.0,NEG.TECN.CONTROL URBAN.- SUELDOS DEL GRUPO C1,9884.84,,9884.84,10021.22
6.0,15123.0,12004.0,NEG.TECN.CONTROL URBAN.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,8538.84
6.0,15123.0,12006.0,NEG.TECN.CONTROL URBAN.- TRIENIOS,8951.22,,8951.22,10610.25
6.0,15123.0,12100.0,NEG.TECN.CONTROL URBAN.- COMPLEMENTO DE DESTINO,43129.52,,43129.52,43012.26
6.0,15123.0,12101.0,NEG.TECN.CONTROL URBAN.- COMPLEMENTO ESPECÍFICO,110174.67,,110174.67,110264.28
6.0,15123.0,150.0,NEG. TECN. CONTROL URBAN.- PRODUCTIVIDAD,18.46,,18.46,
6.0,15123.0,151.0,NEG. TECN. CONTROL URBAN.- GRATIFICACIONES,24.07,,24.07,
6.0,15123.0,16000.0,NEG.TECN.CONTROL URBAN.- SEGURIDAD SOCIAL,70378.2,-5629.69,64748.51,65090.54
6.0,15124.0,12000.0,NEG.ADVO.ACTIVIDADES.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,16786.45
6.0,15124.0,12003.0,NEG.ADVO.ACTIVIDADES.-SUELDOS DEL GRUPO C1,29654.52,,29654.52,30349.04
6.0,15124.0,12004.0,NEG.ADVO.ACTIVIDADES.-SUELDOS DEL GRUPO C2,33514.32,,33514.32,36356.05
6.0,15124.0,12006.0,NEG.ADVO.ACTIVIDADES.-TRIENIOS,8232.8,,8232.8,10065.46
6.0,15124.0,12100.0,NEG.ADVO.ACTIVIDADES.-COMPLEMENTO DE DESTINO,47282.48,,47282.48,47282.48
6.0,15124.0,12101.0,NEG.ADVO.ACTIVIDADES.-COMPLEMENTO ESPECÍFICO,87007.79,,87007.79,89068.75
6.0,15124.0,150.0,NEG. ADMIN. ACTIVIDADES.- PRODUCTIVIDAD,18.46,,18.46,
6.0,15124.0,151.0,NEG. ADMIN. ACTIVIDADES.- GRATIFICACIONES,24.07,,24.07,
6.0,15124.0,16000.0,NEG.ADVO.ACTIVIDADES.-SEGURIDAD SOCIAL,64362.1,-7784.65,56577.45,55763.81
6.0,15124.0,22000.0,NEG.ADVO.ACTIVIDADES.- MATERIAL OFICINA,1500.0,,1500.0,172.18
6.0,15124.0,22602.0,NEG ADMVO.ACTIVIDADES - PUBLICIDAD,,,,1533.31
6.0,15125.0,12001.0,NEG.TEC.ACTIVIDADES.- SUELDOS DEL GRUPO A2,25813.04,,25813.04,24250.42
6.0,15125.0,12006.0,NEG.TEC.ACTIVIDADES.- TRIENIOS,4819.12,,4819.12,7724.58
6.0,15125.0,12100.0,NEG.TEC.ACTIVIDADES.- COMPLEMENTO DE DESTINO,13293.56,,13293.56,15785.38
6.0,15125.0,12101.0,NEG.TEC.ACTIVIDADES.- COMPLEMENTO ESPECÍFICO,33645.45,,33645.45,42193.95
6.0,15125.0,150.0,NEG. TEC.ACT.- PRODUCTIVIDAD,18.46,,18.46,
6.0,15125.0,151.0,NEG. TEC.ACT.- GRATIFICACIONES,460.5,,460.5,
6.0,15125.0,16000.0,NEG.TEC.ACTIVIDADES.- SEGURIDAD SOCIAL,28274.4,-5737.13,22537.27,25551.37
6.0,15125.0,20600.0,NEG.TEC.ACT. - ACTUALIZACIÓN SOFTWARE SONÓMETROS,3000.0,,3000.0,
6.0,15125.0,21300.0,NEG.TEC.ACT. - CALIBRACIÓN SONÓMETROS,600.0,,600.0,480.73
6.0,15125.0,22000.0,NEG.TEC.ACT. - MATERIAL DE OFICINA,500.0,,500.0,250.5
6.0,15125.0,22112.0,NEG.TEC.ACT. -SUM.ELECTRONICOS Y TELECOMUNICAC.,700.0,,700.0,
6.0,15125.0,227060.0,NEG.TEC.ACT.- PLAN ACUSTICO MUNICIPAL,36500.0,,36500.0,31097.0
6.0,15125.0,6230013.0,PLAN ACUSTICO MUNICIPAL,,,,
,15130.0,226990.0,GUMSA.-OTRAS GASTOS DIVERSOS (LIQ.GUMSA)(CTA.413),,73.8,73.8,73.8
,15130.0,227990.0,GUMSA.-TRABAJOS OTRAS EMPRESAS(LIQ.GUMSA)(CTA.413),,43840.4,43840.4,42068.84
,15130.0,60104.0,GUMSA.-PYTOS.Y ESTUDIOS (LIQ.GUMSA)(CTA.413),,165629.86,165629.86,165629.86
6.0,15200.0,12001.0,OF.VIVIENDA.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,
6.0,15200.0,12004.0,OF.VIVIENDA.- SUELDOS DEL GRUPO C2,8378.58,,8378.58,6128.88
6.0,15200.0,12006.0,OF.VIVIENDA.- TRIENIOS,6836.0,,6836.0,5862.47
6.0,15200.0,12100.0,OF.VIVIENDA.- COMPLEMENTO DE DESTINO,15301.86,,15301.86,3947.9
6.0,15200.0,12101.0,OF.VIVIENDA.- COMPLEMENTO ESPECÍFICO,46805.52,,46805.52,6653.7
6.0,15200.0,150.0,VIVIENDA .-  PRODUCTIVIDAD,468.37,,468.37,924.0
6.0,15200.0,151.0,VIVIENDA .- GRATIFICACIONES,24.07,,24.07,
6.0,15200.0,16000.0,OF.VIVIENDA.- SEGURIDAD SOCIAL,5265.04,3424.83,8689.87,7168.4
6.0,15200.0,21200.0,VIVIENDA .- GASTOS COMUNIDAD VIVIENDAS MUNICIPALES,3404.8,2000.0,5404.8,14550.02
6.0,15200.0,22101.0,VIVIENDA .- SUMINISTROS AGUA VIVIENDAS MUNICIPALES,1459.2,,1459.2,
6.0,15200.0,22199.0,VIVIENDA .- SUMINISTROS VARIOS VIVIENDAS MUNICIP,9728.0,,9728.0,1020.93
6.0,15200.0,6320013.0,REMODELACION SEGON MOLI,,34392.48,34392.48,34392.48
6.0,15200.0,6320113.0,DERIVACION SEQUIA MAJOR PASO SEGON MOLI,,333.13,333.13,
6.0,15200.0,6320313.0,REP. EDIFICIOS Y OTRAS CONST.,,33428.72,33428.72,
6.0,15200.0,6320413.0,REHABILITACION VIVIENDAS,,48823.5,48823.5,
6.0,15500.0,12000.0,SEC.INFRA.SSPP Y M.A.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,14806.96
6.0,15500.0,12005.0,SEC.INFRA.SSPP Y M.A.-SUELDOS DEL GRUPO E,7678.58,,7678.58,7183.99
6.0,15500.0,12006.0,SEC.INFRA.SSPP Y M.A.-TRIENIOS,2261.92,,2261.92,1882.96
6.0,15500.0,12100.0,SEC.INFRA.SSPP Y M.A.-COMPLEMENTO DE DESTINO,12610.78,,12610.78,14008.27
6.0,15500.0,12101.0,SEC.INFRA.SSPP Y M.A.-COMPLEMENTO ESPECÍFICO,43164.17,,43164.17,43214.74
6.0,15500.0,150.0,INFRAEST. - PRODUCTIVIDAD,495.07,,495.07,3546.76
6.0,15500.0,151.0,INFRAEST. - GRATIFICACIONES,12.03,,12.03,
6.0,15500.0,16000.0,SEC.INFRA.SSPP Y M.A.-SEGURIDAD SOCIAL,23893.01,-1773.41,22119.6,18293.19
6.0,15510.0,12000.0,NEG. ADMIN. INFRAESTR.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,11959.03
6.0,15510.0,12004.0,NEG. ADMIN. INFRAESTR.- SUELDOS DEL GRUPO C2,16757.16,,16757.16,14463.4
6.0,15510.0,12006.0,NEG. ADMIN. INFRAESTR.- TRIENIOS,3392.89,,3392.89,3350.05
6.0,15510.0,12100.0,NEG. ADMIN. INFRAESTR.- COMPLEMENTO DE DESTINO,18703.86,,18703.86,14218.37
6.0,15510.0,12101.0,NEG. ADMIN. INFRAESTR.- COMPLEMENTO ESPECÍFICO,37535.19,,37535.19,29822.67
6.0,15510.0,12103.0,NEG.ADM.SEC.INFRAEST.-O.COMPLEM.- (ATRIB.FUN.-I.T.,,,,56.8
6.0,15510.0,150.0,NEG. ADMIN. INFRAESTR.- PRODUCTIVIDAD,495.08,,495.08,
6.0,15510.0,151.0,NEG. ADMIN. INFRAESTR.- GRATIFICACIONES,12.04,,12.04,
6.0,15510.0,16000.0,NEG. ADMIN. INFRAESTR.- SEGURIDAD SOCIAL,42689.45,-19507.97,23181.48,23181.48
6.0,15520.0,12000.0,INGENIERIA.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,14914.11
6.0,15520.0,12001.0,INGENIERIA.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,16324.64
6.0,15520.0,12003.0,INGENIERIA.-SUELDOS DEL GRUPO C1,9884.84,,9884.84,10430.36
6.0,15520.0,12004.0,INGENIERIA.-SUELDOS DEL GRUPO C2,50271.48,,50271.48,55354.48
6.0,15520.0,12005.0,INGENIERIA.-SUELDOS DEL GRUPO E,38392.9,,38392.9,28876.62
6.0,15520.0,12006.0,INGENIERIA.-TRIENIOS,11891.91,,11891.91,12660.44
6.0,15520.0,12009.0,INGENIERIA.-OTRAS RETRIB.BÁSICAS (I.T.),,,,93.73
6.0,15520.0,12100.0,INGENIERIA.-COMPLEMENTO DE DESTINO,75058.9,,75058.9,73216.83
6.0,15520.0,12101.0,COMPLEMENTO ESPECÍFICO,153071.69,,153071.69,149609.13
6.0,15520.0,12103.0,INGENIERIA.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,4932.35
6.0,15520.0,150.0,INGENIERIA.- PRODUCTIVIDAD,18.46,,18.46,
6.0,15520.0,151.0,INGENIERIA.- GRATIFICACIONES,5665.14,,5665.14,882.74
6.0,15520.0,16000.0,INGENIERIA.-SEGURIDAD SOCIAL,128054.14,-23088.19,104965.95,108854.65
6.0,15520.0,20300.0,INGENIERIA. - ARRENDAMIENTOS INSTALACIONES,56573.29,,56573.29,53979.15
6.0,15520.0,21300.0,INGENIERIA. -REVISIONES POR ORGANOS CTROL AUTORIZA,4183.73,,4183.73,3334.4
6.0,15520.0,22104.0,INGENIERIA -  VESTUARIO INSPECTORES,,,,3344.77
6.0,15520.0,22112.0,INGENIERIA. - SUMINISTROS ELECTRONICOS,3200.0,,3200.0,
6.0,15520.0,221991.0,INGENIERIA. - SUMINISTRO MATERIAL INSPECTORES,7680.0,,7680.0,418.9
6.0,15520.0,221992.0,INGENIERIA. - SUMINISTRO ELABORACIÓN MAPAS SS.PP.,3000.0,,3000.0,
6.0,15520.0,60102.0,INGENIERIA.- PROGRAMA USO ENERGIAS RENOVABLES,307175.51,,307175.51,
6.0,15520.0,62300.0,INGENIERIA.- MAQUINARIA VEHICULOS ELÉCTRICOS,12000.0,,12000.0,8143.52
6.0,15530.0,12001.0,CONSERVACIÓN.- SUELDOS DEL GRUPO A2,25813.04,,25813.04,26250.09
6.0,15530.0,12004.0,CONSERVACIÓN.-SUELDOS DEL GRUPO C2,8378.58,,8378.58,
6.0,15530.0,12006.0,CONSERVACIÓN.-TRIENIOS,2943.87,,2943.87,1251.72
6.0,15530.0,12100.0,CONSERVACIÓN.-COMPLEMENTO DE DESTINO,18820.62,,18820.62,13293.56
6.0,15530.0,12101.0,CONSERVACIÓN.-COMPLEMENTO ESPECÍFICO,42960.63,,42960.63,33645.5
6.0,15530.0,150.0,CONSERVACION.- PRODUCTIVIDAD,990.14,,990.14,
6.0,15530.0,151.0,CONSERVACION.- GRATIFICACIONES,24.07,,24.07,
6.0,15530.0,16000.0,CONSERVACIÓN.-SEGURIDAD SOCIAL,25969.08,-6300.0,19669.08,19669.08
6.0,15530.0,21000.0,CONSERVACIÓN.- REPAVIMENTACION VIAS PUBLICAS,521551.72,,521551.72,347701.09
,15530.0,2100012.0,CONSERVACION.- MANT.ASFALTOS Y BITUM.(CTA.413),56111.21,,56111.21,
6.0,15530.0,21001.0,CONSERVACIÓN.- MANT.VIAS PUBLICAS Y ALCANTARILLADO,1043103.81,,1043103.81,1043103.81
6.0,15530.0,221990.0,CONSERVACIÓN.- SUMINISTROS VARIOS,2000.0,,2000.0,1331.0
6.0,15530.0,227990.0,CONSERVACIÓN.- EJECUCIONES SUBSIDIARIAS EN VIA PUB,59471.5,-47467.2,12004.3,
6.0,15530.0,227991.0,CONSERVACIÓN.- MONTAJE ESCENARIOS,46144.07,,46144.07,28203.79
6.0,15530.0,227992.0,CONSERVACIÓN.- MANTENIMIENTO FUENTES,283639.31,,283639.31,301867.12
6.0,15530.0,227993.0,CONSERVACIÓN - TRABAJOS REALIZ.OT.EMPRESAS,,,,66852.5
6.0,15530.0,61101.0,CONSERVACIÓN.-GEST. Y EMBELLECIMIENTO CASCO URBANO,300000.0,,300000.0,
