Número registro,Nombre tercero,Descripción,Fecha contable,Importe factura,Orgánica,Programa,Económica
2018.0000641,ADHESIUS CASTELLO SL,31/01/18. IMPRESIÓN TOTEM AGENDA CULTURAL DEL MES DE FEBRERO DE LAS LONAS DE LOS TOTEMS PUBLICITARIOS TEATRO RAVAL. DEC 31/01/2018,26/02/18,"575,96 €",4,33400,226021
2018.0000616,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/01/18. INSCRIPCIÓN REGISTRAL Y CERTIFICADO DE CARGAS.,28/02/18,"938,23 €",3,92020,226041
2018.0000706,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA",31/01/18. INSERCIÓN PUBLICITARIA EN REVISTA CD.CASTELLON,16/03/18,"484,00 €",1,92070,22602
2018.0000705,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA",31/01/18. INSERCIÓN PUBLICITARIA EN REVISTA DEL AZULEJO.,14/03/18,"1.252,35 €",1,92070,22602
2018.0000563,PROMOCIONES Y EDICIONES CULTURALES SA,31/01/18. INSERCIÓN PUBLICITARIA S/SESIONES EXPLICATIVAS ABIERTAS PUBLICO DEL PLAN GENERAL EN DIARIO MEDITERRÁNEO.,14/03/18,"929,28 €",1,92070,22602
2018.0001445,"COMERCIAL CDM., S.L.",31/01/18. INSTALACIÓN Y ACTUALIZACIÓN PLATAFORMA CONSUL.,20/04/18,"5.082,00 €",3,92052,227060
2018.0000742,"SPAI INNOVA ASTIGITAS, S.L.",31/01/18. MANTENIMIENTO Y SOPORTE DE LA APLICACIÓN EKONSICAL PARA LA GESTIÓN DE CONTABILIDAD. DEC 06/07/2017.,02/03/18,"11.811,29 €",3,92052,227060
2018.0000696,SUMINISTROS CERRAJEROS CASTALIA SL,31/01/18. MATERIAL DE CARPINTERIA PARA SU USO POR BRIGADAS.,28/02/18,"225,51 €",5,15350,221990
2018.0000643,METALCO SA,31/01/18. MATERIAL DE CERRAJERIA PARA SU USO POR BRIGADAS.,14/03/18,"70,33 €",5,15350,221990
2018.0000645,METALCO SA,31/01/18. MATERIAL DE FONTANERIA PARA SU USO POR BRIGADAS.,14/03/18,"50,14 €",5,15350,221990
2018.0000552,LIMAC MATERIALES DE CONSTRUCCION SL,31/01/18. MATERIAL DE FONTANERIA PARA SU USO POR BRIGADAS.,28/02/18,"214,75 €",5,15350,221990
2018.0000553,LIMAC MATERIALES DE CONSTRUCCION SL,31/01/18. MATERIAL DE FONTANERIA PARA SU USO POR JORNALS DE VILA.,11/03/18,"86,18 €",4,24130,221990
2018.0000541,COLOR Y PINTURA CASTELLON S.L.,31/01/18. MATERIAL DE PINTURA PARA SU USO POR BRIGADAS.,11/03/18,"53,47 €",5,15350,221990
2018.0000642,METALCO SA,31/01/18. MATERIAL PARA SU USO POR BRIGADAS.,14/03/18,"33,94 €",5,15350,221990
2018.0000649,METALCO SA,31/01/18. MATERIAL PARA SU USO POR BRIGADAS.,14/03/18,"37,24 €",5,15350,221990
2018.0000648,METALCO SA,31/01/18. MATERIAL PARA SU USO POR BRIGADAS.,14/03/18,"340,16 €",5,15350,221990
2018.0000608,"RECA HISPANIA, S.A.U",31/01/18. MATERIAL PARA SU USO POR BRIGADAS.,28/02/18,"948,46 €",5,15350,221990
2018.0000540,WURTH ESPAÑA SA,31/01/18. MATERIAL PARA SU USO POR BRIGADAS.,28/02/18,"1.212,34 €",5,15350,221990
2018.0000644,METALCO SA,31/01/18. MATERIAL PARA SU USO POR JORNALS DE VILA.,14/03/18,"2.727,49 €",4,24115,22199
2018.0000618,MECANOGRAFICA LEVANTINA SL,31/01/18. PLASTIFICADOS Y TINTA IMPRESORAS PARA VARIOS NEGOCIADOS.,11/03/18,"426,40 €",3,92065,220001
2018.0000768,"ECUS AUTO, S.L.",31/01/18. REPARACIÓN VEHICULO MATRICULA 1140-CYP DE BRIGADAS.,16/03/18,"2.451,05 €",5,92040,21400
2018.0002287,OMNIA MOTOR SA,31/01/18. REPARACIÓN VEHICULO MATRICULA 7324-BCK DE BOMBEROS.,24/05/18,"434,23 €",5,13600,21400
2018.0000744,SUMINISTROS INDUSTRIALES Y RECAMBIOS SL,31/01/18. REPUESTOS PARA BOMBEROS.,16/03/18,"28,63 €",5,13600,221991
2018.0000747,SUMINISTROS INDUSTRIALES Y RECAMBIOS SL,31/01/18. REPUESTOS PARA TALLER MECANICO.,16/03/18,"706,61 €",5,15350,221990
2018.0000867,LIMPIEZAS RASA SA,31/01/18. SERVICIO DE LIMPIEZA PALAU DE LA FESTA CON MOTIVO DE LA CELEBRACIÓN DE LA CAMPAÑA CONCIERTO PARA ESCOLARES DE LA BANDA MUNICIPAL MAS ANIMACION TEATRAL.,14/03/18,"980,10 €",4,33400,226090
2018.0001091,TEKNOMEDIA CB,31/01/18. SONORIZACIÓN ACTO CELEBRACION DE LA II MARCHA SOLIDARIA CIUTAT DE CASTELLO (ASOCIACION ESPAÑOLA CONTRA EL CANCER).,23/04/18,"713,90 €",5,23104,226990
2018.0000605,PLACIDO GOMEZ SL,31/01/18. SUMINISTRO ANUARIO DE DERECHO DE FUNDACIONES 2010 PARA SERVICIOS SOCIALES.,16/03/18,"55,50 €",3,92065,220001
2018.0000539,WURTH ESPAÑA SA,31/01/18. SUMINISTRO MATERIAL PARA BRIGADAS.,28/02/18,"127,20 €",5,15350,221990
2018.0000501,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/01/18. SUMINSTRO DE SELLOS DE CAUCHO PARA VARIOS NEGOCIADOS.,11/03/18,"537,05 €",3,92065,220001
2018.0002091,SDAD ESPAÑOLA CARBUROS METALICOS SA,31/03//18. SUMINISTRO GAS PARA SOLDAR PARA TALLER DE CERRAJERIA,09/06/18,"308,94 €",5,15350,221990
2018.0001727,"LABORATORIO DR F ECHEVARNE, ANALISIS SA",31/03/18. CONTRAANÁLISIS DROGAS PARA POLICIA LOCAL,09/06/18,"786,50 €",5,13250,227990
2018.0001691,MAQUIVER SL,31/03/18. DISPOSITIVO DE SEÑALIZACIÓN PROVISIONAL CON MOTIVO DE LA ROMERIA CELEBRADA EN LAS FIESTAS DE LA MAGDALENA.,18/06/18,"3.872,00 €",5,13230,62300
2018.0001648,EL DIARIO CV SL,31/03/18. INSERCIÓN PUBLICITARIA EN EN ELDIARIO.ES DE LA CAMPAÑA DEL PLAN GENERAL Y DE LAS FIESTAS DE LA MAGDALENA.,09/06/18,"1.649,99 €",1,92070,22602
2018.0001873,PROMOCIONES Y EDICIONES CULTURALES SA,31/03/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA DE EXPOSICION PUBLICA PLAN GENERAL EN DIARIO MEDITERRÁNEO.,09/06/18,"1.863,40 €",1,92070,22602
2018.0001876,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA",31/03/18. INSERCIÓN PUBLICITARIA S/SEGUIMIENTO EN LAS FIESTAS DE LA MAGDALENA EN DIARIO MEDITERRÁNEO.,09/06/18,"4.999,99 €",1,92070,22602
2018.0001875,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA",31/03/18. INSERCIÓN REVISTA CD.CASTELLON,09/06/18,"242,00 €",1,92070,22602
2018.0001665,METALCO SA,"31/03/18. LOTE 1: SUMINISTRO DE VESTUARIO EN GENERAL, CONTRATO SUMINISTRO DE VESTUARIO PARA EL PERSONAL MUNICIPAL DEPENDIENTE DE LA DIRECCION DE SERVICIOS URBANOS, INFRAEST. Y SOSTENIBILIDAD. JGL 03/11/17 (FORMALIZADO 15/11/17).",04/05/18,"14.834,62 €",5,15300,221040
2018.0001730,LIMAC MATERIALES DE CONSTRUCCION SL,31/03/18. MATERIAL DE FONTANERIA PARA SU USO POR JORNALS DE VILA.,09/06/18,"41,02 €",4,24130,221990
2018.0001733,LIMAC MATERIALES DE CONSTRUCCION SL,31/03/18. MATERIAL DE FONTANERIA PARA SU USO POR JORNALS DE VILA.,09/06/18,"101,88 €",4,24130,221990
2018.0001732,LIMAC MATERIALES DE CONSTRUCCION SL,31/03/18. MATERIAL DE FONTANERIA PARA SU USO POR JORNALS DE VILA.,09/06/18,"618,35 €",4,24130,221990
2018.0001938,LUBATECNIC SL,31/03/18. MATERIAL PARA SU USO POR BRIGADAS.,09/06/18,"37,86 €",5,15350,221990
2018.0001656,WURTH ESPAÑA SA,31/03/18. MATERIAL PARA SU USO POR BRIGADAS.,09/06/18,"321,57 €",5,15350,221990
2018.0001666,METALCO SA,31/03/18. MATERIAL PARA SU USO POR BRIGADAS.,09/06/18,"358,32 €",5,15350,221990
2018.0001874,"STAFF MEDIA, SL","31/03/18. ORGANIZACION DE UNA CAMPAÑA DE SENSIBILIZACION CON MOTIVO DEL ""DIA INTERNACIONAL DE LA MUJER"" MEDIANTE COLOCACION DE VINILOS EN AUTOBUSES URBANOS. DEC 26/02/2018",08/05/18,"7.562,50 €",5,23102,226992
2018.0002063,"JUVI MOTOR SPORT, S.A.",31/03/18. REPUESTOS VEHICULOS PARA TALLER MECANICO.,09/06/18,"51,30 €",5,15350,221990
2018.0001910,TV CS RETRANSMISIONES SL,31/03/18. RETRANSMISIONES DIRECTOS FIESTAS DE LA MAGDALENA 2018.,21/06/18,"10.000,65 €",1,92070,22602
2018.0002203,"SAGALS,CB",31/03/18. TALLER LUDICO-CIENTIFICOS CELEBRADO EN EL PLANETARIO,31/05/18,"195,00 €",4,33300,22609
2018.0002274,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/03/18. VISITAS GUIADAS AL CASTELL VELL.,31/05/18,"242,00 €",4,33400,226090
2018.0002057,PUBLICIDAD NEGRE C B,"31/03/18.IMPRESIÓN VINILOS Y SU COLOCACIÓN DE LA PUBLICIDAD TRASERA Y LATERALES EN DOS AUTOBUSES URBANOS CAMPAÑA ""PLAN GENERAL ESTRUCTURAL DE CASTELLO""",09/06/18,"3.872,00 €",1,92070,22602
2018.0001995,PLASGOCAS SL,31/08/17. MATERIAL PARA SU USO POR BRIGADAS.,21/06/18,"88,92 €",5,15350,221990
2018.0000082,"BOXI CASTELLON, S.L.",31/12/17. ALQUILER MODULOS PORTATILES SANITARIO STANDARD,22/02/18,"193,72 €",5,15340,20300
2018.0000440,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/12/17. MATERIAL DE FERRETERIA PARA SU USO POR BRIGADAS.,02/03/18,"727,39 €",5,15350,221990
2018.0000452,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/12/17. MATERIAL DE FERRETERIA PARA SU USO POR BRIGADAS.,02/03/18,"1.274,15 €",5,15350,221990
2018.0000050,LIMAC MATERIALES DE CONSTRUCCION SL,31/12/17. MATERIAL DE FONTANERIA PARA SU USO POR BRIGADAS.,06/02/18,"866,12 €",5,15350,221990
2018.0000049,LIMAC MATERIALES DE CONSTRUCCION SL,31/12/17. MATERIAL DE FONTANERIA PARA SU USO POR JORNALS DE VILA.,06/02/18,"604,19 €",4,24130,221990
2018.0000279,ARGOT CULTURAL S L,31/12/17. MATERIAL DE PAPELERIA PARA SU USO EN CAMPAÑA DE DINAMIZACIÓN.,26/02/18,"184,04 €",5,23110,226994
2018.0000130,SUMINISTROS INDUSTRIALES Y RECAMBIOS SL,31/12/17. MATERIAL PARA SU USO POR BRIGADAS.,16/02/18,"4,14 €",5,15350,221990
2018.0000078,METALCO SA,31/12/17. MATERIAL PARA SU USO POR BRIGADAS.,06/02/18,"29,22 €",5,15350,221990
2018.0000134,SUMINISTROS INDUSTRIALES Y RECAMBIOS SL,31/12/17. MATERIAL PARA SU USO POR BRIGADAS.,06/02/18,"180,27 €",5,15350,221990
2018.0000441,AMBULANCIAS CSA SL,31/12/17. SERVICIO DE AMBULANCIA CON MOTIVO DE LA CELEBRACIÓN DE LA FIESTA FIN DE AÑO EN EL GRAO.,02/03/18,"360,40 €",1,91203,226990
2018.0000233,MONFORT INGENIEROS S.L.U.,31/12/17. SERVICIOS PROFESIONALES INGENIERIA LEGALIZACIÓN CARPA FIN AÑO 2017.,02/03/18,"1.288,65 €",5,15300,227060
2018.0000358,SDAD ESPAÑOLA CARBUROS METALICOS SA,31/12/17. SUMINISTRO GAS PARA SOLDAR PARA TALLER DE CERRAJERIA,26/02/18,"308,94 €",5,15350,221990
2018.0001421,THYSSENKRUPP ELEVADORES SL,3º TRIMESTRE/17. SERVICIO DE MANTENIMIENTO DEL ASCENSOR SITO INSTALACIONES DEPORTIVAS GAETA HUGUET.,26/04/18,"598,95 €",5,92031,21300
2018.0001362,ZARDOYA OTIS SA,4º TRIMESTRE/17.  2ª PRORR.Y MODIF.CTO (INCORP.ASCENSOR PALACIO MPAL Y EXCLUSION MONTACAR.EDIF.HUCHA) MANT Y REP APARATOS ELEVADORES EDIF.MUNICIPALES JGL 14/3/14 (FORM 1/04/14)REAJUST.ANUALIDADES JGL 29/7/16 PRORR.Y MODIF.JGL 31/3/17 Y 16/2/18.,29/03/18,"11.951,12 €",5,92031,21300
2018.0000424,SDAD.CIVIL POZO PEÑA ROCHA,4º TRIMESTRE/17. CONSUMO AGUA PARA RIEGO DE ZONAS AJARDINADAS EN PENYETA ROJA.,20/04/18,"205,04 €",5,17000,22102
2018.0002918,"CORONAS CASTELLON, S.L.",5 Y 16/04/18. CENTROS DE FLORES NACIMIENTOS HIJOS FUNCIONARIOS.,18/06/18,"99,50 €",1,91201,226010
2018.0000272,FERRETERIA ESCRIG SL,5 Y 19/12/17. MATERIAL DE FERRETERIA PARA SU USO POR POLICIA LOCAL.,06/02/18,"13,04 €",5,13230,221990
2018.0002705,AMBULANCIAS CSA SL,5 Y 6 MAYO 18.  SERVICIO PREVENTIVO DE COBERTURA ASISTENCIA SANITARIA EN ACTOS PUBLICOS ORGANIZADOS POR EL AYUNTAMIENTO.,09/06/18,"601,69 €",5,13500,227991
2018.0002293,CAR ENGINYERIA CIVIL SLP,"50% CONTRATO REDACCIÓN PROYECTO,DIRECCIÓN OBRA Y COORDINACIÓN SEGURIDAD PARA FINALIZACIÓN OBRAS URBANIZACIÓN DE LAS UNIDADES EJECUCIÓN 15 Y 81 UE-R JGL 27/10/2017 Y 1/6/2018 (ACEPTACIÓN PROYECTO)",28/06/18,"27.225,00 €",5,15112,6090618
2018.0001735,MEDIOS DE AZAHAR SA,6 Y 12/03/18. INSERCIÓN PUBLICITARIA S/EXPOSICION AL PUBLICO DEL PLAN GENERAL EN EL DIARIO EL MUNDO,24/05/18,"1.425,38 €",1,92070,22602
2018.0001763,EDITORIAL PRENSA VALENCIANA SA,6 Y 12/03/18. INSERCIÓN PUBLICITARIA S/EXPOSICIÓN AL PÚBLICO PLAN GENERAL EN DIARIO LEVANTE.,24/05/18,"1.452,00 €",1,92070,22602
2018.0002152,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"6 Y 7/04/18. SERVICIO CATERING CON MOTIVO DE LA CAMPAÑA ""ESCALA A CASTELLO""",09/06/18,"198,00 €",1,91201,226990
2018.0003116,"SAGALS,CB",6/05/18. REALIZACIÓN TALLERES LUDICO-CIENTIFICOS CELEBRADO EN EL PLANETARIO.,21/06/18,"195,00 €",4,33300,22609
2018.0001781,JUAN JOSE SANCHEZ LOPEZ SA,6/4/18. OBRAS QUE EJECUTA  EL AYUNTAMIENTO SUBSIDIARIAMENTE PARA LIMPIEZA DE PARCELAS Y SU VALLADO DEC.21/11/14 (FORMALIZ. 11/12/14) PRORROGA DEC 9/12/16.(LIMPIEZA DEL SOLAR SITUADO EN POLIGONO 49 PARCELA 34),24/04/18,"836,52 €",5,15121,22700
2018.0001782,JUAN JOSE SANCHEZ LOPEZ SA,6/4/18. OBRAS QUE EJECUTA  EL AYUNTAMIENTO SUBSIDIARIAMENTE PARA LIMPIEZA DE PARCELAS Y SU VALLADO DEC.21/11/14 (FORMALIZ. 11/12/14) PRORROGA DEC 9/12/16.(LIMPIEZA SOLAR SITUADO EN POLIGONO 49 PARCELA 33),24/04/18,"1.006,82 €",5,15121,22700
2018.0002666,"SERFOMAC, S.L.",7/5/18.  TRABAJOS DE ACTUALIZACION Y MANTENIMIENTO CATASTRAL DEL TERMINO MUNICIPAL DE CASTELLON. JGL 04-09-15 (FORMALIZADO 23-09-15) PRORROGA JGL 21/04/17 (70% PPTO MAXIMO ANUAL).,08/06/18,"4.574,25 €",3,92054,227060
2018.0002635,JUAN JOSE SANCHEZ LOPEZ SA,7/5/18. OBRAS QUE EJECUTA  EL AYUNTAMIENTO SUBSIDIARIAMENTE PARA LIMPIEZA DE PARCELAS Y SU VALLADO DEC.21/11/14 (FORMALIZ. 11/12/14) PRORROGA DEC 9/12/16. (LIMPIEZA SOLAR SITUADO EN CALLE ROSELL 16),18/05/18,"805,40 €",5,15121,22700
2018.0002636,JUAN JOSE SANCHEZ LOPEZ SA,7/5/18. OBRAS QUE EJECUTA  EL AYUNTAMIENTO SUBSIDIARIAMENTE PARA LIMPIEZA DE PARCELAS Y SU VALLADO DEC.21/11/14 (FORMALIZ. 11/12/14) PRORROGA DEC 9/12/16. (LIMPIEZA SOLAR SITUADO EN PINTOR PORCAR 13),18/05/18,"3.579,72 €",5,15121,22700
2018.0002353,"DOSSOM LA PRODUCTORA, S.L.","8 Y 22/04/18. ""JOCS DE FUSTA"" CELEBRACIÓN CAMPAÑA SENTIM ELS PARCS.",31/05/18,"701,80 €",4,32000,226994
2018.0001350,COMUNICACIONES LA PLANA SL,8 Y 9/03/18. INSERCIÓN PUBLICITARIA S/FESTES DE LA MAGDALENA EN DIARI MILLARS.,25/04/18,"605,00 €",1,92070,22602
2018.0001608,"MATERIALES DE CONSTRUCCION FADRELL, S.L.L",9 Y 21/02/18. MATERIAL DE CONSTRUCCIÓN PARA SU USO POR BRIGADAS.,11/05/18,"116,40 €",5,15350,221990
2018.0001799,"SOLUCIONES Y SERVICIOS INFORMÁTICOS GALANOA, S.L.",A15/03/18. ALOJAMIENTO WEB BASICO PATISOBERTS CASTELLO,09/06/18,"90,75 €",3,92053,21690
2018.0002552,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18  ARRENDAMIENTO LOCAL SITO EN C/ RIO PALANCIA 17 1º-1 CON DESTINO A VIVIENDA.,25/05/18,"548,70 €",5,23100,20200
2018.0003071,MEDITERRANEA GESTION SOCIAL Y CULTURAL SA,ABRIL 18 (BIS). SERVICIO MUNICIPAL DE AYUDA A DOMICILIO POLIVALENTE ORDINARAIO (SAD) DEL AYUNTAMIENTO DE CASTELLON. JGL 18/12/15 (FORMALIZADO 21/1/16).(DIFERENCIA HORAS MES ABRIL NO FACTURADAS).,15/06/18,"1.850,16 €",5,23107,227992
2018.0002953,COMUNIDAD DE EXPLOTACION FAMILIA CERVERA CB,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN AV BENICASSIM 8 CON DESTINO A ALBERGUE DE TRANSEUNTES Y ASC. GITANA.,15/06/18,"6.381,70 €",5,23100,20200
2018.0002528,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN AV TOMBATOSSALS 56 CON DESTINO A CENTRO 3º EDAD SAN JUAN BAUTISTA.,25/05/18,"596,45 €",5,23100,20200
2018.0002527,P-4 SL,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN AVDA CASALDUCH 84 BAJO CON DESTINO ESPAI PUBLIC DE LECTURA.,25/05/18,"1.903,11 €",4,33210,20200
2018.0002549,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN BUL BLASCO IBAÑEZ 3 ESQ FED AICA CON DESTINO A AA.VV BULEVAR BLASCO IBAÑEZ.,25/05/18,"1.071,54 €",3,92400,20200
2018.0002485,"FABRA ESCRIG, C.B.","ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ ALZIRA S/N GPO.SAN ARTURO CON DESTINO A A.VV. ""SAN ARTURO"".",25/05/18,"282,28 €",3,92400,20200
2018.0002529,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ AMALIO GIMENO 4 CON DESTINO A AS.PROVIDA Y CENTRO CIVICO CONSTITUCION.,25/05/18,"854,84 €",5,23100,20200
2018.0002525,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CANONIGO SEGARRA 14 BAJO CON DESTINO A FEDEREACION DE ASOCIACIONES CIUDAD.,25/05/18,"484,65 €",3,92400,20200
2018.0002497,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CARCAGENTE 13 CON DESTINO A CENTRO 3 EDAD AZAHAR (TALLERES).,25/05/18,"843,83 €",5,23100,20200
2018.0002481,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CARCAGENTE 35 BAJO CON DESTINO A AS.AMAS DE CASA LLEDO.,25/05/18,"761,76 €",3,92400,20200
2018.0002526,PI CUATRO CB,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CARCAGENTE S/N CON DESTINO A AS. DE JUBILADOS ""AZAHAR"".",25/05/18,"820,54 €",5,23100,20200
2018.0002523,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CAUDIEL 7 GPO STA TERESA CON DESTINO A A.VV ""SANTA TERESA"".",25/05/18,"386,97 €",3,92400,20200
2018.0002533,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CHILCHES 5 GPO SAN ENRIQUE CON DESTINO A A.VV SAN ENRIQUE Y SAN BARTOLOME.,25/05/18,"429,94 €",3,92400,20200
2018.0002478,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CISCAR 4 CON DESTINO A FEDERACION DE DISMINUIDOS FISICOS COCEMFE.,25/05/18,"3.903,93 €",5,23100,20200
2018.0002558,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CRONISTA MUNTANER 6 CON DESTINO A.VV.""CREMOR"".",25/05/18,"773,78 €",3,92400,20200
2018.0002550,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ CRONISTA REVEST 14-B CON DESTINO A A.V.V PERI 18,25/05/18,"534,49 €",3,92400,20200
2018.0002949,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ DOCTOR FERRAN, 24 BAJO CON DESTINO A A.VV RAFALAFENA.",15/06/18,"1.051,72 €",3,92400,20200
2018.0002475,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ DOCTOR FLEMING 19 CON DESTINO A ASOCIACION MADRES SOLTERAS UNIDAS.,25/05/18,"1.425,57 €",5,23100,20200
2018.0002951,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ ENSEÑANZA 9 CON DESTINO A A.VV DE LA ZONA CENTRO.,15/06/18,"947,62 €",3,92400,20200
2018.0002519,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ HISTORIADOR ESCOLANO 28 CON DESTINO A CENTRO DE SERVICIOS SOCIALES.,25/05/18,"2.010,39 €",5,23100,20200
2018.0002530,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ LEPANTO 42 2º-2 CON DESTINO A VIVIENDA.,25/05/18,"339,14 €",5,23100,20200
2018.0002491,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MADRE VEDRUNA 2 CON DESTINO A AS. MAYORES VEDRUNA.,25/05/18,"544,50 €",3,92400,20200
2018.0002518,MOLINA Y POZO SL,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MANUEL AZAÑA 8 CON DESTINO A ESPAI PUBLIC DE LECTURA.,25/05/18,"794,24 €",4,33210,20200
2018.0002493,HNOS. ADELL ANGLES CB,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MARQUES DE LA ENSENADA 10 CON DESTINO A CENTRO MUNICIPAL DE SERVICIOS SOCIALES.,25/05/18,"987,18 €",5,23100,20200
2018.0002532,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MAYOR 100-1º PLANTA.LOCALES Nº6 Y 7 CON DESTINO A AS.DE JUBILADOS Y PENSIONISTAS.,25/05/18,"885,50 €",5,23100,20200
2018.0002492,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MAYOR 76 CON DESTINO A UNION DE CONSUMIDORES DE ESPAÑA.,25/05/18,"491,09 €",4,49320,20200
2018.0002517,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MONCADA 12 CON DESTINO A FEDERACION VECINOS CASTELLON.,25/05/18,"493,51 €",3,92400,20200
2018.0002489,FERRER LABERNIA CB,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ MONCADA 13 CON DESTINO A AA.VV DOCTOR MARAÑON.,25/05/18,"780,76 €",3,92400,20200
2018.0002479,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ OBISPO SALINAS, CHAFAN C/ CISCAR CON DESTINO FEDERACION DE DISMINUIDOS FISICOS COCEMFE.",25/05/18,"1.697,52 €",5,23100,20200
2018.0002554,TRANSPORTES MONFORT SA,"ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ PINTOR SOROLLA ESQ PINTOR OLIET CON DESTINO A AS 3º EDAD ""SAN JOSE OBRERO"".",25/05/18,"1.917,45 €",5,23100,20200
2018.0002553,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 18 ARRENDAMIENTO LOCAL SITO EN C/ RIO PALANCIA 17 1º-3 CON DESTINO A VIVIENDA.,25/05/18,"548,70 €",5,23100,20200
