Factura,Nombre o razón social (Tercero),Descripción,Fecha contabilización,Importe factura,Orgánica,Programa,Económica
2019.0002272,AUTOS MEDITERRANEO S A,DEL 21 AL 24/03/19. SERVICIO DISCRECIONAL DE AUTOBÚS PARA TRASLADO EQUIPO DEL LLEDÓ BOTS.,30/04/2019,"485,00 €",4,33700,226092
2019.0000159,AUTOS MEDITERRANEO S A,"DICIEMBRE 18. CONVENIO ENTRE AUTOS MEDITERRANEO Y EL AYTO CS PARA SUBV TARIFAS A COBRAR PUBLICO USUARIO TTE VIAJEROS AREA METROPOLITANA CS LINEA CS-BORRIOL, CS-BENICASSIM CONCES.CVCS-105.",28/02/2019,"3.702,80 €",5,44100,227990
2019.0000794,AUTOS MEDITERRANEO S A,"ENERO 19. CONVENIO ENTRE AUTOS MEDITERRANEO Y EL AYTO CS PARA SUBV TARIFAS A COBRAR PUBLICO USUARIO TTE VIAJEROS AREA METROPOLITANA CS LINEA CS-BORRIOL, CS-BENICASSIM CONCES.CVCS-105.",21/03/2019,"4.024,34 €",5,44100,227990
2019.000144,AUTOS MEDITERRANEO S A,"FEBRERO/19. CONVENIO ENTRE AUTOS MEDITERRANEO Y EL AYTO CS PARA SUBV TARIFAS A COBRAR PUBLICO USUARIO TTE VIAJEROS AREA METROPOLITANA CS LINEA CS-BORRIOL, CS-BENICASSIM CONCES.CVCS-105.",18/04/2019,"3.974,44 €",5,44100,227990
2019.0002271,LA HISPANO DEL CID SA,05/04/19. SERVICIO DISCRECIONAL DE AUTOBUS ESCOLAR CON CONDUCTOR PARA LOS PARTICIPANTES DEL PROYECTO DENOMINADO L'ESCOLA CANTA.,09/05/2019,"1.840,00 €",4,32000,226992
2019.0001739,LA HISPANO DEL CID SA,"15/03/19. SERVICIO DISCRECIONAL DE AUTOBUS PARA LA VISITA AL ERMITORIO DE LA MAGDALENA DENTRO DEL PROYECTO ACTIVIDADES ""LA TAULA"".",15/04/2019,"240,00 €",5,23110,226992
2019.0002951,LA HISPANO DEL CID SA,"ABRIL 2019. SERVICIO DE TRANSPORTE ESCOLAR PARA ALUMNADO DEL RAVAL UNIVERSITARI, CURSO 2018-19. DEC 19/09/18.",13/06/2019,"2.926,31 €",4,32000,227991
2019.0000117,LA HISPANO DEL CID SA,"DICIEMBRE 18. CONVENIO ENTRE HICID Y EL AYUNTAMIENTO DE CASTELLON PARA SUBVENCION DE TARIFAS A COBRAR AL PUBLICO USUARIO TTE VIAJEROS AREA METROPOLITANA DE CS, CONCESION NºCVCS-107.",28/02/2019,"51.866,96 €",5,44100,227990
2019.0000125,LA HISPANO DEL CID SA,"DICIEMBRE 18. SERVICIO DE TRANSPORTE ESCOLAR PARA ALUMNADO DEL RAVAL UNIVERSITARI, CURSO 2018-19. DEC 19/09/18.",03/02/2019,"2.926,31 €",4,32000,227991
2019.0001054,LA HISPANO DEL CID SA,"ENERO 19.  SERVICIO DE TRANSPORTE ESCOLAR PARA ALUMNADO DEL RAVAL UNIVERSITARI, CURSO 2018-19. DEC 19/09/18.",28/03/2019,"3.971,42 €",4,32000,227991
2019.0000738,LA HISPANO DEL CID SA,"ENERO 19. CONVENIO ENTRE HICID Y EL AYUNTAMIENTO DE CASTELLON PARA SUBVENCION DE TARIFAS A COBRAR AL PUBLICO USUARIO TTE VIAJEROS AREA METROPOLITANA DE CS, CONCESION NºCVCS-107.",21/03/2019,"52.152,04 €",5,44100,227990
2019.0001474,LA HISPANO DEL CID SA,"FEBRERO 19. CONVENIO ENTRE HICID Y EL AYUNTAMIENTO DE CASTELLON PARA SUBVENCION DE TARIFAS A COBRAR AL PUBLICO USUARIO TTE VIAJEROS AREA METROPOLITANA DE CS, CONCESION NºCVCS-107.",18/04/2019,"51.622,56 €",5,44100,227990
2019.0001417,LA HISPANO DEL CID SA,"FEBRERO 19. SERVICIO DE TRANSPORTE ESCOLAR PARA ALUMNADO DEL RAVAL UNIVERSITARI, CURSO 2018-19. DEC 19/09/18.",28/03/2019,"4.180,44 €",4,32000,227991
2019.000222,LA HISPANO DEL CID SA,"MARZO 19. SERVICIO DE TRANSPORTE ESCOLAR PARA ALUMNADO DEL RAVAL UNIVERSITARI, CURSO 2018-19. DEC 19/09/18.",09/05/2019,"3.135,33 €",4,32000,227991
2019.0001661,ACCSA,13/03/19. SERVICIO DE TRASPORTE PARA LOS PARTICIPANTES DE LA CASTELLONADA19.,09/04/2019,"750,00 €",4,32000,226992
2019.0003187,ACCSA,ABRIL 2019.  SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA. JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17 Y REV.PRECIOS JGL 29/09/17.,17/05/2019,"349.881,28 €",5,44110,227992
2019.0002982,ACCSA,ABRIL 2019. SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA (BONO ACTIVAT) JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17 Y REV.PRECIOS JGL 29/09/17.,17/05/2019,"28.537,87 €",5,44110,227992
2019.0000123,ACCSA,DICIEMBRE 18.  SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA (BONO ACTIVAT) JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17 Y REV.PRECIOS JGL 29/09/17.,15/02/2019,"26.767,15 €",5,44110,227992
2019.000032,ACCSA,DICIEMBRE 18.  SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA. JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17 Y REV.PRECIOS JGL 29/09/17.,15/02/2019,"349.881,28 €",5,44110,227992
2019.0000739,ACCSA,ENERO 19. SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA (BONO ACTIVAT) JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17 Y REV.PRECIOS JGL 29/09/17.,22/02/2019,"30.502,79 €",5,44110,227992
2019.000074,ACCSA,ENERO 19. SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA. JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17 Y REV.PRECIOS JGL 29/09/17.,22/02/2019,"362.699,92 €",5,44110,227992
2019.0001475,ACCSA,FEBRERO 19.  SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA. JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17 Y REV.PRECIOS JGL 29/09/17.,22/03/2019,"337.062,64 €",5,44110,227992
2019.0001476,ACCSA,FEBRERO 19. SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA (BONO ACTIVAT) JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17 Y REV.PRECIOS JGL 29/09/17.,22/03/2019,"30.233,62 €",5,44110,227992
2019.0002214,ACCSA,MARZO 19. SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA. JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17 Y REV.PRECIOS JGL 29/09/17.,26/04/2019,"349.881,28 €",5,44110,227992
2019.0002215,ACCSA,MARZO 2019. SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA (BONO ACTIVAT) JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17 Y REV.PRECIOS JGL 29/09/17.,26/04/2019,"28.057,35 €",5,44110,227992
2019.0001553,ACCSA,"REVISIÓN DE PRECIOS PARA EL PERIODO 23/09/18 AL 22/09/19.  CONTRATO SERVICIO TRANSPORTE PUBLICO URBANO EN CASTELLON DE LA PLANA. JGL 22/3/13 (FORMALIZADO 05/09/13) MODIFICADO JGL 31/03/17, REV.PRECIOS JGL 29/09/17 Y REV PRECIOS 01/03/19.",22/03/2019,"133.592,16 €",5,44110,227992
2019.000117,SOCIEDAD ANONIMA DE TRACCION,09/01/19. REPUESTOS VEHICULOS PARA TALLER MECANICO,08/04/2019,"137,67 €",5,15350,221990
2019.000112,VEDAT CASTELLON SA,"DICIEMBRE 18. LOTE 1.- VEHICULOS AUTOMOVILES, CONTRATO SERVICIO DE REPARACION, REPOSICION DE PIEZAS Y MANTENIMIENTO DE TODOS LOS VEHICULOS, MOTOCICLETAS Y BICICLETAS POLICIALES Y DE A.M.U. JGL 28/7/17 (FORMALIZADO 31/7/17).",15/03/2019,"3.776,79 €",5,13230,21400
2019.0001121,VEDAT CASTELLON SA,"DICIEMBRE 18. LOTE 2.- MOTOCICLETAS Y QUADS, CONTRATO SERVICIO DE REPARACION, REPOSICION DE PIEZAS Y MANTENIMIENTO DE TODOS LOS VEHICULOS, MOTOCICLETAS Y BICICLETAS POLICIALES Y DE A.M.U. JGL 28/7/17 (FORMALIZADO 31/7/17).",01/03/2019,"520,97 €",5,13230,21400
2019.0001011,VEDAT CASTELLON SA,"ENERO 19. LOTE 1.- VEHICULOS AUTOMOVILES, CONTRATO SERVICIO DE REPARACION, REPOSICION DE PIEZAS Y MANTENIMIENTO DE TODOS LOS VEHICULOS, MOTOCICLETAS Y BICICLETAS POLICIALES Y DE A.M.U. JGL 28/7/17 (FORMALIZADO 31/7/17).",01/03/2019,"282,21 €",5,13230,21400
2019.0001122,VEDAT CASTELLON SA,"ENERO 19. LOTE 2.- MOTOCICLETAS Y QUADS, CONTRATO SERVICIO DE REPARACION, REPOSICION DE PIEZAS Y MANTENIMIENTO DE TODOS LOS VEHICULOS, MOTOCICLETAS Y BICICLETAS POLICIALES Y DE A.M.U. JGL 28/7/17 (FORMALIZADO 31/7/17).",15/03/2019,"507,63 €",5,13230,21400
2019.0001314,INSTALACIONES TURISTICAS COSTERAS SA,"20/02/19. COMIDA A LAS PAREJAS QUE CELEBRAN ESTE AÑO SUS BODAS DE ORO MATRIMONIALES DENTRO DE LA CAMPAÑA MUNICIPAL ""BODAS DE ORO"".",09/04/2019,"2.295,00 €",5,23105,226992
2019.000212,TRANSPORTES MONFORT SA,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO CL PINTOR SOROLLA ESQUINA CL PINTOR OLIET CON DESTINO CENTRO 3º EDAD SAN JOSE",17/05/2019,"1.946,21 €",5,23100,20200
2019.0003354,TRANSPORTES MONFORT SA,"ABRIL 2019.  LOTE 2, CTO SUMINISTRO COMBUSTIBLE AUTOMOCION (GAS NATURAL COMPRIMIDO Y LICUADO)  PARA VEHICULOS DEL AYUNTAMIENTO DE CASTELLON. JGL 21/12/18 (FORMALIZADO 23/01/19).",07/06/2019,"75,15 €",5,92040,22103
2019.0002753,TRANSPORTES MONFORT SA,"ENERO 2019
ARRENDAMIENTO LOCAL SITO CL PINTOR SOROLLA ESQUINA CL PINTOR OLIET CON DESTINO CENTRO 3º EDAD SAN JOSE",10/05/2019,"1.946,21 €",5,23100,20200
2019.0002242,TRANSPORTES MONFORT SA,"FEBRERO 19. LOTE 2, CTO SUMINISTRO COMBUSTIBLE AUTOMOCION (GAS NATURAL COMPRIMIDO Y LICUADO)  PARA VEHICULOS DEL AYUNTAMIENTO DE CASTELLON. JGL 21/12/18 (FORMALIZADO 23/01/19).",26/04/2019,"79,30 €",5,92040,22103
2019.0002754,TRANSPORTES MONFORT SA,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO CL PINTOR SOROLLA ESQUINA CL PINTOR OLIET CON DESTINO CENTRO 3º EDAD SAN JOSE",10/05/2019,"1.946,21 €",5,23100,20200
2019.0002244,TRANSPORTES MONFORT SA,"MARZO 19. LOTE 2, CTO SUMINISTRO COMBUSTIBLE AUTOMOCION (GAS NATURAL COMPRIMIDO Y LICUADO)  PARA VEHICULOS DEL AYUNTAMIENTO DE CASTELLON. JGL 21/12/18 (FORMALIZADO 23/01/19).",26/04/2019,"54,67 €",5,92040,22103
2019.0002755,TRANSPORTES MONFORT SA,"MARZO 2019
ARRENDAMIENTO LOCAL SITO CL PINTOR SOROLLA ESQUINA CL PINTOR OLIET CON DESTINO CENTRO 3º EDAD SAN JOSE",10/05/2019,"1.946,21 €",5,23100,20200
2019.0001859,RADIO CASTELLON SA,28/02/19. CUÑAS PUBLICITARIAS S/CAMPAÑA BONO BUS Y TRAM CON BICICAS EN CADENA SER,26/04/2019,"3.794,08 €",1,92070,22602
2019.000165,RADIO CASTELLON SA,28/02/19. CUÑAS PUBLICITARIAS S/CAMPAÑA CARNAVAL 2019 EN CADENA SER,26/04/2019,"1.415,70 €",1,92070,22602
2019.0001649,RADIO CASTELLON SA,28/02/19. CUÑAS PUBLICITARIAS S/CAMPAÑA JORNADA DE LA GALERA EN CADENA SER,26/04/2019,"1.868,72 €",1,92070,22602
2019.0001648,RADIO CASTELLON SA,28/02/19. CUÑAS PUBLICITARIAS S/CAMPAÑA MARATON CASTELLON 2019 EN CADENA SER,26/04/2019,"1.698,84 €",1,92070,22602
2019.0000804,RADIO CASTELLON SA,"31/01/19. CUÑAS PUBLICITARIAS S/CAMPAÑA CEVISAMA 2019 EN CADENA SER
",20/03/2019,"3.001,28 €",1,92070,22602
2019.0000803,RADIO CASTELLON SA,31/01/19. CUÑAS PUBLICITARIAS S/CAMPAÑA CONCERT DE BENVINGUDA EN CADENA SER,20/03/2019,"1.868,72 €",1,92070,22602
2019.0000802,RADIO CASTELLON SA,31/01/19. CUÑAS PUBLICITARIAS S/CAMPAÑA FITUR 2019 EN CADENA SER,20/03/2019,"3.397,68 €",1,92070,22602
2019.00024,RADIO CASTELLON SA,31/03/19. CUÑAS PUBLICITARIAS S/CAMPAÑA MAGDALENA 2019 EN CADENA SER,29/05/2019,"2.435,00 €",1,92070,22602
2019.0002399,RADIO CASTELLON SA,31/03/19. CUÑAS PUBLICITARIAS S/CAMPAÑA PRESUPUESTOS PARTICIPATIVOS 2019 EN CADENA SER,29/05/2019,"2.548,26 €",1,92070,22602
2019.0002398,RADIO CASTELLON SA,"31/03/19. CUÑAS PUBLICITARIAS S/X ENCUENTRO EMPRESAS RADIO CASTELLON
",29/05/2019,"4.840,00 €",1,92070,22602
2019.0000243,RADIO CASTELLON SA,31/12/18. CUÑAS PUBLICITARIAS S/CAMPAÑA DE NAVIDAD 0 ALCOHOL EN CADENA SER,18/04/2019,"4.954,95 €",1,92070,22602
2019.000021,RADIO CASTELLON SA,31/12/18. CUÑAS PUBLICITARIAS S/CAMPAÑA MERCADO MEDIEVAL EN CADENA SER,18/04/2019,"1.321,32 €",1,92070,22602
2019.0000208,RADIO CASTELLON SA,31/12/18. CUÑAS PUBLICITARIAS S/CAMPAÑA NADAL DE CORALS EN CADENA SER,18/04/2019,"2.359,50 €",1,92070,22602
2019.0000242,RADIO CASTELLON SA,31/12/18. CUÑAS PUBLICITARIAS S/CAMPAÑA PROGRAMACION NAVIDAD EN CADENA SER,18/04/2019,"2.831,40 €",1,92070,22602
2019.0000244,RADIO CASTELLON SA,31/12/18. CUÑAS PUBLICITARIAS S/CAMPAÑA REFUERZO TRANSPORTE EN CADENA SER,18/04/2019,"4.954,95 €",1,92070,22602
2019.0000209,RADIO CASTELLON SA,31/12/18. CUÑAS PUBLICITARIAS S/CAMPAÑA REGALA MARATO EN CADENA SER,18/04/2019,"1.887,60 €",1,92070,22602
2019.0003386,LIMPIEZAS RASA SA,"08/04/19. SERVICIO DE LIMPIEZA DEL PALAU DE LA FESTA EN CAMPAÑA ""CAMPIONAT SCRABBLE INTERCOMARCAL DE SECUNDARIA""",12/06/2019,"181,50 €",3,33410,22699
2019.0000898,COMAYPA SA,08/02/19. TRABAJOS DE ELABORACIÓN DEL INFORME PRELIMINAR DEL ESTADO DE LA ESTRUCTURA DEL CEIP MEASTRO CANÓS. DEC 18/12/2018,12/03/2019,"9.569,51 €",5,15300,227060
2019.0000696,PROMOCIONES Y EDICIONES CULTURALES SA,02/01/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA DE NAVIDAD EN DIARIO MEDITERRÁNEO.,20/03/2019,"1.250,01 €",1,92070,22602
2019.0002351,PROMOCIONES Y EDICIONES CULTURALES SA,02/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA FOMENTO TRANSPORTE SOSTENIBLE EN DIARIO MEDITERRÁNEO.,29/05/2019,"2.589,99 €",1,92070,22602
2019.0000076,PROMOCIONES Y EDICIONES CULTURALES SA,02/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA PUERTO CASTELLÓN EN DIARIO MEDITERRÁNEO.,18/04/2019,"4.999,99 €",1,92070,22602
2019.0002352,PROMOCIONES Y EDICIONES CULTURALES SA,03/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA FENT CAMINS A L'ESCOLA EN DIARIO MEDITERRÁNEO.,29/05/2019,"2.589,99 €",1,92070,22602
2019.0002362,PROMOCIONES Y EDICIONES CULTURALES SA,03/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA REPORTAJE SOBRE EL PATRIMONIO EN DIARIO MEDITERRÁNEO.,29/05/2019,"4.999,99 €",1,92070,22602
2019.000008,PROMOCIONES Y EDICIONES CULTURALES SA,06/12/18. INSERCIÓN PUBLICITARIA S/PROGRAMACIÓN ANIVERSARIO CONSTITUCION ESPAÑOLA EN DIARIO MEDITERRÁNEO,18/04/2019,"4.999,99 €",1,92070,22602
2019.0000081,PROMOCIONES Y EDICIONES CULTURALES SA,08/12/18. INSERCIÓN PUBLICITARIA S/ANIVERSARIO MATILDE SALVADOR EN DIARIO MEDITERRÁNEO.,18/04/2019,"999,99 €",1,92070,22602
2019.0000084,PROMOCIONES Y EDICIONES CULTURALES SA,08/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA CARRIL BICI EN DIARIO MEDITERRÁNEO.,18/04/2019,"3.237,96 €",1,92070,22602
2019.0000083,PROMOCIONES Y EDICIONES CULTURALES SA,09/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA TRANSPORTE PUBLICO EN DIARIO MEDITERRÁNEO.,18/04/2019,"3.237,96 €",1,92070,22602
2019.0001409,PROMOCIONES Y EDICIONES CULTURALES SA,1 Y 2/02/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA FESTIVAL JAZZ EN EL DIARIO MEDITERRÁNEO.,26/04/2019,"2.499,99 €",1,92070,22602
2019.0002353,PROMOCIONES Y EDICIONES CULTURALES SA,1 Y 2/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA CARNAVAL EN DIARIO MEDITERRÁNEO.,29/05/2019,"3.333,33 €",1,92070,22602
2019.0002356,PROMOCIONES Y EDICIONES CULTURALES SA,10 Y 11/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA HOMENAJE A LOS SECTORES EN DIARIO MEDITERRÁNEO.,29/05/2019,"3.154,47 €",1,92070,22602
2019.0000712,PROMOCIONES Y EDICIONES CULTURALES SA,10/01/19. INSERCIÓN PUBLICITARIA S/EXPROPIACIÓN CARCAGENTE / RDA.ESTE EN DIARIO MEDITERRÁNEO.,20/03/2019,"5.801,95 €",5,15112,22602
2019.0000464,PROMOCIONES Y EDICIONES CULTURALES SA,10/11/18. INSERCIÓN PUBLICITARIA S/GALA DEPORTE-ESPORT JOVE EN DIARIO MEDITERRÁNEO.,21/03/2019,"4.999,99 €",1,92070,22602
2019.0000085,PROMOCIONES Y EDICIONES CULTURALES SA,15/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA DE SEGURIDAD VIAL EN DIARIO MEDITERRÁNEO.,18/04/2019,"3.237,96 €",1,92070,22602
2019.0002357,PROMOCIONES Y EDICIONES CULTURALES SA,16 Y 17/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA GALANIA MAGDALENA EN DIARIO MEDITERRÁNEO.,29/05/2019,"3.154,47 €",1,92070,22602
2019.0001416,PROMOCIONES Y EDICIONES CULTURALES SA,16/02/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA DE AMPLIACION HORARIO MAGDALENA EN DIARIO MEDITERRÁNEO.,26/04/2019,"929,28 €",1,92070,22602
2019.0002358,PROMOCIONES Y EDICIONES CULTURALES SA,18/03/19. INSERCIÓN PUBLICITARIA S/ORDENANZA DE LIMPIEZA EN DIARIO MEDITERRÁNEO.,29/05/2019,"745,36 €",1,92070,22602
2019.0000086,PROMOCIONES Y EDICIONES CULTURALES SA,18/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA SUPERILLES EN DIARIO MEDITERRÁNEO.,18/04/2019,"3.237,96 €",1,92070,22602
2019.0002348,PROMOCIONES Y EDICIONES CULTURALES SA,2 Y 3/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA PRESUPUESTOS PARTICIPATIVOS DECIDIM FASE PROPOSTES EN DIARIO MEDITERRÁNEO.,29/05/2019,"4.999,99 €",1,92070,22602
2019.0001412,PROMOCIONES Y EDICIONES CULTURALES SA,20 Y 27/02/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA MARATON 2019 EN DIARIO MEDITERRÁNEO.,26/04/2019,"4.999,72 €",1,92070,22602
2019.0000611,PROMOCIONES Y EDICIONES CULTURALES SA,2019. SUSCRIPCIÓN AL DIARIO MEDITERRÁNEO PARA BIBLIOTECAS Y ESPAIS DE LECTURA.,25/02/2019,"3.512,00 €",4,33210,220010
2019.000061,PROMOCIONES Y EDICIONES CULTURALES SA,2019. SUSCRIPCIONES AL DIARIO MEDITERRANEO PARA DEPENDENCIAS MUNICIPALES.,25/02/2019,"26.340,00 €",3,92065,22001
2019.0002363,PROMOCIONES Y EDICIONES CULTURALES SA,22/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA FIESTAS DE LA MAGDALENA EN DIARIO MEDITERRÁNEO.,29/05/2019,"2.590,01 €",1,92070,22602
2019.0000089,PROMOCIONES Y EDICIONES CULTURALES SA,22/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA BICICAS EN DIARIO MEDITERRÁNEO.,18/04/2019,"3.237,96 €",1,92070,22602
2019.000009,PROMOCIONES Y EDICIONES CULTURALES SA,"23/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA ""FENT CAMINS CAP A L'ESCOLA"" EN DIARIO MEDITERRÁNEO.",18/04/2019,"3.237,96 €",1,92070,22602
2019.0000093,PROMOCIONES Y EDICIONES CULTURALES SA,24/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA PROGRAMACIÓN ACTIVIDADES NAVIDAD EN DIARIO MEDITERRÁNEO.,18/04/2019,"5.000,00 €",1,92070,22602
2019.0000714,PROMOCIONES Y EDICIONES CULTURALES SA,25/01/19. INSERCIÓN PUBLICITARIA S/PADRONES FISCALES 2019 EN DIARIO MEDITERRÁNEO.,20/03/2019,"1.118,04 €",3,93200,226020
2019.0003106,PROMOCIONES Y EDICIONES CULTURALES SA,26/04/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA EMPRESA DEL AÑO EN DIARIO MEDITERRÁNEO.,29/05/2019,"2.590,01 €",1,92070,22602
2019.0000095,PROMOCIONES Y EDICIONES CULTURALES SA,27/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA USO BICICLETA EN DIARIO MEDITERRÁNEO.,18/04/2019,"3.237,96 €",1,92070,22602
2019.0000918,PROMOCIONES Y EDICIONES CULTURALES SA,28/01/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA CEVISAMA EN DIARIO MEDITERRÁNEO.,20/03/2019,"1.252,35 €",1,92070,22602
2019.0001418,PROMOCIONES Y EDICIONES CULTURALES SA,28/02/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA CARNAVAL EN DIARIO MEDITERRÁNEO.,26/04/2019,"1.666,65 €",1,92070,22602
2019.0001413,PROMOCIONES Y EDICIONES CULTURALES SA,28/02/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA CARRIL BICI EN DIARIO MEDITERRÁNEO.,26/04/2019,"2.589,99 €",1,92070,22602
2019.0001415,PROMOCIONES Y EDICIONES CULTURALES SA,28/02/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA PROGRAMA PATROCINIS CIUTAT CS EN DIARIO MEDITERRÁNEO,26/04/2019,"745,36 €",1,92070,22602
2019.0001414,PROMOCIONES Y EDICIONES CULTURALES SA,28/02/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA RECARGA BONO BUS TRAM CON BICICAS EN DIARIO MEDITERRÁNEO.,26/04/2019,"1.250,01 €",1,92070,22602
2019.0001502,PROMOCIONES Y EDICIONES CULTURALES SA,28/02/19. INSERCIÓN PUBLICITARIA S/MANIFESTACION CITRICULTURA 25F EN DIARIO MEDITERRÁNEO.,26/04/2019,"1.210,00 €",1,92070,22602
2019.0002359,PROMOCIONES Y EDICIONES CULTURALES SA,28/03/19. INSERCIÓN PUBLICITARIA S/PADRONES FISCALES EN DIARIO MEDITERRÁNEO.,29/05/2019,"1.490,72 €",3,93200,226020
2019.0000715,PROMOCIONES Y EDICIONES CULTURALES SA,29 Y 30/01/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA FESTIVAL JAZZ EN DIARIO MEDITERRÁNEO.,20/03/2019,"2.499,98 €",1,92070,22602
2019.0000711,PROMOCIONES Y EDICIONES CULTURALES SA,31/01/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA BEURE I CONDUIR POT ACABAR AÇI EN DIARIO MEDITERRÁNEO.,20/03/2019,"1.666,65 €",1,92070,22602
2019.0002354,PROMOCIONES Y EDICIONES CULTURALES SA,31/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA EL SO DEL TALENT EN DIARIO MEDITERRÁNEO.,29/05/2019,"3.136,32 €",1,92070,22602
2019.000235,PROMOCIONES Y EDICIONES CULTURALES SA,31/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA SEGURIDAD VIAL EN DIARIO MEDITERRÁNEO.,29/05/2019,"2.589,99 €",1,92070,22602
2019.0002365,PROMOCIONES Y EDICIONES CULTURALES SA,31/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA VIDEO PROMOCION VALENCIANO EN WEB DIARIO MEDITERRÁNEO.,29/05/2019,"1.306,80 €",1,92070,22602
2019.0002364,PROMOCIONES Y EDICIONES CULTURALES SA,31/03/19. INSERCIÓN PUBLICITARIA S/VIDEO PRESUPUESTOS PARTICIPATIVOS EN WEB DIARIO MEDITERRÁNEO.,29/05/2019,"1.306,80 €",1,92070,22602
2019.0002367,PROMOCIONES Y EDICIONES CULTURALES SA,31/03/19. INSERCIÓN PUBLICITARIA S/VIDEO PROMOCION VALENCIANO EN WEB DIARIO MEDITERRÁNEO.,29/05/2019,"1.306,80 €",1,92070,22602
2019.0002366,PROMOCIONES Y EDICIONES CULTURALES SA,31/03/19. INSERCIÓN VIDEO PRESUPUESTOS PARTICIPATIVOS EN WEB DIARIO MEDITERRÁNEO.,29/05/2019,"1.306,80 €",1,92070,22602
2019.0001125,PROMOCIONES Y EDICIONES CULTURALES SA,31/12/18. ENCARTE DE 2000 EJEMPLARES DE LA GUÍA DE NAVIDAD 2018 EN EL PERIÓDICO MEDITERRÁNEO. CAMPAÑA COMERCIAL NAVIDEÑA.DEC 23/11/2018,21/03/2019,"326,70 €",4,43100,226020
2019.0000098,PROMOCIONES Y EDICIONES CULTURALES SA,31/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA DE TRANSPORTE URBANO EN DIARIO MEDITERRÁNEO.,18/04/2019,"3.237,96 €",1,92070,22602
2019.0000097,PROMOCIONES Y EDICIONES CULTURALES SA,31/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA FIN AÑO EN DIARIO MEDITERRÁNEO.,18/04/2019,"5.000,00 €",1,92070,22602
