Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2017.0006785,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,20/11/17. REPARACIÓN DE FLAUTA MURAMATSU Y PICCOLO J. HAMMIG DE LA BANDA MUNICIPAL.,29/12/17,"1.270,50 €",4,33420,21500
2017.0006521,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/11 Y 05/11/17. GRABACIONES CONCIERTOS DE LA BANDA MUNICIPAL.,29/12/17,"847,00 €",4,33420,227991
2017.0007433,EL CORTE INGLES SA,"05/12/17 ADQUISICIÓN VESTUARIO BANDA MUNICIPAL DE MÚSICA, S/DEC.08/11/17",29/12/17,"13.102,38 €",4,33420,22104
2017.0007258,ARTIS STORE SL,27/11/17. REPARACIÓN CABEZA FLAUTIN DE LA BANDA MUNICIPAL.,29/12/17,"725,00 €",4,33420,21500
2017.0005503,ORACLE IBERICA SRL,11/10/17. SERVICIOS DE MANTENIMIENTO DE LINUX,13/11/17,"578,77 €",3,92055,21610
2017.0005508,ORACLE IBERICA SRL,11/10/17. MANTENIMIENTO PARA EL EJERCICIO DE 2017 DEL SOPORTE DE ORACLE,13/11/17,"1.811,41 €",3,92055,21610
2017.0000345,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,16/01/17. REPARACIÓN VEHICULO B-3 DE BOMBEROS.,17/02/17,"173,03 €",5,13600,21400
2017.0000346,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/12/16. REPARACIÓN VEHICULO BNP-2 DE BOMBEROS.,17/02/17,"333,11 €",5,13600,21400
2017.0000292,SDAD ESPAÑOLA CARBUROS METALICOS SA,16/01/17. SUMINISTRO GAS PARA SOLDAR PARA BOMBEROS.,17/02/17,"653,40 €",5,13600,221991
2017.0000199,OMNIA MOTOR SA,15/12/16. REPARACIÓN VEHICULO MATRICULA 6915-BDJ DE BOMBEROS.,17/02/17,"467,98 €",5,13600,21400
2017.0000377,ITURRI SA,DICIEMBRE/16.  RENTING FURGON SALVAMENTOS VARIOS (FSV) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 2/03/12 (FORMALIZADO 2/04/12) ACTA ENTREGA 12/11/12.,17/02/17,"4.717,67 €",5,13600,20400
2017.0000378,ITURRI SA,DICIEMBRE/16. RENTING AUTOBOMBA RURAL PESADA (BRP) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 23/12/11 (FORMALIZADO 30/1/12) ACTA ENTREGA 01/10/12.,17/02/17,"4.327,81 €",5,13600,20402
2017.0000033,TRANSTEL SA,DICIEMBRE 16. ARRENDAMIENTO SIN OPCION DE COMPRA DE UN VEHICULO DE MANDO Y COORDINACION CON DESTINO AL SERVICIO DE BOMBEROS.  JGL 14/10/16,17/02/17,"975,70 €",5,13600,20404
2017.0000514,TRANSTEL SA,ENERO/17.  ARRENDAMIENTO SIN OPCION DE COMPRA DE UN VEHICULO DE MANDO Y COORDINACION CON DESTINO AL SERVICIO DE BOMBEROS.  JGL 14/10/16 (FORMALIZADO 19/10/16) ACTA DE ENTREGA 25/11/16.,17/02/17,"975,70 €",5,13600,20404
2017.0000364,"PUERTAS AUTOMATICAS PORTIS, S.L.",2017. MANTENIMIENTO PUERTA RETEN BOMBEROS.,17/02/17,"2.443,93 €",5,13600,21301
2016.0015316,FERRETERIA ESCRIG SL,18/11/16. DUPLICADO LLAVES PARA BOMBEROS.,23/02/17,"6,00 €",5,13600,221991
2017.0000555,CASTELLANO ACTIVA SL,01/02/17. INSPECCIÓN TÉCNICA DE LOS VEHICULOS MATRICULAS (3488-BGD Y 5072-HFX) DE BOMBEROS.,02/03/17,"191,42 €",5,13600,21400
2017.0000749,EL CORTE INGLES SA,10/02/17. SUMINISTRO BOTAS INTERVENCIÓN PARA BOMBEROS.,17/03/17,"3.938,55 €",5,13600,221041
2017.0000976,BBVA RENTING SA,ENERO 17. ARRENDAMIENTO DE UN VEHICULO AUTOBOMBA POLISOCORRO DE PRIMERA INSTANCIA CON DESTINO AL PARQUE DE BOMBEROS. JGL 28-11-08 (ACTA RECEPCION 04-09-09),17/03/17,"3.152,32 €",5,13600,20403
2017.0001047,BBVA RENTING SA,DICIEMBRE 16. ARRENDAMIENTO DE UN VEHICULO AUTOBOMBA POLISOCORRO DE PRIMERA INSTANCIA CON DESTINO AL PARQUE DE BOMBEROS. JGL 28-11-08 (ACTA RECEPCION 04-09-09),17/03/17,"3.152,32 €",5,13600,20403
2017.0000947,ITURRI SA,ENERO 17.  RENTING FURGON SALVAMENTOS VARIOS (FSV) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 2/03/12 (FORMALIZADO 2/04/12) ACTA ENTREGA 12/11/12.,17/03/17,"4.717,67 €",5,13600,20400
2017.0000948,ITURRI SA,ENERO 17. RENTING AUTOBOMBA RURAL PESADA (BRP) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 23/12/11 (FORMALIZADO 30/1/12) ACTA ENTREGA 01/10/12.,17/03/17,"4.327,81 €",5,13600,20402
2017.0000869,JUAN GOZALBO SL,31/01/17. REPARACIÓN MOTOSIERRA DE BOMBEROS.,17/03/17,"16,31 €",5,13600,21400
2017.0000850,RUBERT OFIMATICA SL,15/02/17. SUMINISTRO TONER PARA SU USO POR BOMBEROS.,17/03/17,"106,29 €",5,13600,21400
2017.0001063,TRANSTEL SA,FEBRERO/17.  ARRENDAMIENTO SIN OPCION DE COMPRA DE UN VEHICULO DE MANDO Y COORDINACION CON DESTINO AL SERVICIO DE BOMBEROS.  JGL 14/10/16 (FORMALIZADO 19/10/16) ACTA DE ENTREGA 25/11/16.,17/03/17,"975,70 €",5,13600,20404
2017.0001086,OMNIA MOTOR SA,10/02/17. REPARACIÓN RETROVISOR CAMIÓN MATRICULA 3488-BGD DE BOMBEROS.,27/03/17,"53,89 €",5,13600,21400
2017.0000909,AUTOMOCION LA PISTA SA,07/02/17. ENGRASAR VEHICULO MATRICULA 8028-CVC DE BOMBEROS.,27/03/17,"102,91 €",5,13600,21400
2017.0000910,AUTOMOCION LA PISTA SA,"02/02/17. ENGRASAR, DESMONTAR RUEDA DE RECAMBIO PARA ENGRASAR DEL VEHICULO MATRICULA 7646-CSJ DE BOMBEROS.",27/03/17,"102,91 €",5,13600,21400
2017.0000911,AUTOMOCION LA PISTA SA,"17/01/17. REVISAR FRENOS, SUSTITUIR PASTILLAS DE FRENO DEL VEHICULO MATRICULA CS-7727-AM DE BOMBEROS.",27/03/17,"318,54 €",5,13600,21400
2017.0000879,CARROCERIAS FERRER SELMA SL,20/02/17. REPARACIÓN VEHICULO MATRICULA 3546HMVDE BOMBEROS.,27/03/17,"260,48 €",5,13600,21400
2017.0001062,CARROCERIAS FERRER SELMA SL,01/03/17. INSTALAR PUENTE DE LUCES DEL VEHICULO MATRICULA 0928JWM DE BOMBEROS.,27/03/17,"2.767,27 €",5,13600,21400
2017.0000914,COSUMSE SL,22/02/17. SUMINISTRO MATERIAL DE LIMPIEZA PARA SU USO POR BOMBEROS 1ª OPERACIÓN CONTABLE S/BASE 6 DE LAS BASES DE EJ. DEL PRESUPUESTO.,27/03/17,"575,95 €",5,13600,221990
2017.0000951,COSUMSE SL,24/02/17. ADQUISICIÓN 21 PARES DE BOTAS FORESTAL PARA BOMBEROS.,27/03/17,"2.491,45 €",5,13600,221041
2017.0000952,COSUMSE SL,24/02/17. ADQUISICIÓN ZAPATOS DE SEGURIDAD PARA BOMBEROS.,27/03/17,"2.153,56 €",5,13600,221041
2017.0000953,COSUMSE SL,24/02/17. SUMINISTRO SACOS SEPIOLITA ABSONET PARA SU USO POR BOMBEROS.,27/03/17,"2.981,44 €",5,13600,221992
2017.0000928,ALKIME CONSULTORES S.L,"22/02/17. REPUESTOS RADIOS, BATERIAS Y CARGADORES PARA BOMBEROS.",27/03/17,"4.428,60 €",5,13600,63300
2017.0001390,ITURRI SA,FEBRERO 17. RENTING AUTOBOMBA RURAL PESADA (BRP) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 23/12/11 (FORMALIZADO 30/1/12) ACTA ENTREGA 01/10/12.,31/03/17,"4.327,81 €",5,13600,20402
2017.0001391,ITURRI SA,FEBRERO 17. RENTING FURGON SALVAMENTOS VARIOS (FSV) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 2/03/12 (FORMALIZADO 2/04/12) ACTA ENTREGA 12/11/12.,31/03/17,"4.717,67 €",5,13600,20400
2017.0001239,FERRETERIA ESCRIG SL,DEL 9 AL 21/02/17. MATERIAL DE FERRETERIA PARA SU USO POR BOMBEROS.,04/04/17,"36,88 €",5,13600,221990
2017.0001403,CARROCERIAS FERRER SELMA SL,16/03/17. CAMBIO AMORTIGUADORES DEL VEHICULO MATRICULA 7646- CSJ DE BOMBEROS.,11/04/17,"450,89 €",5,13600,21400
2017.0001404,CARROCERIAS FERRER SELMA SL,16/03/17. REPARACIÓN CIERRE DE LA PUERTA DEL CONDUCTOR DEL VEHICULO MATRICULA CS-8250-AF DE BOMBEROS.,11/04/17,"338,80 €",5,13600,21400
2017.0001408,COSUMSE SL,16/03/17. REPARACION  LINTERNAS LED CON CAMBIO DE OPTICA PARA BOMBEROS.,11/04/17,"485,75 €",5,13600,21400
2017.0001409,COSUMSE SL,16/03/17. SUMINISTRO PROTECTOR AUDITIVO TIPO TAPON QUIET CON CORDON PARA BOMBEROS.,11/04/17,"348,48 €",5,13600,221991
2017.0001411,COSUMSE SL,16/03/17. SUMINISTRO MASCARILLAS PARA SU USO POR BOMBEROS.,11/04/17,"748,75 €",5,13600,221991
2017.0001413,COSUMSE SL,"J16/03/17. SUMINISTRO DE UEGOS DE LLAVES ASCENSOR, ARQUETA DE LUZ Y TRAMPILLA DE AGUA PARA BOMBEROS.",11/04/17,"448,91 €",5,13600,221991
2017.0001414,COSUMSE SL,16/03/17. CONJUNTO DE ESCALERAS DE ASALTO DE FIBRA ESPECIALES PARA SERVICIO BOMBEROS.,11/04/17,"3.996,99 €",5,13600,63300
2017.0001469,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/02/17. COMPROBACIÓN BATERIAS Y ARRANCAR CAMIÓN VOLVO VEHICULO BOMBEROS.,20/04/17,"42,35 €",5,13600,21400
2017.0001470,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/02/17. REPARACIÓN VARIOS VEHICULOS DE BOMBEROS.,20/04/17,"365,12 €",5,13600,21400
2017.0001471,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/02/17. REPARACIÓN VEHICULO MATRICULA 7324-BCK DE BOMBEROS.,20/04/17,"198,44 €",5,13600,21400
2017.0001405,SUMINISTROS INDUSTRIALES Y RECAMBIOS SL,28/02/17. SUMINISTRO DESTORNILLADORES PARA BOMBEROS.,20/04/17,"14,86 €",5,13600,221990
2017.0001491,"CASBEVI 2000, S.L.",14/02/17. REPARACIÓN DEL VEHICULO MATRICULA 5072-HFX DE BOMBEROS.,20/04/17,"389,28 €",5,13600,21400
2017.0001416,COSUMSE SL,16/03/17. SUMINISTRO CINTA DYMO PARA SU USO POR BOMBEROS.,20/04/17,"306,92 €",5,13600,221990
2017.0001505,COSUMSE SL,27/03/17. SUMINISTRO CABOS DE ANCLAJE Y SEGURIDAD PARA LOS ARNESES DE LOS TRAJES DE INTERVENCION DE BOMBEROS.,20/04/17,"4.392,30 €",5,13600,221991
2017.0001473,CASTELLANO ACTIVA SL,"16/03/17. INSPECCIÓN TÉCNICA DE LOS VEHICULOS MATRICULAS (CS-7727-AM, CS-3876-AC, 3382-CMV, CS-5212, CS-2850-AF, 3603-GPC) DE BOMBEROS.",20/04/17,"642,73 €",5,13600,21400
2017.0001709,TRANSTEL SA,MARZO/17.  ARRENDAMIENTO SIN OPCION DE COMPRA DE UN VEHICULO DE MANDO Y COORDINACION CON DESTINO AL SERVICIO DE BOMBEROS.  JGL 14/10/16 (FORMALIZADO 19/10/16) ACTA DE ENTREGA 25/11/16.,21/04/17,"975,70 €",5,13600,20404
2017.0000923,CARROCERIAS FERRER SELMA SL,"DEL 17/06 AL 09/09/16. REPARACIONES DIVERSAS DE LOS VEHICULOS MATRICULAS 3603-GPC, 7324-BCK, CS-3876-AC DE BOMBEROS.",27/04/17,"983,52 €",5,13600,21400
2017.0001568,PRODUCTOS Y MANGUERAS ESPECIALES SA,"30/03/17. ADQUISICIÓN CHAQUETAS, PETOS, ARNESES Y MOSQUETON PARA BOMBEROS.",28/04/17,"4.301,55 €",5,13600,221041
2017.0001789,CARROCERIAS FERRER SELMA SL,05/04/17. REPARACIÓN VEHICULO MATRICULA 3546HMV DE BOMBEROS.,15/05/17,"271,89 €",5,13600,21400
2017.0001790,CARROCERIAS FERRER SELMA SL,05/04/17. REPARACIÓN VEHICULO MATRICULA 3603GPC DE BOMBEROS.,16/05/17,"106,48 €",5,13600,21301
2017.0001792,CARROCERIAS FERRER SELMA SL,05/04/17. REPARACIÓN VEHICULO MATRICULA 3546HMV DE BOMBEROS.,16/05/17,"159,72 €",5,13600,21400
2017.0002164,ITURRI SA,MARZO 17. RENTING FURGON SALVAMENTOS VARIOS (FSV) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 2/03/12 (FORMALIZADO 2/04/12) ACTA ENTREGA 12/11/12.,19/05/17,"4.717,67 €",5,13600,20400
2017.0002351,TRANSTEL SA,ABRIL 17.  ARRENDAMIENTO SIN OPCION DE COMPRA DE UN VEHICULO DE MANDO Y COORDINACION CON DESTINO AL SERVICIO DE BOMBEROS.  JGL 14/10/16 (FORMALIZADO 19/10/16) ACTA DE ENTREGA 25/11/16.,19/05/17,"975,70 €",5,13600,20404
2017.0002215,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,24/04/17. COMPROBAR BATERIAS Y ARRANCAR CAMIÓN B-5 DE BOMBEROS.,24/05/17,"42,35 €",5,13600,21400
2017.0002216,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,24/04/17. REPARACIÓN DEL CUADRO DEL MOTOR DE LA BOMBA DE AGUA SITA EN LA MAGDALENA DE BOMBEROS.,24/05/17,"87,06 €",5,13600,21301
2017.0002217,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,24/04/17. CAMBIO BATERIA Y CARGAR ALTERNADOR DEL VEHICULO B-4 DE BOMBEROS.,24/05/17,"194,21 €",5,13600,21400
2017.0002218,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,24/04/17. REPARACIÓN VEHICULO MATRICULA 3448-BCK DE BOMBEROS.,24/05/17,"194,21 €",5,13600,21400
2017.0002219,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,24/04/17. REPARACIÓN VEHICULO MATRICULA CS-7727-AM DE BOMBEROS.,24/05/17,"284,65 €",5,13600,21400
2017.0002101,ARMERIA RAUL SL,25/04/17. SUMINISTRO PLACAS CAUCHO PECHO PARA BOMBEROS.,24/05/17,"749,99 €",5,13600,221041
2017.0002078,COSUMSE SL,25/04/17. SUMINISTRO CINTA CONTINUA BLANCA PARA SU USO POR BOMBEROS.,24/05/17,"49,97 €",5,13600,221990
2017.0002079,COSUMSE SL,25/04/17. MATERIAL DE LIMPIEZA PARA SU USO POR BOMBEROS.,24/05/17,"540,95 €",5,13600,221990
2017.0002450,BBVA RENTING SA,FEBRERO 17. ARRENDAMIENTO DE UN VEHICULO AUTOBOMBA POLISOCORRO DE PRIMERA INSTANCIA CON DESTINO AL PARQUE DE BOMBEROS. JGL 28-11-08 (ACTA RECEPCION 04-09-09),02/06/17,"3.152,32 €",5,13600,20403
2017.0002453,BBVA RENTING SA,MARZO 17. ARRENDAMIENTO DE UN VEHICULO AUTOBOMBA POLISOCORRO DE PRIMERA INSTANCIA CON DESTINO AL PARQUE DE BOMBEROS. JGL 28-11-08 (ACTA RECEPCION 04-09-09),02/06/17,"3.152,32 €",5,13600,20403
2017.0002642,BBVA RENTING SA,ABRIL/17. ARRENDAMIENTO DE UN VEHICULO AUTOBOMBA POLISOCORRO DE PRIMERA INSTANCIA CON DESTINO AL PARQUE DE BOMBEROS. JGL 28-11-08 (ACTA RECEPCION 04-09-09),02/06/17,"3.152,32 €",5,13600,20403
2017.0002701,ITURRI SA,ABRIL 17. RENTING FURGON SALVAMENTOS VARIOS (FSV) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 2/03/12 (FORMALIZADO 2/04/12) ACTA ENTREGA 12/11/12.,02/06/17,"4.717,67 €",5,13600,20400
2017.0002702,ITURRI SA,ABRIL 17. RENTING AUTOBOMBA RURAL PESADA (BRP) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 23/12/11 (FORMALIZADO 30/1/12) ACTA ENTREGA 01/10/12.,02/06/17,"4.327,81 €",5,13600,20402
2017.0002344,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,29/04/17. REPARACIÓN VEHICULOS MATRICULAS 6915-BDJ Y 5072-HFX DE BOMBEROS.,05/06/17,"158,39 €",5,13600,21400
2017.0002102,ARMERIA RAUL SL,25/04/17. SUMINISTRO GUANTES Y CAJAS GUANTES NITRILO PARA BOMBEROS,05/06/17,"2.000,00 €",5,13600,221041
2017.0002514,CARROCERIAS FERRER SELMA SL,10/05/17. SANEAR CHASIS DEL VEHICULO MATRICULA 8028CVC DE BOMBEROS.,12/06/17,"3.953,07 €",5,13600,21400
2017.0002558,COSUMSE SL,15/05/17. MATERIAL DE LIMPIEZA PARA SU USO POR BOMBEROS.,12/06/17,"574,96 €",5,13600,221990
2017.0002567,COSUMSE SL,15/05/17. REPARACION LAVAVAJILLAS DE BOMBEROS.,12/06/17,"206,91 €",5,13600,226990
2017.0002361,"AXATON, SL",03/05/17. REPARACIONES EQUIPOS DE BOMBEROS.  ,12/06/17,"1.056,33 €",5,13600,21301
2017.0002636,CARROCERIAS FERRER SELMA SL,18/05/17. REPARACIÓN MANIVELA RODILLO TRASERO DEL VEHICULO MATRICULA 3488BGD DE BOMBEROS.,19/06/17,"159,72 €",5,13600,21400
2017.0002637,CARROCERIAS FERRER SELMA SL,18/05/17. REVISIÓN PRE ITV DEL VEHICULO MATRICULA  7324BCK  DE BOMBEROS.,19/06/17,"251,91 €",5,13600,21400
2017.0002560,COSUMSE SL,15/05/17. SUMINISTRO TRAMO MANGUERA GOMDUR 4K DIAM. 25 MM LONGITUD 30 M CON RACORES BARNA UNE 23400 EN EXTREMOS PARA BOMBEROS.,19/06/17,"3.198,76 €",5,13600,221992
2017.0002562,COSUMSE SL,15/05/17. SUMINISTRO DE 2 HERRAMIENTAS MULTIUSOS HALLIGAN CON FUNDA PARA BOMBEROS.,19/06/17,"1.477,41 €",5,13600,221992
2017.0002694,CASTELLANO ACTIVA SL,"08/05/17. INSPECCIÓN TÉCNICA DE LOS VEHICULOS MATRICULAS (CS-48105, CS-8985-AH, 7324-BCK, 7646-CSJ, 8028-CVC, CS-6515-K, 6915-BDJ) DE BOMBEROS.",19/06/17,"710,87 €",5,13600,21400
2017.0002890,TRANSTEL SA,MAYO 17. ARRENDAMIENTO SIN OPCION DE COMPRA DE UN VEHICULO DE MANDO Y COORDINACION CON DESTINO AL SERVICIO DE BOMBEROS.  JGL 14/10/16 (FORMALIZADO 19/10/16) ACTA DE ENTREGA 25/11/16.,23/06/17,"975,70 €",5,13600,20404
2017.0003023,DRAGER SAFETY HISPANIA SA,31/05/17. SUMINISTRO DE PULMOS AUTOMATICOS REGULADORES DE AIRE PARA REPONER CADUCICADES DE LOS EQUIPOS AUTONOMOS,03/07/17,"4.599,69 €",5,13600,221991
2017.0002805,COSUMSE SL,31/05/17. REPARACIÓN 9 LINTERNAS DE BOMBEROS.,03/07/17,"816,21 €",5,13600,21301
2017.0003072,COSUMSE SL,"09/06/17. SUMINISTRO ELECTROBOMBA SUMERGIBLE DRAINEX PARA EVACUACION DE AGUAS FECALES, RESIDUALES, FOSAS SEPTICAS, AGUAS DE INFILTRACION, PLUVIALES Y EN GENERAL AGUAS CON CARGA SOLIDAS",03/07/17,"3.787,30 €",5,13600,63300
2017.0002729,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,22/05/17. REPARACIÓN VEHICULO MATRICULA 7646-CSJ DE BOMBEROS.,07/07/17,"152,16 €",5,13600,21400
2017.0003282,BBVA RENTING SA,MAYO 17. ARRENDAMIENTO DE UN VEHICULO AUTOBOMBA POLISOCORRO DE PRIMERA INSTANCIA CON DESTINO AL PARQUE DE BOMBEROS. JGL 28-11-08 (ACTA RECEPCION 04-09-09),14/07/17,"3.152,32 €",5,13600,20403
2017.0003379,ITURRI SA,MAYO/17.  RENTING FURGON SALVAMENTOS VARIOS (FSV) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 2/03/12 (FORMALIZADO 2/04/12) ACTA ENTREGA 12/11/12.,14/07/17,"4.717,67 €",5,13600,20400
2017.0003402,ITURRI SA,MAYO 17. RENTING AUTOBOMBA RURAL PESADA (BRP) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 23/12/11 (FORMALIZADO 30/1/12) ACTA ENTREGA 01/10/12.,14/07/17,"4.327,81 €",5,13600,20402
2017.0003288,AUTOMOCION LA PISTA SA,29/05/17. REPUESTOS PARA VEHICULO MATRICULA 3603-GPC DE BOMBEROS.,20/07/17,"3,93 €",5,13600,21400
2017.0003289,AUTOMOCION LA PISTA SA,07/04/17. REPUESTOS PARA VEHICULO MATRICULA 3603-GPC DE BOMBEROS.,20/07/17,"3,44 €",5,13600,21400
2017.0003283,CASMAR 2000 S.A.,30/05/17. SUMINISTRO DE 20 BERDUGO SOTOCASCO IGNIFUGO PARA BOMBEROS.,20/07/17,"1.427,68 €",5,13600,221991
2017.0003228,CARROCERIAS FERRER SELMA SL,15/06/17. REPARACIÓN FUGA DE AGUA CUBA Y PINTAR DEL VEHICULO MATRICULA 8028CVC DE BOMBEROS.,20/07/17,"3.432,38 €",5,13600,21400
2017.0003229,CARROCERIAS FERRER SELMA SL,15/06/17. DESMONTAR Y MONTAR RUEDA DEL REMOLQUE DE  BOMBEROS.,20/07/17,"171,82 €",5,13600,21400
2017.0003191,FERRETERIA ESCRIG SL,10/05/17. MATERIAL DE FERRETERIA PARA SU USO POR BOMBEROS.,20/07/17,"46,09 €",5,13600,221990
2017.0003552,TRANSTEL SA,JUNIO 17. ARRENDAMIENTO SIN OPCION DE COMPRA DE UN VEHICULO DE MANDO Y COORDINACION CON DESTINO AL SERVICIO DE BOMBEROS.  JGL 14/10/16 (FORMALIZADO 19/10/16) ACTA DE ENTREGA 25/11/16.,21/07/17,"975,70 €",5,13600,20404
2017.0003330,"AXATON, SL","21/06/17. SUMINISTRO DE UNA PLATAFORMA DE TRABAJO Y RESCATE EN ALTURA,CON BARANDILLA DE SEGURIDAD Y MODULO DE RUEDAS ACOPLABLE A LOS RAILES DE ADIF DECRETO 17/05/2017.",21/07/17,"7.497,99 €",5,13600,63300
2017.0003418,JUAN GOZALBO SL,31/05/17. REPARACIÓN MAQUINARIA DE BOMBEROS.,26/07/17,"13,19 €",5,13600,21301
2017.0003516,CARROCERIAS FERRER SELMA SL,03/07/17. REPARACIÓN VEHICULO MATRICULA 3382HMV DE BOMBEROS.,26/07/17,"350,30 €",5,13600,21400
2017.0003544,COSUMSE SL,04/07/17. SUMINISTRO 40 MASCARILLAS C/VALVULA PARA BOMBEROS.,26/07/17,"137,94 €",5,13600,221991
2017.0003506,CASTELLANO ACTIVA SL,16/05/17. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA 7324-BCK DE BOMBEROS.,26/07/17,"14,55 €",5,13600,21400
2017.0003374,"TALLERES SERCOIN, S.L.",20/06/17. INSPECCIÓN DEL VEHICULO MATRICULA CS-52112 DE BOMBEROS.,26/07/17,"1.051,49 €",5,13600,21400
2017.0003375,"TALLERES SERCOIN, S.L.",2017. REVISIÓN ANUAL Y REPARACIÓN DE ESCALERA DEL VEHICULO MATRICULA CS-2727-AM DE BOMBEROS.,26/07/17,"4.502,51 €",5,13600,21400
2017.0003837,ITURRI SA,SUMINISTRO DE UN VEHICULO AUTOBOMBA URBANO LIGERO CON CHASIS PARA VIA ESTRECHA PARA SERVICIO BOMBEROS ADJUDICADO JGL 28/10/2016 Y REAJUSTE ANUALIDAD DE 2016 A 2017 JGL 03/03/2017.,03/08/17,"239.146,82 €",5,13600,62401
2017.0003882,ITURRI SA,JUNIO/17. RENTING FURGON SALVAMENTOS VARIOS (FSV) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 2/03/12 (FORMALIZADO 2/04/12) ACTA ENTREGA 12/11/12.,03/08/17,"4.717,67 €",5,13600,20400
2017.0003884,ITURRI SA,JUNIO/17. RENTING AUTOBOMBA RURAL PESADA (BRP) CON DESTINO SERVICIO EXTINCION DE INCENDIOS JGL 23/12/11 (FORMALIZADO 30/1/12) ACTA ENTREGA 01/10/12.,03/08/17,"4.327,81 €",5,13600,20402
2017.0003699,CARROCERIAS FERRER SELMA SL,12/07/17. REPARACIÓN PUERTA Y VENTANA DERECHA DEL VEHICULO MATRICULA 3488BGD IPV BOMBEROS,04/08/17,"106,48 €",5,13600,21400
2017.0003670,COSUMSE SL,10/07/17. MATERIAL DE LIMPIEZA PARA SU USO POR BOMBEROS.,04/08/17,"734,51 €",5,13600,221990
2017.0003845,CASTELLANO ACTIVA SL,10/07/17. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA 9993-CRD DE BOMBEROS.,04/08/17,"87,73 €",5,13600,21400
2017.0003656,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/05/17. REPARACIÓN VARIOS VEHICULOS DE BOMBEROS.,04/08/17,"221,73 €",5,13600,21400
2017.0004078,OMNIA MOTOR SA,30/06/17. REPARACIÓN VEHICULO MATRICULA CS-3876-AC DE BOMBEROS.,22/08/17,"2.800,40 €",5,13600,21400
2017.0004020,AUTOMOCION LA PISTA SA,26/06/17. REPARACIÓN VEHICULO MATRICULA 7646-CSJ DE BOMBEROS.,22/08/17,"82,33 €",5,13600,21400
2017.0004021,AUTOMOCION LA PISTA SA,14/06/17. REPARACIÓN VEHICULO MATRICULA 4571-HMK DE BOMBEROS.,22/08/17,"193,29 €",5,13600,21400
2017.0004025,AUTOMOCION LA PISTA SA,31/05/17. REPARACIÓN VEHICULO MATRICULA 8028-CVC DE BOMBEROS.,22/08/17,"87,48 €",5,13600,21400
2017.0004026,AUTOMOCION LA PISTA SA,09/06/17. REPARACIÓN VEHICULO MATRICULA 4571-HMK DE BOMBEROS.,22/08/17,"433,00 €",5,13600,21400
2017.0004012,REPARACIONES SERVICAS SL,15/07/17. REPARACION CAMION VOLVO FL 220 B6 33 DE BOMBEROS.,22/08/17,"327,83 €",5,13600,21400
2017.0004051,"CASCO ANTIGUO COMERCIAL, S.L.",06/07/17. MATERIAL PARA SU USO POR BOMBEROS.,22/08/17,"42,35 €",5,13600,221991
2017.0003962,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/06/17. REPARACIÓN VEHICULO B-3 DE BOMBEROS.,22/08/17,"300,69 €",5,13600,21400
