#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica,Unnamed: 4
2015.0001091,EDITORIAL PRENSA VALENCIANA SA,"19/02/15. INSERCIÓN PUBLICITARIA CAMPAÑA ""CASTELLON UNA CIUDAD PARA VIVIRLA"" EN EL DIARIO LEVANTE.",08/05/2015,"871,20 €",1,91200,22602,
2015.0004564,PROMOCIONES Y EDICIONES CULTURALES SA,19/09/15. INSERCIÓN PUBLICITARIA S/ELECCION PRESIDENTE JUNTA FESTES EN DIARIO MEDITERRÁNEO.,05/11/2015,"421,08 €",1,91200,226021,
2015.0004759,EDITORIAL PRENSA VALENCIANA SA,19/09/2015 INSERCIÓN PUBLICITARIA S/ELECCIÓN PRESIDENTE PATRONAT MUNICIPAL FESTES EN DIARIO LEVANTE.,05/11/2015,"392,04 €",1,91200,226021,
2015.0005903,"AND MAGAZINE, S.L",19/11/15. INSERCCIÓNPUBLICITARIA EN UNA PAGINA,30/12/2015,"726,00 €",1,91200,22602,
2015.0000238,EDITORIAL PRENSA VALENCIANA SA,19/12/14. INSERCIÓN PUBLICITARIA S/CAMPAÑA TRAM EN EL DIARIO LEVANTE,08/04/2015,"609,84 €",1,91200,22602,
2015.0001993,RADIO CASTELLON SA,1ª QUINCENA ABRIL 2015. CUÑAS EN 40 PRINCIPALES CAMPAÑA CIUDAD 2015.,23/07/2015,"1.073,57 €",1,91200,22602,
2015.0001992,RADIO CASTELLON SA,1ª QUINCENA ABRIL 2015. CUÑAS EN CADENA DIAL CAMPAÑA CIUDAD 2015.,23/07/2015,"908,41 €",1,91200,22602,
2015.0001991,RADIO CASTELLON SA,1ª QUINCENA ABRIL 2015. CUÑAS EN CADENA SER CAMPAÑA CIUDAD 2015.,23/07/2015,"2.114,11 €",1,91200,22602,
2015.0002238,MEDIOS DE AZAHAR SA,1ª QUINCENA DE ABRIL 2015. INSERCIÓN PUBLICITARIA FORMACIÓN Y EMPLEO.,23/07/2015,"3.003,22 €",1,91200,22602,
2015.0002752,PROMOCIONES Y EDICIONES CULTURALES SA,"1DE MAYO 2015. INSERCION PUBLICITARIA CAMPAÑA ""VERGE DEL LLEDO"" EN PERIODICO MEDITERRANEO.",26/09/2015,"2.168,56 €",1,91200,22602,
2015.0000578,MEDIOS DE AZAHAR SA,2 Y 4 DE ENERO 2015. PUBLICIDAD CAMPAÑA COMERCIO NAVIDAD.,16/04/2015,"1.460,47 €",4,43100,226990,
2015.0000936,PROMOCIONES Y EDICIONES CULTURALES SA,"2, 11, 20 Y 23 DE FEBRERO 2015. INSERCION PUBLICITARIA SMC.",20/04/2015,"7.249,59 €",1,91200,22602,
2015.0001543,MEDIOS DE AZAHAR SA,"2, 4, 17, 25 Y 30 DE MARZO DE 2015. INSERCIÓN PUBLICITARIA FORMACIÓN Y EMPLEO.",11/06/2015,"3.754,03 €",1,91200,22602,
2015.0001539,MEDIOS DE AZAHAR SA,20 Y 27 DE MARZO DE 2015. INSERCIÓN PUBLICITARIA SMC.,11/06/2015,"2.252,42 €",1,91200,22602,
2015.0000309,RECURSOS DIGITALES FESTIVOS SL,20/01/15. INSERCIÓN ANUNCIO WEB CASTELLONENFIESTAS.COM S/ TRAM,15/04/2015,"786,50 €",1,91200,22602,
2015.0001837,"TELEVISION POPULAR DEL MEDITERRANEO,SA","20/02/15. CAMPAÑA PROGRAMACIÓN ""SEMANA SANTA 2015""",11/06/2015,"2.117,50 €",1,91200,22602,
2015.0000196,PROMOCIONES Y EDICIONES CULTURALES SA,20/12/14 ANUNCIO EN PRENSA,08/04/2015,"854,44 €",1,91200,22602,
2015.0000237,EDITORIAL PRENSA VALENCIANA SA,20/12/14. INSERCIÓN PUBLICITARIA S/CAMPAÑA DE NAVIDAD EN EL DIARIO LEVANTE,08/04/2015,"499,13 €",1,91200,22602,
2015.0000274,PUBLICIDAD CASTELLON SL,20/12/14. PLAN DE PARTICIPACION EN EL PERIODICO MEDITERRANEO,31/03/2015,"968,97 €",6,15102,22602,
2015.0001694,"A CIENCIA CIERTA,S.L.",2014. VALLA PUBLICITARIA PASIÓN X CASTELLÓN PLAZA TOROS,24/09/2015,"847,00 €",1,91200,22602,
2015.0001695,"A CIENCIA CIERTA,S.L.",2015. VALLA PUBLICITARIA PASIÓN X CASTELLÓN PLAZA DE TOROS,11/06/2015,"847,00 €",1,91200,226021,
2015.0001537,MEDIOS DE AZAHAR SA,21 Y 28 DE MARZO DE 2015. INSERCIÓN PUBLICITARIA REDES SOCIALES.,11/06/2015,"2.252,42 €",1,91200,22602,
2015.0001479,EDITORIAL PRENSA VALENCIANA SA,"21/03/15. INSERCION PUBLICITARIA EN DIARIO EL LEVANTE SOBRE "" ESCAPADA SEMANA SANTA""",23/07/2015,"1.452,00 €",1,91200,22602,
2015.0002467,"TELEVISION POPULAR DEL MEDITERRANEO,SA",21/04/2015. PRODUCCIÓN Y REALIZACIÓN DE UNA SOBREIMPRESION DE 10',26/09/2015,"1.210,00 €",1,91200,22602,
2015.0004662,MEDIOS DE AZAHAR SA,21/09/15. INSERCIÓN PUBLICITARIA EN DIARIO EL MUNDO S/CELEBRACIÓN DE LA SEMANA DE LA MOVILIDAD,05/11/2015,"750,81 €",1,91200,22602,
2015.0004753,EDITORIAL PRENSA VALENCIANA SA,"21/09/15. INSERCIÓN PUBLICITARIA EN DIARIO LEVANTE CON MOTIVO DE LA CAMPAÑA  ""SEMANA DE LA MOVILIDAD""",05/11/2015,"696,96 €",1,91200,22602,
2015.0000832,MEDIOS DE AZAHAR SA,22 Y 23 DE FEBRERO 2015. INSERCIÓN PUBLICIDAD HOMENAJE A LAS COMISIONES.,20/04/2015,"1.614,75 €",1,91200,226021,
2015.0000944,PROMOCIONES Y EDICIONES CULTURALES SA,22 Y 23 DE FEBRERO 2015. INSERCION PUBLICITARIA HOMENAJE SECTORES.,20/04/2015,"2.026,45 €",1,91200,226021,
2015.0001095,EDITORIAL PRENSA VALENCIANA SA,"22/02/15. INSERCIÓN PUBLICITARIA ""HOMENAJE SECTOR INFANTIL"" EN EL DIARIO LEVANTE.",08/05/2015,"774,40 €",1,91200,226021,
2015.0000236,EDITORIAL PRENSA VALENCIANA SA,22/12/14. INSERCIÓN PUBLICITARIA S/CAMPAÑA TRAM EN DIARIO LEVANTE,08/04/2015,"609,84 €",1,91200,22602,
2015.0005914,"IDEA PUBLICIDAD CASTELLON, S.L",23 A 29 NOVIEMBRE 2015. CAMPAÑA ACTIVIDADES RIBALTA,30/12/2015,"160,93 €",1,91200,22602,
2015.0002757,PROMOCIONES Y EDICIONES CULTURALES SA,"23 DE MAYO 2015. INSERCION PUBLICITARIA CAMPAÑA ""MAIG DE TRADICIONS"" EN PERIODICO MEDITERRANEO.",26/09/2015,"866,72 €",1,91200,22602,
2015.0001998,PROMOCIONES Y EDICIONES CULTURALES SA,"23, 25, 27 Y 29 DE ABRIL 2015. INSERCION PUBLICITARIA CAMPAÑA ""RUTA DE LAS TAPAS"" EN PERIODICO MEDITERRANEO.",26/09/2015,"3.630,00 €",1,91200,22602,
2015.0001097,EDITORIAL PRENSA VALENCIANA SA,"23/02/15. INSERCIÓN PUBLICITARIA  ""HOMENAJE COMISIONES DE SECTOR"" EN EL DIARIO LEVANTE.",13/05/2015,"580,80 €",1,91200,226021,
2015.0001823,"IDEA PUBLICIDAD CASTELLON, S.L","23/04 A 05/05/15. BANNERS ESPECIAL ""VIRGEN DEL LLEDÓ"".",11/06/2015,"500,00 €",1,91200,22602,
2015.0000517,PROMOCIONES Y EDICIONES CULTURALES SA,"24/01/15. INSERCION BANNER PUBLICITARIO EN ""WWW.ELPERIODICOMEDITERRANEO.COM"" SOBRE LA CAMPAÑA MUNICIPAL ""AYUDANOS A SUPERARNOS"" PARA INCENTIVAR A LA CIUDADANIA A COLABORAR EN MANTENER LIMPIA LA CIUDAD (PROMOCIONES Y EDICIONES CULTURALES SA)",16/04/2015,"867,26 €",1,91200,22602,
2015.0001427,"TELEVISION POPULAR DEL MEDITERRANEO,SA",24/02/15. 14 PASES EMITIDOS A DIARIO EN PROGRAMAS DE PRODUCCION PROPIA.,22/05/2015,"2.117,50 €",1,91200,226021,
2015.0001096,EDITORIAL PRENSA VALENCIANA SA,"24/02/15. INSERCIÓN PUBLICITARIA CAMPAÑA ""SMC AYUNTAMIENTO CASTELLON"" EN EL DIARIO LEVANTE.",08/05/2015,"871,20 €",1,91200,22602,
2015.0001484,EDITORIAL PRENSA VALENCIANA SA,"24/03/15. INSERCION PUBLICITARIA EN EL DIARIO EL LEVANTE SOBRE CAMPAÑA ""CASTELLON UNA CIUDAD PARA VIVIRLA""",11/06/2015,"871,20 €",1,91200,22602,
2015.0001727,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,24/04/15. CAMPAÑA PUBLICITARIA FIESTAS LLEDÓ.,23/07/2015,"423,50 €",1,91200,226990,
2015.0002000,PROMOCIONES Y EDICIONES CULTURALES SA,"24/04/2015. INSERCION PUBLICITARIA CAMPAÑA ""MODA EN LA CALLE"" EN PERIODICO MEDITERRANEO.",26/09/2015,"866,72 €",1,91200,22602,
2015.0002426,EDITORIAL PRENSA VALENCIANA SA,"24/04/2015. INSERCION PUBLICITARIA EN EL DIARIO EL LEVANTE SOBRE AYTO. CASTELLÓN ""MODA EN LA CALLE""",26/09/2015,"580,80 €",1,91200,22602,
2015.0002230,MEDIOS DE AZAHAR SA,24/04/2015. INSERCIÓN PUBLICITARIA MODO EN LA CALLE.,23/07/2015,"750,81 €",1,91200,22602,
2015.0005363,PROMOCIONES Y EDICIONES CULTURALES SA,24/10/15. INSERCIÓN PUBLICITARIA S/JÓVENES ESTRELLAS EN DIARIO MEDITERRÁNEO.,09/12/2015,"1.734,51 €",1,91200,22602,
2015.0001093,EDITORIAL PRENSA VALENCIANA SA,"25/02/15. INSERCIÓN PUBLICITARIA CAMPAÑA ""CASTELLON UNA CIUDAD PARA VIVIRLA"" EN EL DIARIO LEVANTE.",23/07/2015,"871,20 €",1,91200,22602,
2015.0002304,MEDIOS DE AZAHAR SA,"25/04/2015. INSERCION PUBLICITARIA CAMPAÑA ""ESCAPADA PUENTE DE MAYO"".",26/09/2015,"2.972,37 €",1,91200,22602,
2015.0006405,"SOLUCIONES CUATROOCHENTA, S.L.",25/11/15. CONTRATACION A LA AGENCIA VENNOVA DE LA REALIZACION DE UNA AUDITORIA DE AUDIENCIA DE MEDIOS DIGITALES DE CASTELLON,30/12/2015,"1.331,00 €",1,91200,22602,
2015.0005976,MEDIOS DE AZAHAR SA,25/11/15. INSERCIÓN PUBLICITARIA S/MARATON CIUDAD CASTELLON,30/12/2015,"750,81 €",1,91200,22602,
2015.0005915,"IDEA PUBLICIDAD CASTELLON, S.L",26 A 28 NOVIEMBRE 2015. ESPACIOS EN VIVECASTELLON.COM CAMPAÑA BLACK FRIDAY,30/12/2015,"217,80 €",4,43100,227062,
2015.0001999,PROMOCIONES Y EDICIONES CULTURALES SA,"26 Y 29 DE ABRIL 2015. INSERCION PUBLICITARIA CAMPAÑA ""FESTES VERGE DEL LLEDO"" EN PERIODICO MEDITERRANEO.",26/09/2015,"1.733,45 €",1,91200,22602,
2015.0001490,"IDEA PUBLICIDAD CASTELLON, S.L","26/01/15. INSERCION PUBLICITARIA EN VIVECASTELLON.COM SOBRE CAMPAÑA ""CASTELLÓ, UNA CIUDAD PARA VIVIRLA""",23/07/2015,"900,01 €",1,91200,22602,
2014.0007252,"IDEA PUBLICIDAD CASTELLON, S.L",26/11/14. INSERCIÓN BANNER PUBLICITARIO S/ ESPECIAL TRAM EN ESPACIOS EN VIVECASTELLON.COM,27/04/2015,"400,00 €",1,91200,22602,
2015.0005983,PROMOCIONES Y EDICIONES CULTURALES SA,26/11/15. INSERCIÓN PULICITARIA S/MARATON BP EN DIARIO MEDITERRANEO.,30/12/2015,"1.501,85 €",1,91200,22602,
2015.0002758,PROMOCIONES Y EDICIONES CULTURALES SA,"27 DE MAYO 2015. INSERCION PUBLICITARIA CAMPAÑA ""CASTELLO 100% ATLETISME"" EN PERIODICO MEDITERRANEO.",26/09/2015,"713,02 €",1,91200,22602,
2015.0000800,TV CS RETRANSMISIONES SL,27/02 Y 28/02/15. RETRANSMISION EN DIRECTO DE LAS GALANIAS 2015,27/04/2015,"4.733,52 €",1,91200,226021,
2015.0001223,CASTELLON BASE SL,27/02/15. BANNER EN PAGINA WEB CASTELLONBASE.COM,02/06/2015,"200,00 €",1,91200,22602,
2015.0006386,"IDEA PUBLICIDAD CASTELLON, S.L",27/10/15 ESPACIOS EN VIVECASTELLON.COM CAMPAÑA MARATON CASTELLON,30/12/2015,"605,00 €",1,91200,22602,
2015.0000995,UNIPREX SAU,"28, 29, 30 ,31 DE ENERO Y 1 DE FEBRERO DE 2015. CUÑA PUBLICITARIA AYUNTAMIENTO DE CASTELLON FITUR 2015 EN PROGRAMA CASTELLON C.V.",20/04/2015,"1.966,25 €",1,91200,22602,
2015.0000514,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA","28/01/15. CAMPAÑA PUBLICITARIA DE PROMOCION TURISTICA DE LA CIUDAD. BANNER, FALDONES PUBLIC.,INSERCIONES PUBLIC., CUÑAS RADIO (CS DIARIO, TELEV.POP.MEDITERRANEO, TV DE CS, LA RAZON, RADIO CS CADENA SER, EL MUNDO, COMUN. Y MEDIOS LEVANTE,ETC.)",16/04/2015,"3.375,66 €",1,91200,22602,
2015.0000533,"DIARIO ABC, S.L.",28/01/2015. INSERCIÓN PUBLICITARIA DIARIO ABC,16/04/2015,"1.210,00 €",1,91200,22602,
2015.0001099,EDITORIAL PRENSA VALENCIANA SA,"28/02/15. INSERCIÓN PUBLICITARIA ""GALANIA REINA INFANTIL MAGDALENA 2015"" EN EL DIARIO LEVANTE.",08/05/2015,"580,80 €",1,91200,226021,
2015.0000831,MEDIOS DE AZAHAR SA,28/02/2015. INSERCIÓN PUBLICIDAD GALANIA DE LAS REINAS.,20/04/2015,"750,81 €",1,91200,226021,
2015.0000947,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA",28/02/2015. INSERCION PUBLICITARIA AYUNTAMIENTO CASTELLON PAGINA WEB MEDITERRANEO.,20/04/2015,"590,00 €",1,91200,22602,
2015.0000946,PROMOCIONES Y EDICIONES CULTURALES SA,28/02/2015. INSERCION PUBLICITARIA ECOPARQUE EN PAGINA WEB.,20/04/2015,"1.500,00 €",1,91200,22602,
2015.0000945,PROMOCIONES Y EDICIONES CULTURALES SA,28/02/2015. INSERCION PUBLICITARIA GALANIA MAGDALENA.,20/04/2015,"1.159,72 €",1,91200,226021,
2015.0000825,MEDIOS DE AZAHAR SA,28/02/2015. INTERNET MEGABANER 30.000 IMPRESIONES.,08/04/2015,"1.179,75 €",1,91200,22602,
2015.0001411,PROMOCIONES Y EDICIONES CULTURALES SA,28/03/15. JOVENES ESTRELLAS.,22/05/2015,"867,26 €",1,91200,22602,
2015.0001536,MEDIOS DE AZAHAR SA,28/03/2015. INSERCIÓN PUBLICITARIA ESPECIAL TURISMO CASTELLON.,11/06/2015,"2.972,37 €",1,91200,22602,
2015.0002478,UNIPREX SAU,28/05/15 Y 03/05/15. (9 CUÑAS) INSERCION PUBLICITARIA EN ONDA CERO SOBRE FESTES DEL LLEDÓ,26/09/2015,"1.554,85 €",1,91200,22602,
2015.0005360,PROMOCIONES Y EDICIONES CULTURALES SA,28/10/15. INSERCIÓN PUBLICITARIA S/MARATÓN CASTELLÓN EN DIARIO MEDITERRÁNEO.,03/12/2015,"1.170,25 €",1,91200,22602,
2014.0006902,PROMOCIONES Y EDICIONES CULTURALES SA,28/11/14. INSERCIÓN PUBLICITARIA S/ BLACK FRIDAY EN PERIODICO MEDITERRANEO.,26/03/2015,"854,26 €",1,91200,22602,
2015.0000579,MEDIOS DE AZAHAR SA,2870172015. PUBLICIDAD MODULOS C. VALENCIANA. ESPECIAL FITUR,16/04/2015,"2.972,37 €",1,91200,22602,
2015.0000586,UNIPREX SAU,29/01/2015. PUBLICIDAD AYUNT. CASTELLON. FITUR,16/04/2015,"1.379,40 €",1,91200,22602,
2015.0002810,"IDEA PUBLICIDAD CASTELLON, S.L",2ª QUINCENA MAYO 2015. BANNERS EN PAGINA WEB VIVECASTELLON.COM SOBRE MANTENIMIENTO DE LA CIUDAD..,26/09/2015,"300,00 €",1,91200,22602,
2015.0002800,"DIARIO DIGITAL DE CASTELLON, S.L.",2ª QUINCENA MAYO 2015. INSERCION BANNER EN WEB CASTELLON INFORMACION PROMOCION UNA CIUDAD LIMPIA.,26/09/2015,"363,00 €",1,91200,22602,
2015.0000827,MEDIOS DE AZAHAR SA,"3, 11, 17, 20 Y 26 DE FEBRERO DE 2015. INSERCIÓN PUBLICITARIA FORMACIÓN Y EMPLEO.",08/04/2015,"3.754,03 €",1,91200,22602,
2015.0000386,RADIO CASTELLON SA,30/01/15. CAMPAÑA PUBLICITARIA PARA DAR A CONOCER LOS PROGRAMAS DE FORMACION Y FOMENTO DE EMPLEO QUE OFRECE LA AGENCIA DE DESARROLLO LOCAL (ADL) DEL AYUNTAMIENTO DE CASTELLLON (ELPERIODIC.COM,16/04/2015,"1.013,01 €",1,91200,22602,
2015.0001295,RADIO CASTELLON SA,30/03 Y 31/03. EMISION CUÑAS CADENA SER PARA CAMPAÑA COMUNICACION SEMANA SANTA.,23/07/2015,"440,44 €",1,91200,22602,
2015.0001288,RADIO CASTELLON SA,30/03 Y 31/03/15. EMISION CUÑA CADENA DIAL PARA CAMPAÑA COMUNICACION SEMANA SANTA.,22/05/2015,"259,55 €",1,91200,22602,
2015.0001243,DESCUBRE CASTELLON C.B.,30/03/15. PUBLICIDAD FIESTAS MAGDALENA,23/07/2015,"387,20 €",1,91200,226021,
2015.0001797,"LA AGENCIA PLANIFICACION PUBLICITARIA,SL","30/04/15. FALDONES LEVANTE-EL MUNDO Y MEDITERRÁNEO, BANNER, CUÑAS RADIO, CAMPAÑA ""FESTES DE MAIG""",26/09/2015,"272,25 €",1,91200,22602,
2015.0002009,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA",30/04/2015. INSERCION PUBLICIDAD AYUNTAMIENTO DE CASTELLON EN PAGINA WEB.,23/07/2015,"590,00 €",1,91200,22602,
2015.0001995,PROMOCIONES Y EDICIONES CULTURALES SA,"30/04/2015. INSERCION PUBLICITARIA CAMPAÑA ""CASTELLO UNA CIUDAD PARA VIVIRLA"" EN PAGINA WEB.",23/07/2015,"1.500,00 €",1,91200,22602,
2015.0003395,MEDIOS DE AZAHAR SA,30/06/2015. MEGABANER EN INTERNET 30.000 IMPRESIONES.,26/09/2015,"1.179,75 €",1,91200,22602,
2015.0006346,RADIO CASTELLON SA,30/11/15. CUÑA MARANTON INTERNACIONAL CASTELLON,30/12/2015,"1.409,41 €",1,91200,22602,
2015.0006517,UNIPREX SAU,30/11/15. CUÑAS DINAMIZACIÓN PARQUES,30/12/2015,"363,00 €",1,91200,22602,
2015.0006501,UNIPREX SAU,30/11/15. CUÑAS MARATON 2015,30/12/2015,"532,40 €",1,91200,22602,
2015.0006502,UNIPREX SAU,30/11/15. CUÑAS MARATON 2015,30/12/2015,"810,70 €",1,91200,22602,
2015.0006348,RADIO CASTELLON SA,30/11/15. MARATON INTERNACIONAL CASTELLON,30/12/2015,"467,18 €",1,91200,22602,
2015.0005843,IMPRENTA ROSELL SL,30/11/15. REPARTO 1000 CARTELES Y 2500 TRIPTICOS FERIA MEDIEVAL,30/12/2015,"544,50 €",5,33400,226090,
2015.0006376,RADIO CASTELLON SA,30/11/15.CAMPAÑA MARATON INTERNACIONAL CASTELLON,30/12/2015,"1.233,23 €",1,91200,22602,
2015.0006344,RADIO CASTELLON SA,30/11/15.CUÑA SENTIM ELS PARCS,30/12/2015,"396,40 €",1,91200,22602,
2015.0006385,"IDEA PUBLICIDAD CASTELLON, S.L",30/11/15.ESPACIOS EN VIVECASTELLON.COM CAMPAÑA NAVIDAD,30/12/2015,"726,00 €",1,91200,22602,
2015.0005965,PROMOCIONES Y EDICIONES CULTURALES SA,30/11/15.MOD.Y DEROG.ORD.FISC.2016,30/12/2015,"537,24 €",4,93200,220001,
2015.0006145,EDITORIAL PRENSA VALENCIANA SA,30/11/2015. INSERCIÓN PUBLICITARIA S/MARATON_,30/12/2015,"2.236,08 €",1,91200,22602,
2014.0007295,"LA AGENCIA PLANIFICACION PUBLICITARIA,SL",30/12/2014 CAMPAÑA SUBETE AL TRAM,27/04/2015,"8.860,10 €",1,91200,226990,
2015.0000387,RADIO CASTELLON SA,31/01/15. CAMPAÑA PUBLICITARIA PARA DAR A CONOCER LOS PROGRAMAS DE FORMACION Y FOMENTO DE EMPLEO QUE OFRECE LA AGENCIA DE DESARROLLO LOCAL (ADL) DEL AYUNTAMIENTO DE CASTELLLON (ELPERIODIC.COM,16/04/2015,"467,18 €",1,91200,22602,
2015.0000692,PUBLICIDAD CASTELLON SL,31/01/15. CREATIVIDAD UNA CIUDAD PARA VIVIRLA 15 FALDONES,27/04/2015,"700,05 €",1,91200,22602,
2015.0000516,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA","31/01/15. INSERCION BANNER PUBLICITARIO EN ""WWW.ELPERIODICOMEDITERRANEO.COM"" SOBRE LA CAMPAÑA MUNICIPAL ""AYUDANOS A SUPERARNOS"" PARA INCENTIVAR A LA CIUDADANIA A COLABORAR EN MANTENER LIMPIA LA CIUDAD (PROMOCIONES Y EDICIONES CULTURALES SA)",16/04/2015,"590,00 €",1,91200,22602,
2015.0000699,EDITORIAL PRENSA VALENCIANA SA,"31/01/15. PUBLICIDAD ""CASTELLON, DEJA QUE TE TIENTE""",27/04/2015,"3.025,00 €",1,91200,22602,
2015.0000388,RADIO CASTELLON SA,31/01/15. SERVICIOS DE PERNSA EN LOS 40 PRINCIPALES,16/04/2015,"552,12 €",1,91200,22602,
2015.0000577,MEDIOS DE AZAHAR SA,31/01/2015. INTERNET. MEGABANER 30.000 IMPRESIONES.,16/04/2015,"1.179,75 €",1,91200,22602,
2015.0001404,PUBLICIDAD CASTELLON SL,31/03/15. CREATIVIDAD E IMPRESION PRESUPUESTO 0150000009.,22/05/2015,"650,00 €",5,23105,226992,
2015.0001408,PROMOCIONES Y EDICIONES CULTURALES SA,31/03/15. FERIA BATIMAT 2015,22/05/2015,"1.812,40 €",1,91200,22602,
2015.0001416,PROMOCIONES Y EDICIONES CULTURALES SA,31/03/15. FIRA BOU PER LA VILA 2015,23/07/2015,"21.175,00 €",1,91200,22602,
2015.0001400,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA",31/03/15. GUIA DE TOROS Y FIESTAS,23/07/2015,"589,27 €",1,91200,22602,
2015.0001483,EDITORIAL PRENSA VALENCIANA SA,"31/03/15. INSERCION PUBLICITARIA EN EL DIARIO EL LEVANTE SOBRE CAMPAÑA ""CASTELLON UNA CIUDAD PARA VIVIRLA""",23/07/2015,"871,20 €",1,91200,22602,
2015.0001715,PROMOCIONES Y EDICIONES CULTURALES SA,"31/03/15. SERVICIO WEB ""CASTELLÓ UNA CIUDAD PARA VIVIRLA""",11/06/2015,"1.500,00 €",1,91200,22602,
2015.0001535,MEDIOS DE AZAHAR SA,31/03/2015. INSERCIÓN PUBLICITARIA FERIA INTERNACIONAL BATIMAT 2015.,11/06/2015,"1.378,19 €",1,91200,22602,
2015.0001541,MEDIOS DE AZAHAR SA,31/03/2015. INTERNET MEGABANER 30.000 IMPRESIONES.,11/06/2015,"1.179,75 €",1,91200,22602,
2015.0002281,EDITORIAL PRENSA VALENCIANA SA,"31/05/15. INSERCION PUBLICITARIA EN EL DIARIO EL LEVANTE SOBRE ""FESTES LLEDÓ""",26/09/2015,"1.364,52 €",1,91200,22602,
2015.0002817,"COMUNICACION Y MEDIOS DE LEVANTE, S.L. /GRUPO ZETA",31/05/2015. INSERCION PUBLICIDAD AYUNTAMIENTO DE CASTELLON EN PAGINA WEB.,26/09/2015,"590,00 €",1,91200,22602,
2015.0002751,PROMOCIONES Y EDICIONES CULTURALES SA,"31/05/2015. INSERCION PUBLICITARIA ""CASTELLO UNA CIUDAD PARA VIVIRLA"" EN PAGINA WEB PERIODICO MEDITERRANEO.",26/09/2015,"1.500,00 €",1,91200,22602,
2015.0005722,EDITORIAL PRENSA VALENCIANA SA,"31/10/15. INSERCIÓN PUBLICITARIA EN DIARIO LEVANTE CON MOTIVO DE LA PRESENTACIÓN DE LA MARATÓN""",18/12/2015,"696,96 €",1,91200,22602,
2015.0005361,PROMOCIONES Y EDICIONES CULTURALES SA,31/10/15. INSERCIÓN PUBLICITARIA S/MARATON 2015 EN DIARIO MEDITERRÁNEO.,09/12/2015,"1.501,85 €",1,91200,22602,
2015.0005385,MEDIOS DE AZAHAR SA,31/10/15. INSERCIÓN PUBLICITARIA S/MARATON CIUDAD CASTELLON EN DIARIO EL MUNDO.,18/12/2015,"750,81 €",1,91200,22602,
2015.0000938,PROMOCIONES Y EDICIONES CULTURALES SA,4 Y 5 DE FEBRERO 2015. INSERCION PUBLICITARIA 100% ATLETISME.,20/04/2015,"1.426,03 €",1,91200,22602,
2015.0006403,TV CS RETRANSMISIONES SL,4 Y 5/12/15. FALDONES VI MARATON DE CS EN TELEVISIÓN CS,30/12/2015,"2.420,00 €",1,91200,22602,
2015.0001029,EDITORIAL PRENSA VALENCIANA SA,"4, 12 Y 20 DE FEBRERO DE 2015. INSERCIÓN PUBLICITARIA CAMPAÑA FORMACION Y EMPLEO AYUNT. CASTELLON EN EL DIARIO LEVANTE.",20/04/2015,"1.742,40 €",1,91200,22602,
2015.0002003,PROMOCIONES Y EDICIONES CULTURALES SA,"4, 5, 11, 12 Y 18 DE ABRIL 2015. INSERCION PUBLICITARIA CAMPAÑA ""CASTELLON UNA CIUDAD PARA VIVIRLA"" EN PERIODICO MEDITERRANEO.",26/09/2015,"7.042,20 €",1,91200,22602,
2015.0003747,PROMOCIONES Y EDICIONES CULTURALES SA,4/07/15. INSERCION PUBLICITARIA EN 2ºCIRCUITO CARRERAS NOCTURNAS,05/11/2015,"6.050,00 €",1,91200,22602,
2015.0001027,EDITORIAL PRENSA VALENCIANA SA,5 Y 28 DE FEBRERO DE 2015. INSERCIÓN PUBLICITARIA CAMPAÑA REDES SOCIALES AYUNT. CASTELLON EN EL DIARIO LEVANTE.,20/04/2015,"1.742,40 €",1,91200,22602,
2015.0000240,EDITORIAL PRENSA VALENCIANA SA,6 Y 13/12/13. INSERCIÓN PUBLICITARIA S/CAMPAÑA DE NAVIDAD EN EL DIARIO LEVANTE,26/03/2015,"998,25 €",1,91200,22602,
2015.0002754,PROMOCIONES Y EDICIONES CULTURALES SA,"6, 7 Y 27 MAYO 2015. INSERCION PUBLICITARIA CAMPAÑA ""MAIG DE TRADICIONS"" EN PERIODICO MEDITERRANEO.",26/09/2015,"2.600,17 €",1,91200,22602,
2015.0006350,RADIO CASTELLON SA,6/12/15. MARATON INTERNACIONAL CASTELLON,30/12/2015,"553,70 €",1,91200,22602,
2015.0006349,RADIO CASTELLON SA,6/12/15. MARATON INTERNACIONAL CASTELLON,30/12/2015,"594,59 €",1,91200,22602,
2015.0000828,MEDIOS DE AZAHAR SA,7 Y 14 DE FEBRERO DE 2015. INSERCIÓN PUBLICITARIA REDES SOCIALES.,08/04/2015,"2.252,42 €",1,91200,22602,
2015.0003357,PROMOCIONES Y EDICIONES CULTURALES SA,"7 Y 21/06/15 CAMPAÑA  FÓRMATE, EMPRENDE, PROGRESA, PROGRAMAS DE FOMENTO DEL EMPLEO.",13/10/2015,"1.178,54 €",1,91200,22602,
